,Treebank,hu_szeged-ud-dev_Case=Sbl,hu_szeged-ud-test_Case=Sbl,hu_szeged-ud-train_Case=Sbl
0,sah_yktdt-ud-test_Case=Cmp,0.2858773475129578,0.20286823403356452,0.23092293421550486
1,ml_ufal-ud-test_Case=Cmp,1.2468336195640972,1.2962458349945813,1.2782070279984956
2,egy_ujaen-ud-test_Case=Cmp,1.2622811750152136,1.1840852064015472,1.2136052062629963
3,mdf_jr-ud-test_Case=Cmp,1.2622811750152136,1.1840852064015472,1.2136052062629963
4,myv_jr-ud-test_Case=Cmp,1.2622811750152136,1.1840852064015472,1.2136052062629963
5,myv_jr-ud-train_Case=Cmp,11.788360648879623,11.850406447206312,11.826166050344769
6,kpv_lattice-ud-test_Case=Cmp,1.2622811750152136,1.1840852064015472,1.2136052062629963
7,sjo_xdt-ud-test_Case=Cmp,9.721128047144727,9.773169380037686,9.752781143637595
8,koi_uh-ud-train_Case=Cmp,1.2622811750152136,1.1840852064015472,1.2136052062629963
9,gu_gujtb-ud-test_Case=Cmp,0.2858773475129578,0.20286823403356452,0.23092293421550486
