,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,hu_szeged-ud-dev_Case=Ter,0.4444444444444444,0.34228715112776364
1,hu_szeged-ud-test_Case=Ter,0.4714045207910316,0.5385164807134505
2,hu_szeged-ud-train_Case=Ter,0.40397332145136067,0.43509258274022045
3,et_ewt-ud-train_Case=Ter,0.432691832858239,0.2738612787525831
4,et_ewt-ud-test_Case=Ter,0.4249182927993987,0.3391164991562634
5,et_ewt-ud-dev_Case=Ter,0.4109609335312651,0.4123105625617661
6,olo_kkpp-ud-test_Case=Ter,1.2472191289246473,1.1357816691600546
7,vep_vwt-ud-test_Case=Ter,0.4714045207910316,0.5385164807134505
8,kpv_ikdp-ud-test_Case=Ter,1.247219128924647,1.1357816691600546
9,kpv_lattice-ud-test_Case=Ter,2.2141577023928893,2.051430561081407
10,et_edt-ud-dev_Case=Ter,0.383701354132235,0.395081989286424
11,et_edt-ud-train_Case=Ter,0.3706031533172205,0.3554937741540062
12,et_edt-ud-test_Case=Ter,0.3888865282309398,0.3644607630852372
13,ab_abnc-ud-test_Case=Ter,0.4714045207910316,0.5385164807134505
14,gu_gujtb-ud-test_Case=Ter,0.4714045207910316,0.5385164807134505
