,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
0,hu_szeged-ud-dev_Case=Ade,10.783740654336972,8.725046358821459
1,hu_szeged-ud-test_Case=Ade,10.77867031353175,8.72161198603591
2,hu_szeged-ud-train_Case=Ade,10.838357809188622,8.778752505406153
3,fi_ood-ud-test_Case=Ade,10.335575136306002,8.28375035016278
4,et_ewt-ud-train_Case=Ade,10.23892280335012,8.188876024430945
5,et_ewt-ud-test_Case=Ade,10.261211924334598,8.210283930076919
6,et_ewt-ud-dev_Case=Ade,10.00894353152639,7.963538418371807
7,olo_kkpp-ud-test_Case=Ade,10.167485927361911,8.132593403649496
8,vep_vwt-ud-test_Case=Ade,10.459206470856191,8.402482640819736
9,fi_tdt-ud-train_Case=Ade,10.01754607805161,7.964232622441444
10,fi_tdt-ud-test_Case=Ade,9.991143135274239,7.941294087692179
11,fi_tdt-ud-dev_Case=Ade,9.971902362874092,7.914269768385855
12,fi_pud-ud-test_Case=Ade,9.783828281110699,7.73119432112509
13,et_edt-ud-dev_Case=Ade,10.339274428272278,8.277515055128347
14,et_edt-ud-train_Case=Ade,10.313259703021156,8.25116418708104
15,et_edt-ud-test_Case=Ade,10.437061414812241,8.376777303211023
16,krl_kkpp-ud-test_Case=Ade,10.512617976448588,8.462756479624618
17,fi_ftb-ud-dev_Case=Ade,11.973930014828047,9.907268912419791
18,fi_ftb-ud-train_Case=Ade,11.973930014828047,9.907268912419791
19,fi_ftb-ud-test_Case=Ade,11.973930014828047,9.907268912419791
