,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,xcl_caval-ud-train_Case=Abl,0.8621086971797884,0.981033658215459,0.981033658215459,1.9351894565771866,1.9351894565771866,1.9351894565771866,0.981033658215459,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,0.9749582028252801,3.0010163366452796,1.9351894565771866,1.9351894565771866,6.5512237183515625,1.9351894565771866,1.9351894565771866,1.9351894565771866,3.689828377535181
1,xcl_caval-ud-dev_Case=Abl,0.46104687820742635,0.5715444524392794,0.5715444524392794,1.5405111778306224,1.5405111778306224,1.5405111778306224,0.5715444524392794,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.1562867198177005,3.195369147899296,1.5405111778306224,1.5405111778306224,6.885984268075544,1.5405111778306224,1.5405111778306224,1.5405111778306224,3.897066611875294
2,xcl_caval-ud-test_Case=Abl,0.7199570632930888,0.8383913995250516,0.8383913995250516,1.7956245877591162,1.7956245877591162,1.7956245877591162,0.8383913995250516,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.024928527447608,3.0658573573111276,1.7956245877591162,1.7956245877591162,6.670264616439702,1.7956245877591162,1.7956245877591162,1.7956245877591162,3.7601592485817688
3,hu_szeged-ud-dev_Case=Abl,0.20412414523193148,0.27003086243366076,0.27003086243366076,1.2204848763230673,1.2204848763230673,1.2204848763230673,0.27003086243366076,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.390693272356553,3.3957694268015315,1.2204848763230673,1.2204848763230673,7.1857787794133126,1.2204848763230673,1.2204848763230673,1.2204848763230673,4.101574900774905
4,hu_szeged-ud-test_Case=Abl,0.16467473575215275,0.20327890704543547,0.20327890704543547,1.1853095282186634,1.1853095282186634,1.1853095282186634,0.20327890704543547,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.4037860390182388,3.4106057240552854,1.1853095282186634,1.1853095282186634,7.1989869581171275,1.1853095282186634,1.1853095282186634,1.1853095282186634,4.117087954263365
5,hu_szeged-ud-train_Case=Abl,0.2818438238512313,0.36265586218399565,0.36265586218399565,1.3230899037571242,1.3230899037571242,1.3230899037571242,0.36265586218399565,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.311038085517734,3.329249198656864,1.3230899037571242,1.3230899037571242,7.089183258625525,1.3230899037571242,1.3230899037571242,1.3230899037571242,4.0341512635539045
6,tr_pud-ud-test_Case=Abl,0.48011558389671777,0.5927349379101761,0.5927349379101761,1.5705228683121009,1.5705228683121009,1.5705228683121009,0.5927349379101761,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.123722847232604,3.1722730452216212,1.5705228683121009,1.5705228683121009,6.862411686398885,1.5705228683121009,1.5705228683121009,1.5705228683121009,3.873720767789505
7,fi_ood-ud-test_Case=Abl,0.8524973490303688,0.9799018381739814,0.9799018381739814,1.9451830310337004,1.9451830310337004,1.9451830310337004,0.9799018381739814,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,0.935542779457631,2.9835187418625315,1.9451830310337004,1.9451830310337004,6.5527207165365535,1.9451830310337004,1.9451830310337004,1.9451830310337004,3.6728217186738905
8,sah_yktdt-ud-test_Case=Abl,0.45806269065645216,0.5345224838248488,0.5345224838248488,1.4638501094227998,1.4638501094227998,1.4638501094227998,0.5345224838248488,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.259881576697424,3.2623392133340676,1.4638501094227998,1.4638501094227998,6.991065727054781,1.4638501094227998,1.4638501094227998,1.4638501094227998,3.964124835860459
9,sa_vedic-ud-test_Case=Abl,3.753732577569632,3.88590296719629,3.88590296719629,4.835176356148253,4.835176356148253,4.835176356148253,3.88590296719629,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,2.694537680093728,2.9298205453307165,4.835176356148253,4.835176356148253,4.504077850159897,4.835176356148253,4.835176356148253,4.835176356148253,3.2063327555507066
