,Treebank,urb_tudet-ud-test_Case=Aff,_Case=Aff
0,ess_sli-ud-test_Case=Equ,22.58317958127243,1.0
1,gub_tudet-ud-test_Case=Equ,22.561028345356956,0.0
2,egy_ujaen-ud-test_Case=Equ,22.561028345356956,0.0
3,ky_ktmu-ud-test_Case=Equ,22.561028345356956,0.0
4,tt_nmctt-ud-test_Case=Equ,22.561028345356956,0.0
5,tr_gb-ud-test_Case=Equ,22.561028345356956,0.0
6,ota_boun-ud-train_Case=Equ,22.561028345356956,0.0
7,ota_boun-ud-test_Case=Equ,22.561028345356956,0.0
8,qtd_sagt-ud-test_Case=Equ,22.561028345356956,0.0
9,qtd_sagt-ud-dev_Case=Equ,22.561028345356956,0.0
10,qtd_sagt-ud-train_Case=Equ,22.561028345356956,0.0
11,tr_imst-ud-train_Case=Equ,22.561028345356956,0.0
12,tr_imst-ud-dev_Case=Equ,22.561028345356956,0.0
13,tr_imst-ud-test_Case=Equ,22.561028345356956,0.0
14,tr_boun-ud-dev_Case=Equ,22.561028345356956,0.0
15,tr_boun-ud-test_Case=Equ,22.561028345356956,0.0
16,tr_boun-ud-train_Case=Equ,22.561028345356956,0.0
