,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,hu_szeged-ud-dev_Case=Ine,78.59488446583232,78.72613810175042,78.60384610127916
1,hu_szeged-ud-test_Case=Ine,52.494738125494045,52.61864201100734,52.504451236931885
2,hu_szeged-ud-train_Case=Ine,31.715650881828704,31.840991666729426,31.725089866754097
3,fi_ood-ud-test_Case=Ine,509.49406034895463,509.6423409509664,509.50645580875863
4,et_ewt-ud-train_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
5,et_ewt-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
6,et_ewt-ud-dev_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
7,si_stb-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
8,olo_kkpp-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
9,olo_kkpp-ud-train_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
10,mdf_jr-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
11,mdf_jr-ud-train_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
12,vep_vwt-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
13,fi_tdt-ud-train_Case=Ine,167.39040420912772,167.53761844586762,167.40266014450205
14,fi_tdt-ud-test_Case=Ine,73.08354259018145,73.22971031343626,73.09578312599483
15,fi_tdt-ud-dev_Case=Ine,111.72267804758108,111.87033876239052,111.73494923779595
16,myv_jr-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
17,myv_jr-ud-train_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
18,kpv_ikdp-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
19,kpv_lattice-ud-test_Case=Ine,260.46054889534463,260.62402212262094,260.4773836625578
20,kpv_lattice-ud-train_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
21,fi_pud-ud-test_Case=Ine,80.72256048482983,80.86591475479194,80.73455460161303
22,et_edt-ud-dev_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
23,et_edt-ud-train_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
24,et_edt-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
25,koi_uh-ud-train_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
26,koi_uh-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
27,arr_tudet-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
28,krl_kkpp-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
29,eu_bdt-ud-train_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
30,eu_bdt-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
31,eu_bdt-ud-dev_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
32,fi_ftb-ud-dev_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
33,fi_ftb-ud-train_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
34,fi_ftb-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
35,ab_abnc-ud-test_Case=Ine,1.259531560972737,1.08869426309121,1.2452843148017878
