,Treebank,am_att-ud-test_Case=Mal
0,el_gud-ud-train_Case=Voc,12.234922694211571
1,el_gud-ud-test_Case=Voc,14.347822134386808
2,fa_seraji-ud-dev_Case=Voc,0.6
3,fa_seraji-ud-test_Case=Voc,0.6
4,fa_seraji-ud-train_Case=Voc,0.6
5,sga_dipsgg-ud-test_Case=Voc,0.6
6,pl_pdb-ud-test_Case=Voc,6.2313231143234775
7,pl_pdb-ud-train_Case=Voc,6.501388917088383
8,pl_pdb-ud-dev_Case=Voc,4.370354676682432
9,uk_iu-ud-dev_Case=Voc,0.6
10,uk_iu-ud-train_Case=Voc,41.873141749813804
11,uk_iu-ud-test_Case=Voc,0.6
12,sa_vedic-ud-test_Case=Voc,347.13017731104856
13,sa_vedic-ud-train_Case=Voc,159.2327775664406
14,sa_vedic-ud-dev_Case=Voc,415.1088531939544
15,kmr_mg-ud-test_Case=Voc,0.6
16,hr_set-ud-dev_Case=Voc,0.6
17,hr_set-ud-train_Case=Voc,34.01999412110472
18,hr_set-ud-test_Case=Voc,0.6
19,orv_rnc-ud-dev_Case=Voc,0.6
20,orv_rnc-ud-train_Case=Voc,59.68271664951811
21,orv_rnc-ud-test_Case=Voc,12.246836326170119
22,cpg_tuecl-ud-test_Case=Voc,25.40393670280258
23,la_circse-ud-test_Case=Voc,53.07252898942478
24,grc_perseus-ud-dev_Case=Voc,0.6
25,grc_perseus-ud-train_Case=Voc,0.6
26,grc_perseus-ud-test_Case=Voc,0.6
27,qpm_philotis-ud-train_Case=Voc,89.23766021137041
28,qpm_philotis-ud-dev_Case=Voc,0.6
29,qpm_philotis-ud-test_Case=Voc,0.6
30,la_perseus-ud-test_Case=Voc,0.6
31,la_perseus-ud-train_Case=Voc,0.6
32,sk_snk-ud-train_Case=Voc,0.6
33,lt_hse-ud-train_Case=Voc,0.6
34,ess_sli-ud-test_Case=Voc,0.6
35,hit_hittb-ud-test_Case=Voc,0.6
36,sa_ufal-ud-test_Case=Voc,0.6
37,be_hse-ud-train_Case=Voc,0.6
38,be_hse-ud-dev_Case=Voc,0.6
39,be_hse-ud-test_Case=Voc,0.6
40,cs_pud-ud-test_Case=Voc,0.6
41,orv_ruthenian-ud-test_Case=Voc,6.469930447848725
42,orv_ruthenian-ud-train_Case=Voc,8.207313811473277
43,orv_ruthenian-ud-dev_Case=Voc,0.6
44,ml_ufal-ud-test_Case=Voc,0.6
45,egy_ujaen-ud-test_Case=Voc,0.6
46,ro_nonstandard-ud-test_Case=Voc,22.00565583864496
47,ro_nonstandard-ud-dev_Case=Voc,71.67537931535487
48,ro_nonstandard-ud-train_Case=Voc,35.6189088359914
49,ro_simonero-ud-train_Case=Voc,2.315167380558045
50,mr_ufal-ud-dev_Case=Voc,0.6
51,mr_ufal-ud-test_Case=Voc,0.6
52,ro_tuecl-ud-test_Case=Voc,5.946427498927402
53,lt_alksnis-ud-test_Case=Voc,0.6
54,lt_alksnis-ud-dev_Case=Voc,0.6
55,lt_alksnis-ud-train_Case=Voc,0.6
56,vi_tuecl-ud-test_Case=Voc,0.6
57,cu_proiel-ud-train_Case=Voc,17.057848454767594
58,cu_proiel-ud-test_Case=Voc,17.802999097329195
59,cu_proiel-ud-dev_Case=Voc,21.647163080216483
60,la_llct-ud-dev_Case=Voc,0.6
61,la_llct-ud-train_Case=Voc,5.950578351391517
62,sr_set-ud-train_Case=Voc,0.6
63,la_proiel-ud-test_Case=Voc,11.23605308321783
64,la_proiel-ud-dev_Case=Voc,15.706474248962856
65,la_proiel-ud-train_Case=Voc,16.114303084182353
66,grc_proiel-ud-test_Case=Voc,11.999374983723111
67,grc_proiel-ud-train_Case=Voc,21.19843926237245
68,grc_proiel-ud-dev_Case=Voc,14.840316708210779
69,ru_taiga-ud-train_Case=Voc,0.6
70,ru_taiga-ud-dev_Case=Voc,0.6
71,ru_taiga-ud-test_Case=Voc,0.6
72,tpn_tudet-ud-test_Case=Voc,0.6
73,ga_idt-ud-train_Case=Voc,0.6
74,ga_idt-ud-test_Case=Voc,0.6
75,ga_idt-ud-dev_Case=Voc,0.6
76,ro_art-ud-test_Case=Voc,0.6
77,ru_syntagrus-ud-train_Case=Voc,33.36704961485208
78,ru_syntagrus-ud-dev_Case=Voc,0.6
79,ru_syntagrus-ud-test_Case=Voc,0.6
80,grc_ptnk-ud-train_Case=Voc,34.77585369189375
81,grc_ptnk-ud-dev_Case=Voc,9.019977827023745
82,grc_ptnk-ud-test_Case=Voc,0.6
83,orv_birchbark-ud-train_Case=Voc,14.360884373881715
84,orv_birchbark-ud-dev_Case=Voc,38.282923376124536
85,orv_birchbark-ud-test_Case=Voc,23.39305452479432
86,ltg_cairo-ud-test_Case=Voc,0.6
87,ru_poetry-ud-test_Case=Voc,0.6
88,ru_poetry-ud-dev_Case=Voc,0.6
89,ru_poetry-ud-train_Case=Voc,0.6
90,cs_fictree-ud-dev_Case=Voc,0.6
91,cs_fictree-ud-train_Case=Voc,421.59383297197314
92,cs_fictree-ud-test_Case=Voc,0.6
93,la_udante-ud-train_Case=Voc,0.6
94,la_udante-ud-test_Case=Voc,0.6
95,la_udante-ud-dev_Case=Voc,12.49939998559931
96,ro_rrt-ud-test_Case=Voc,0.6
97,ro_rrt-ud-train_Case=Voc,0.6
98,el_gdt-ud-test_Case=Voc,0.6
99,el_gdt-ud-train_Case=Voc,0.6
100,el_gdt-ud-dev_Case=Voc,0.6
101,gd_arcosg-ud-test_Case=Voc,0.6
102,gd_arcosg-ud-train_Case=Voc,0.6
103,gd_arcosg-ud-dev_Case=Voc,0.6
104,got_proiel-ud-dev_Case=Voc,14.405554484295285
105,got_proiel-ud-train_Case=Voc,83.48868186766396
106,got_proiel-ud-test_Case=Voc,43.856128420096546
107,cs_pdt-ud-test_Case=Voc,0.6
108,cs_pdt-ud-dev_Case=Voc,45.336078348264756
109,cs_pdt-ud-train_Case=Voc,0.6
110,lv_lvtb-ud-test_Case=Voc,0.6
111,lv_lvtb-ud-train_Case=Voc,82.16665990534118
112,lv_lvtb-ud-dev_Case=Voc,19.1666376811375
113,la_ittb-ud-dev_Case=Voc,0.6
114,la_ittb-ud-test_Case=Voc,0.6
115,la_ittb-ud-train_Case=Voc,0.6
116,ga_cadhan-ud-test_Case=Voc,0.6
117,pl_pud-ud-test_Case=Voc,0.6
118,orv_torot-ud-test_Case=Voc,6.909574677375028
119,orv_torot-ud-dev_Case=Voc,8.439075077618428
120,orv_torot-ud-train_Case=Voc,11.30082171475028
121,cs_cac-ud-dev_Case=Voc,0.6
122,cs_cac-ud-train_Case=Voc,0.6
123,cs_cac-ud-test_Case=Voc,0.6
124,pl_lfg-ud-test_Case=Voc,0.6
125,pl_lfg-ud-train_Case=Voc,94.57726999654832
126,pl_lfg-ud-dev_Case=Voc,0.6
127,cs_poetry-ud-test_Case=Voc,47.27959390688545
128,ru_gsd-ud-train_Case=Voc,1.16619037896906
129,lv_cairo-ud-test_Case=Voc,0.6
130,bg_btb-ud-train_Case=Voc,0.6
131,bg_btb-ud-test_Case=Voc,0.6
132,bg_btb-ud-dev_Case=Voc,0.6
133,bej_nsc-ud-test_Case=Voc,0.6
