,Treebank,kpv_lattice-ud-test_Case=Apr,koi_uh-ud-test_Case=Apr
0,hu_szeged-ud-dev_Case=Ill,5.682828193057485,1.278845324000557
1,hu_szeged-ud-test_Case=Ill,5.7117501249717195,1.3689738821885769
2,hu_szeged-ud-train_Case=Ill,5.663465871620693,1.1689791895833785
3,fi_ood-ud-test_Case=Ill,5.819268682575157,1.8756033695853715
4,sms_giellagas-ud-test_Case=Ill,7.122170219952294,6.117168714889247
5,sms_giellagas-ud-train_Case=Ill,5.634713834792322,1.0
6,et_ewt-ud-train_Case=Ill,8.500380047982434,6.5912452584836325
7,et_ewt-ud-test_Case=Ill,7.616061974537759,5.397629109155241
8,et_ewt-ud-dev_Case=Ill,12.852318808893283,11.756269669551216
9,egy_ujaen-ud-test_Case=Ill,5.545268253204709,0.0
10,si_stb-ud-test_Case=Ill,5.545268253204709,0.0
11,lt_alksnis-ud-test_Case=Ill,5.634713834792322,1.0
12,lt_alksnis-ud-dev_Case=Ill,5.634713834792322,1.0
13,lt_alksnis-ud-train_Case=Ill,5.634713834792322,1.0
14,olo_kkpp-ud-test_Case=Ill,5.820159822120831,1.842143079204315
15,olo_kkpp-ud-train_Case=Ill,5.545268253204709,0.0
16,mdf_jr-ud-test_Case=Ill,8.538515678969032,8.705242673240075
17,mdf_jr-ud-train_Case=Ill,5.545268253204709,0.0
18,vep_vwt-ud-test_Case=Ill,5.746738205277843,1.635542723379613
19,fi_tdt-ud-train_Case=Ill,5.839159690547808,1.960920608682236
20,fi_tdt-ud-test_Case=Ill,5.836529912221788,1.9640267731056948
21,fi_tdt-ud-dev_Case=Ill,5.816981861824373,1.9045597042899167
22,myv_jr-ud-test_Case=Ill,5.623745343666069,1.7104654390763518
23,myv_jr-ud-train_Case=Ill,5.569736963919618,1.5026261478525773
24,kpv_ikdp-ud-test_Case=Ill,5.758182583651431,2.3108440016582685
25,kpv_lattice-ud-test_Case=Ill,9.906578931318771,9.44519638196462
26,kpv_lattice-ud-train_Case=Ill,5.545268253204709,0.0
27,fi_pud-ud-test_Case=Ill,5.848107834516808,1.983108213213122
28,et_edt-ud-dev_Case=Ill,7.016824614054357,4.410228268319544
29,et_edt-ud-train_Case=Ill,6.97593854638237,4.347833450101511
30,et_edt-ud-test_Case=Ill,7.62131525516491,5.3714540403661655
31,koi_uh-ud-train_Case=Ill,5.545268253204709,0.0
32,koi_uh-ud-test_Case=Ill,30.26136150274802,31.25699921617557
33,sme_giella-ud-train_Case=Ill,5.655404764083739,1.152010514482039
34,sme_giella-ud-test_Case=Ill,5.6485275665888635,1.2072765064707807
35,krl_kkpp-ud-test_Case=Ill,5.677005818363091,1.3562839573037448
36,fi_ftb-ud-dev_Case=Ill,5.545268253204709,0.0
37,fi_ftb-ud-train_Case=Ill,5.545268253204709,0.0
38,fi_ftb-ud-test_Case=Ill,5.545268253204709,0.0
