,Treebank,mdf_jr-ud-test_Case=Prl,myv_jr-ud-test_Case=Prl,myv_jr-ud-train_Case=Prl,kpv_ikdp-ud-test_Case=Prl,kpv_lattice-ud-test_Case=Prl,koi_uh-ud-test_Case=Prl
0,ess_sli-ud-test_Case=Equ,0.5651941652604391,0.8244316223920575,0.8006241061929585,1.0,1.4361406616345072,0.0
1,gub_tudet-ud-test_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
2,egy_ujaen-ud-test_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
3,ky_ktmu-ud-test_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
4,tt_nmctt-ud-test_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
5,tr_gb-ud-test_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
6,ota_boun-ud-train_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
7,ota_boun-ud-test_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
8,qtd_sagt-ud-test_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
9,qtd_sagt-ud-dev_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
10,qtd_sagt-ud-train_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
11,tr_imst-ud-train_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
12,tr_imst-ud-dev_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
13,tr_imst-ud-test_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
14,tr_boun-ud-dev_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
15,tr_boun-ud-test_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
16,tr_boun-ud-train_Case=Equ,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
