,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,sl_ssj-ud-test_Case=Loc,1.696228630811666,1.3774241859685197,2.618603778329093,2.618603778329093,2.618603778329093,10.701873743457043,2.618603778329093,8.945274300362508,2.618603778329093,1.696228630811666
1,sl_ssj-ud-dev_Case=Loc,1.692132258571466,1.366070935888557,2.6192505338582834,2.6192505338582834,2.6192505338582834,10.685781335221535,2.6192505338582834,8.937739039050483,2.6192505338582834,1.692132258571466
2,sl_ssj-ud-train_Case=Loc,1.6752759658021141,1.3617932824170431,2.599685732683534,2.599685732683534,2.599685732683534,10.709789302204708,2.599685732683534,8.952308927406682,2.599685732683534,1.6752759658021141
3,xcl_caval-ud-train_Case=Loc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
4,xcl_caval-ud-dev_Case=Loc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
5,xcl_caval-ud-test_Case=Loc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
6,hu_szeged-ud-train_Case=Loc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
7,fa_seraji-ud-dev_Case=Loc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
8,fa_seraji-ud-test_Case=Loc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
9,fa_seraji-ud-train_Case=Loc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
10,tr_pud-ud-test_Case=Loc,1033.9206932835807,1033.151489376074,1034.690775062772,1034.690775062772,1034.690775062772,1026.2221981617822,1034.690775062772,1028.5650198213043,1034.690775062772,1033.9206932835807
11,pl_pdb-ud-test_Case=Loc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
12,pl_pdb-ud-train_Case=Loc,18056.1882466926,18055.27202785934,18057.104502106642,18057.104502106642,18057.104502106642,18046.394265891457,18057.104502106642,18049.776065092887,18057.104502106642,18056.1882466926
13,pl_pdb-ud-dev_Case=Loc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
14,uk_iu-ud-dev_Case=Loc,1.608509785660613,1.3294464841310594,2.5312407050621375,2.5312407050621375,2.5312407050621375,10.777984203092837,2.5312407050621375,8.99156122682726,2.5312407050621375,1.608509785660613
15,uk_iu-ud-train_Case=Loc,1.6390674756400339,1.3428439105570178,2.5631727626677683,2.5631727626677683,2.5631727626677683,10.763172847400805,2.5631727626677683,8.972366200653788,2.5631727626677683,1.6390674756400339
16,uk_iu-ud-test_Case=Loc,1.6067778252627123,1.3199752086650895,2.533995936859706,2.533995936859706,2.533995936859706,10.776458424681989,2.533995936859706,8.983648033059692,2.533995936859706,1.6067778252627123
