,Treebank,hu_szeged-ud-dev_Case=Ela,hu_szeged-ud-test_Case=Ela,hu_szeged-ud-train_Case=Ela,fi_ood-ud-test_Case=Ela,et_ewt-ud-train_Case=Ela,et_ewt-ud-test_Case=Ela,et_ewt-ud-dev_Case=Ela,egy_ujaen-ud-test_Case=Ela,olo_kkpp-ud-test_Case=Ela,olo_kkpp-ud-train_Case=Ela,mdf_jr-ud-test_Case=Ela,mdf_jr-ud-train_Case=Ela,vep_vwt-ud-test_Case=Ela,fi_tdt-ud-train_Case=Ela,fi_tdt-ud-test_Case=Ela,fi_tdt-ud-dev_Case=Ela,myv_jr-ud-test_Case=Ela,myv_jr-ud-train_Case=Ela,kpv_ikdp-ud-test_Case=Ela,kpv_lattice-ud-test_Case=Ela,kpv_lattice-ud-train_Case=Ela,fi_pud-ud-test_Case=Ela,et_edt-ud-dev_Case=Ela,et_edt-ud-train_Case=Ela,et_edt-ud-test_Case=Ela,wbp_ufal-ud-test_Case=Ela,koi_uh-ud-train_Case=Ela,koi_uh-ud-test_Case=Ela,krl_kkpp-ud-test_Case=Ela,fi_ftb-ud-dev_Case=Ela,fi_ftb-ud-train_Case=Ela,fi_ftb-ud-test_Case=Ela
0,hu_szeged-ud-dev_Case=Tra,0.5092954428072967,0.431034588318073,0.33506494671707826,0.7400563833008541,0.44416496862926413,0.4343407677124349,0.4773568386367002,1.5309310892394863,0.3621670415518156,0.5863019699779287,19.363033939270295,1.5309310892394863,0.39528470752104744,0.9859756691172631,0.8255783365882066,0.9466355747411205,0.5265331141897263,1.0396599718864132,2.6867731575255847,1.972388612091283,1.159202311936963,1.5008590211185775,0.6681599444423464,0.5859498292068922,0.6820402197038866,0.5863019699779287,1.5309310892394863,2.5186802099512358,0.3529164207004259,1.5309310892394863,1.5309310892394863,1.5309310892394863
1,hu_szeged-ud-test_Case=Tra,0.1426940005536681,0.11081025026876284,0.13363062095621217,0.9793737649245177,0.6239446530998128,0.6382804262211299,0.6694681857651247,1.1726039399558574,0.3446217815745268,0.2041241452319316,19.664901050687575,1.1726039399558574,0.49999999999999994,1.236636240862173,1.062930749081872,1.2021195385527506,0.7374152412212471,1.286468033026861,3.0069364254447857,2.251213724528121,1.3070322617798436,1.7657026354728351,0.8833631799017512,0.7841480316592612,0.9074033354830022,0.2041241452319316,1.1726039399558574,2.776388541492947,0.4991325809174686,1.1726039399558574,1.1726039399558574,1.1726039399558574
2,hu_szeged-ud-train_Case=Tra,0.11474747578668403,0.1259737582002777,0.1983209946808883,1.0170336290212574,0.6603283497309843,0.6738785108048878,0.7050990800472988,1.1235657524150513,0.3674956615043091,0.14966629547095772,19.707081637489264,1.1235657524150513,0.5266877632905477,1.2746267752085558,1.1003706318071877,1.2402268246267787,0.7754852135384418,1.3260467563400622,3.04998360651332,2.291946965172063,1.335065541462291,1.8042213637404887,0.9196759341687529,0.8201050493677133,0.9441140735187927,0.14966629547095772,1.1235657524150513,2.8146758250285235,0.5276362383309167,1.1235657524150513,1.1235657524150513,1.1235657524150513
3,fi_ood-ud-test_Case=Tra,2.435254189877584,2.3779532892202306,2.2939548306802853,1.63303242029632,1.866093348110049,1.8807334061651053,1.8590518288196576,3.451894652855358,2.1472370917945005,2.5089613467008616,17.754279125583334,3.451894652855358,2.071370728385292,1.5104133989668351,1.6080866434336327,1.5180719939395413,1.7725205772471644,1.4797517914711755,1.4764635147890954,1.3749964023742358,1.9168196013361787,1.367804301269068,1.7193795372779648,1.7816024489281925,1.7029291399633182,2.5089613467008616,3.451894652855358,1.8008783693819987,2.0557314675864666,3.451894652855358,3.451894652855358,3.451894652855358
4,et_ewt-ud-train_Case=Tra,3.1386010617276012,3.083630248619974,3.004266303806547,2.384813797291394,2.6010624603764154,2.6011214091454673,2.5891136516038498,4.0984566532751705,2.8737730301071847,3.20894794890405,17.41475056998997,4.0984566532751705,2.7679654356695322,2.2571357600376762,2.3463600156971047,2.264672110350673,2.543656777438882,2.252844007571092,1.8256673367538225,1.9638859790775152,2.6071722111850435,2.068112611229926,2.4614005801591405,2.525182790562771,2.445898201829228,3.20894794890405,4.0984566532751705,2.2466301294996267,2.764133255301058,4.0984566532751705,4.0984566532751705,4.0984566532751705
5,et_ewt-ud-test_Case=Tra,3.1291858267802,3.076441092548071,2.994956708209886,2.34551497058261,2.574422509566347,2.584452254877194,2.563551803361603,4.100771455544949,2.8583330854207465,3.2007652146297256,17.376287697596972,4.100771455544949,2.7636488745933003,2.2057854319818793,2.304643721479742,2.217871503703978,2.526987928876446,2.2192111119007296,1.7814234161914182,1.905832727976053,2.583305902860732,1.993076318517954,2.4225181266405866,2.489453585297903,2.4087960699173117,3.2007652146297256,4.100771455544949,2.194613070819602,2.7650855247503054,4.100771455544949,4.100771455544949,4.100771455544949
6,et_ewt-ud-dev_Case=Tra,4.416918688340961,4.3652785578649045,4.287855643386157,3.683900236225778,3.9009425804528877,3.9019252218590488,3.8899464514925195,5.3378073681990434,4.161882883101477,4.485218779502289,16.71178788061489,5.3378073681990434,4.064903135377275,3.546587215033618,3.643465562976237,3.5574451703255017,3.842542830555316,3.5285632952480004,2.7485791784120024,3.0955893228957705,3.8395556383519174,3.306613832886312,3.757378489608213,3.823117080965854,3.743484027961123,4.485218779502289,5.3378073681990434,3.1905622545250547,4.05684452499723,5.3378073681990434,5.3378073681990434,5.3378073681990434
7,gub_tudet-ud-test_Case=Tra,1.0827689526491961,1.146066921150376,1.2450962012087863,2.068522117325686,1.731320857985841,1.7364217584408124,1.7642602345031582,0.0,1.4021363680319483,1.0,20.728402414722332,0.0,1.541103500742244,2.3139522010695543,2.1435170928508476,2.2829522933712147,1.8503197558178164,2.383275057562597,4.123105625617661,3.336825538583822,2.23606797749979,2.8276189821937745,1.96396624581025,1.8700246112386445,1.9906393640009086,1.0,0.0,3.8078865529319543,1.555892027102138,0.0,0.0,0.0
8,olo_kkpp-ud-test_Case=Tra,0.9442660996393136,0.8962506937918928,0.8284437048063421,0.6147289292861094,0.5652144532382704,0.6127562029751318,0.5912801367081401,1.932535608352669,0.6801360408136048,1.0101525445522108,19.03559144068286,1.932535608352669,0.7336656637205049,0.8162289052749739,0.7335289783216663,0.7887116209227092,0.5977094847343922,0.8773801447305194,2.394722087748601,1.677809434483601,1.142857142857143,1.2713027784341095,0.6172864258560563,0.5900166637141475,0.6309605025935962,1.0101525445522108,1.932535608352669,2.2879453397209955,0.7139885095971326,1.932535608352669,1.932535608352669,1.932535608352669
9,mdf_jr-ud-test_Case=Tra,2.998466402510323,2.9420118411504377,2.8647014766402012,2.2376081062801614,2.4634741886774445,2.455436650348841,2.44235557079409,3.9567979478361033,2.7413670927869123,3.0669610365963242,17.45679189694754,3.9567979478361033,2.62797450520358,2.1137620852742574,2.197285590187072,2.123031192729419,2.394649236000042,2.0815087248024136,1.6801537628046626,1.7164090655640982,2.4302777619029476,1.9237200202487095,2.318746379011885,2.382247734275846,2.3028279786235806,3.0669610365963242,3.9567979478361033,2.1286732957408003,2.622413010950029,3.9567979478361033,3.9567979478361033,3.9567979478361033
10,vep_vwt-ud-test_Case=Tra,2.772345959351854,2.7306274975932263,2.6686500560570177,2.2713483376231887,2.391940140806737,2.395683295893087,2.392805341195892,3.605551275463989,2.5846222371641736,2.8284271247461903,18.129166187849528,3.605551275463989,2.5248762345905194,2.2241339510311082,2.251938726374177,2.2257476545585058,2.3414753315338324,2.1895857403366765,2.449489742783178,2.235904635669885,2.449489742783178,2.211527513973965,2.312620160777033,2.349726260636639,2.3100906803378556,2.8284271247461903,3.605551275463989,2.5495097567963922,2.5101394383579567,3.605551275463989,3.605551275463989,3.605551275463989
11,fi_tdt-ud-train_Case=Tra,3.283206767233239,3.2243046574637537,3.1398494012245997,2.4078883580598247,2.684952076575816,2.689812634935475,2.665035780947074,4.293306195252593,2.988794366492852,3.3571291193566175,17.099801133548745,4.293306195252593,2.9088132120180075,2.2256530352251596,2.3510719932095374,2.243734741714357,2.611587681809894,2.2630205191244035,1.484924445457352,1.8262377353147394,2.666112106020671,1.9071534203334863,2.494827629106808,2.571707079587192,2.475959813611732,3.3571291193566175,4.293306195252593,2.089236826840541,2.881025010863552,4.293306195252593,4.293306195252593,4.293306195252593
12,fi_tdt-ud-test_Case=Tra,4.5867780473422375,4.524380679045655,4.437090045557274,3.6475830040366986,3.954574179238169,3.9535742282854804,3.9291213186484306,5.606948352043668,4.26857189630125,4.6632137126854385,16.028881723615804,5.606948352043668,4.181620110144168,3.432096839865698,3.582403813167659,3.4521595354978443,3.8926410156938247,3.501061305096733,2.127818933139941,2.847570373812201,3.879852373205689,3.0211115369812815,3.741464256085234,3.82793163802392,3.7177528254533434,4.6632137126854385,5.606948352043668,2.918011805906255,4.148796931199617,5.606948352043668,5.606948352043668,5.606948352043668
13,fi_tdt-ud-dev_Case=Tra,3.6812482400431836,3.6210630979290706,3.5367375035917172,2.7735742803804078,3.0690546029227104,3.0707544572921797,3.043799829301459,4.688197948039311,3.378143434080988,3.7548901448644276,16.80136502391001,4.688197948039311,3.2976051916504505,2.574330132987532,2.7108214672574347,2.5941342895598964,3.013521954676741,2.650455486461579,1.6388613933663418,2.120194872309345,3.0363135542957354,2.2080634368473877,2.8632328834932013,2.945862284248017,2.843428972341878,3.7548901448644276,4.688197948039311,2.323617868755532,3.2677821224800168,4.688197948039311,4.688197948039311,4.688197948039311
14,myv_jr-ud-test_Case=Tra,4.7858258022297795,4.729458606943473,4.648537714338795,4.008838550151703,4.2444346153259795,4.243940184755403,4.233238701116845,5.756060406646084,4.525869992034447,4.856621959706575,16.134250821986647,5.756060406646084,4.421841918297535,3.8500622631133843,3.9564812047084867,3.863812501411653,4.086600008621635,3.7401677477864617,2.6706237857397053,3.2505984648458495,4.128113650815537,3.5613503153967865,4.092154757034009,4.158809862594835,4.073027495260143,4.856621959706575,5.756060406646084,3.2746206644232503,4.404577633806833,5.756060406646084,5.756060406646084,5.756060406646084
15,myv_jr-ud-train_Case=Tra,11.180168710203116,11.121371226570204,11.036294140688184,10.334419232623285,10.600446143690526,10.599609061060912,10.581985665585739,12.167168939404103,10.90068961183674,11.253443917308159,12.10399383123879,12.167168939404103,10.77102594927707,10.14929073135422,10.278480701316889,10.167614172515556,10.451989062165747,10.046179088873254,8.561931246317425,9.345403513872867,10.403845442911962,9.773186157571851,10.429570259277158,10.504926235697548,10.407504916694656,11.253443917308159,12.167168939404103,9.172785836374901,10.771666537727576,12.167168939404103,12.167168939404103,12.167168939404103
16,kpv_ikdp-ud-test_Case=Tra,1.0827689526491961,1.146066921150376,1.2450962012087863,2.068522117325686,1.731320857985841,1.7364217584408124,1.7642602345031582,0.0,1.4021363680319483,1.0,20.728402414722332,0.0,1.541103500742244,2.3139522010695543,2.1435170928508476,2.2829522933712147,1.8503197558178164,2.383275057562597,4.123105625617661,3.336825538583822,2.23606797749979,2.8276189821937745,1.96396624581025,1.8700246112386445,1.9906393640009086,1.0,0.0,3.8078865529319543,1.555892027102138,0.0,0.0,0.0
17,kpv_lattice-ud-test_Case=Tra,1.0827689526491961,1.146066921150376,1.2450962012087863,2.068522117325686,1.731320857985841,1.7364217584408124,1.7642602345031582,0.0,1.4021363680319483,1.0,20.728402414722332,0.0,1.541103500742244,2.3139522010695543,2.1435170928508476,2.2829522933712147,1.8503197558178164,2.383275057562597,4.123105625617661,3.336825538583822,2.23606797749979,2.8276189821937745,1.96396624581025,1.8700246112386445,1.9906393640009086,1.0,0.0,3.8078865529319543,1.555892027102138,0.0,0.0,0.0
18,tpn_tudet-ud-test_Case=Tra,0.38028424295816443,0.33230298109443257,0.2761733951711393,0.7216254663616232,0.3683640115795328,0.3940594667237642,0.4151506223622294,1.4281039179389805,0.2802800313742796,0.4497460373445051,19.43227017646897,1.4281039179389805,0.33489583311429455,0.9776133396764571,0.8000887246495229,0.9439516422219805,0.5150355156896507,1.0611905195133868,2.7493382195346405,2.014662124683678,1.1683587615888809,1.504498614172128,0.637843754574961,0.5362232894144606,0.6575396840359853,0.4497460373445051,1.4281039179389805,2.570845822349744,0.36954007928790106,1.4281039179389805,1.4281039179389805,1.4281039179389805
19,fi_pud-ud-test_Case=Tra,8.379242247610048,8.31907301814701,8.233719195729947,7.499632571239369,7.782428245162637,7.788311354332645,7.765326616408777,9.375984796760866,8.076780587768624,8.453079051715147,13.560191292116343,9.375984796760866,7.989339488001836,7.296926084637199,7.439829135994878,7.316465678318972,7.6782079611501715,7.270791950290943,5.810127000124502,6.56711760725923,7.615773105863908,6.898694288159675,7.588931167968056,7.669115408375613,7.567625214280649,8.453079051715147,9.375984796760866,6.427922045123276,7.963261095350778,9.375984796760866,9.375984796760866,9.375984796760866
20,et_edt-ud-dev_Case=Tra,3.7089802153769407,3.651916184671883,3.570111594164488,2.8828429634502006,3.1316419218426628,3.1375963356399015,3.1159246938801206,4.6850033295982945,3.4185773597117124,3.780834662320167,16.913080337460038,4.6850033295982945,3.311369095896167,2.7229240616071326,2.8391342147435057,2.7344189047947465,3.0853050019486044,2.746503626863267,1.926886753803521,2.2859736689881327,3.1048615571803198,2.4505938469743778,2.9658527333009155,3.0398821512269496,2.9497819097636846,3.780834662320167,4.6850033295982945,2.4816017221621234,3.3168251273800724,4.6850033295982945,4.6850033295982945,4.6850033295982945
21,et_edt-ud-train_Case=Tra,3.363169104015757,3.306914602023041,3.2244305752519193,2.534183418477109,2.7832557187830376,2.790502554885849,2.7683127665481173,4.346730359605627,3.074870583371848,3.4357739953751767,17.144584893400943,4.346730359605627,2.9740297950702654,2.3749435121992777,2.488749493066392,2.387421729611994,2.738230959987219,2.407478177023609,1.729072136993136,1.9994463502503013,2.777592676307192,2.1143498253846578,2.6163460755221575,2.6896119543206503,2.6004657896604133,3.4357739953751767,4.346730359605627,2.254049304639079,2.9751688732244648,4.346730359605627,4.346730359605627,4.346730359605627
22,et_edt-ud-test_Case=Tra,2.6632664160423203,2.6082998541474183,2.5277811596343622,1.881152471845691,2.105193170515326,2.1142806448427494,2.095216328334074,3.641976368707614,2.383249046007103,2.7347240805253215,17.702788939782984,3.641976368707614,2.298513356360106,1.7481724062018287,1.841781768184691,1.7562671235101335,2.0622643626658945,1.7879954953128037,1.6511085849774545,1.6146162089565212,2.166434795461297,1.5844727017627278,1.9528136320677767,2.019631639867845,1.9398322952617006,2.7347240805253215,3.641976368707614,2.003877644108039,2.290740329397412,3.641976368707614,3.641976368707614,3.641976368707614
23,krl_kkpp-ud-test_Case=Tra,0.3591822584394453,0.3245866802189526,0.2969569354582493,0.8220957889714751,0.4785884689893983,0.534510223274363,0.545344948197238,1.3562839573037448,0.19569568263393575,0.41573970964154894,19.511313590445194,1.3562839573037448,0.4631481111259185,1.0684892601771951,0.9115224018487671,1.0317214944321134,0.63280666365802,1.161067440509351,2.858817851170802,2.1140970515281974,1.227262335243029,1.6008135827191021,0.7133247042542443,0.6240031876856571,0.7462613517422721,0.41573970964154894,1.3562839573037448,2.6469176110159105,0.4549426771651269,1.3562839573037448,1.3562839573037448,1.3562839573037448
24,fi_ftb-ud-dev_Case=Tra,1.0827689526491961,1.146066921150376,1.2450962012087863,2.068522117325686,1.731320857985841,1.7364217584408124,1.7642602345031582,0.0,1.4021363680319483,1.0,20.728402414722332,0.0,1.541103500742244,2.3139522010695543,2.1435170928508476,2.2829522933712147,1.8503197558178164,2.383275057562597,4.123105625617661,3.336825538583822,2.23606797749979,2.8276189821937745,1.96396624581025,1.8700246112386445,1.9906393640009086,1.0,0.0,3.8078865529319543,1.555892027102138,0.0,0.0,0.0
