,Treebank,egy_ujaen-ud-test_Case=Lat,mdf_jr-ud-test_Case=Lat,myv_jr-ud-test_Case=Lat,myv_jr-ud-train_Case=Lat,sjo_xdt-ud-test_Case=Lat,eu_bdt-ud-train_Case=Lat,eu_bdt-ud-test_Case=Lat,eu_bdt-ud-dev_Case=Lat,fi_ftb-ud-dev_Case=Lat,fi_ftb-ud-train_Case=Lat,fi_ftb-ud-test_Case=Lat,ab_abnc-ud-test_Case=Lat
0,hu_szeged-ud-dev_Case=Ela,0.10112587531821468,33.7462223625098,8.781640947537559,10.829828593010298,0.2239051970220202,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961
1,hu_szeged-ud-test_Case=Ela,0.16659862556700852,33.68996095853712,8.728213461975717,10.775891834576578,0.21094116115492434,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376
2,hu_szeged-ud-train_Case=Ela,0.27216552697590873,33.61055358320229,8.648367648064063,10.695385548339791,0.23473572328974512,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863
3,fi_ood-ud-test_Case=Ela,1.1201926861291118,32.94125208821133,8.01551294226982,10.051055846138107,0.9724469836927272,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686
4,et_ewt-ud-train_Case=Ela,0.763760760418742,33.204916736566595,8.257946256922999,10.300396881824103,0.6232908502488222,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841
5,et_ewt-ud-test_Case=Ela,0.7754788325534144,33.20323501852795,8.257093607011878,10.299576507102902,0.6376470127287156,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124
6,et_ewt-ud-dev_Case=Ela,0.8063799251291472,33.18293594350812,8.238821991028832,10.280848040258794,0.6681074279366996,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582
7,egy_ujaen-ud-test_Case=Ela,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,olo_kkpp-ud-test_Case=Ela,0.45175395145262554,33.48260793327792,8.528411009337198,10.574087330652132,0.36268028592124824,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483
9,olo_kkpp-ud-train_Case=Ela,0.0,33.81567683782183,8.85045640136127,10.89923797472796,0.2651650429449553,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,mdf_jr-ud-test_Case=Ela,19.8158185969358,14.949916387726054,13.25839824288523,11.447087519197899,19.646551330110498,20.728402414722332,20.728402414722332,20.728402414722332,20.728402414722332,20.728402414722332,20.728402414722332,20.728402414722332
11,mdf_jr-ud-train_Case=Ela,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,vep_vwt-ud-test_Case=Ela,0.6123724356957945,33.38225576560098,8.42755957146424,10.47443759708399,0.5077524002897476,1.541103500742244,1.541103500742244,1.541103500742244,1.541103500742244,1.541103500742244,1.541103500742244,1.541103500742244
13,fi_tdt-ud-train_Case=Ela,1.3773675690615153,32.75693003933563,7.850009636611634,9.880233405067981,1.2274863191509056,2.3139522010695543,2.3139522010695543,2.3139522010695543,2.3139522010695543,2.3139522010695543,2.3139522010695543,2.3139522010695543
14,fi_tdt-ud-test_Case=Ela,1.202592211576206,32.889744458225024,7.969033801004901,10.003457497867489,1.055323882082534,2.1435170928508476,2.1435170928508476,2.1435170928508476,2.1435170928508476,2.1435170928508476,2.1435170928508476,2.1435170928508476
