,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,hu_szeged-ud-dev_Case=Tem,0.1429948630692639,0.0999172625589687,0.12653379971033754
1,hu_szeged-ud-test_Case=Tem,0.2939723678960656,0.10649955403405117,0.28019779169211134
2,hu_szeged-ud-train_Case=Tem,0.2939723678960656,0.10649955403405117,0.28019779169211134
3,fa_seraji-ud-dev_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
4,fa_seraji-ud-test_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
5,fa_seraji-ud-train_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
6,gub_tudet-ud-test_Case=Tem,0.2939723678960656,0.10649955403405117,0.28019779169211134
7,lzh_tuecl-ud-test_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
8,apu_ufpa-ud-test_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
9,egy_ujaen-ud-test_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
10,nyq_aha-ud-test_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
11,mdf_jr-ud-test_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
12,mdf_jr-ud-train_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
13,myv_jr-ud-test_Case=Tem,1.3310165056345489,1.4815252391493388,1.3419139408663128
14,myv_jr-ud-train_Case=Tem,3.3669600165559466,3.475134464493971,3.3760857878486408
15,kfm_aha-ud-test_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
16,soj_aha-ud-test_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
17,he_htb-ud-train_Case=Tem,7.147476460477951,7.294684990562045,7.160028687265795
18,lzh_kyoto-ud-dev_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
19,lzh_kyoto-ud-train_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
20,lzh_kyoto-ud-test_Case=Tem,1.259531560972737,1.08869426309121,1.2452843148017878
21,gu_gujtb-ud-test_Case=Tem,4.072642846246945,4.182057271795148,4.081892224912665
