,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,sah_yktdt-ud-test_Case=Cmp,0.0,20.71231517720798
1,ml_ufal-ud-test_Case=Cmp,1.4142135623730951,19.974984355438178
2,egy_ujaen-ud-test_Case=Cmp,1.0,21.494185260204677
3,mdf_jr-ud-test_Case=Cmp,1.0,21.494185260204677
4,myv_jr-ud-test_Case=Cmp,1.0,21.494185260204677
5,myv_jr-ud-train_Case=Cmp,12.0,14.177446878757825
6,kpv_lattice-ud-test_Case=Cmp,1.0,21.494185260204677
7,sjo_xdt-ud-test_Case=Cmp,9.899494936611665,17.406895185529212
8,koi_uh-ud-train_Case=Cmp,1.0,21.494185260204677
9,gu_gujtb-ud-test_Case=Cmp,0.0,20.71231517720798
