,Treebank,hu_szeged-ud-dev_Case=Ill,hu_szeged-ud-test_Case=Ill,hu_szeged-ud-train_Case=Ill,fi_ood-ud-test_Case=Ill,sms_giellagas-ud-test_Case=Ill,sms_giellagas-ud-train_Case=Ill,et_ewt-ud-train_Case=Ill,et_ewt-ud-test_Case=Ill,et_ewt-ud-dev_Case=Ill,egy_ujaen-ud-test_Case=Ill,si_stb-ud-test_Case=Ill,lt_alksnis-ud-test_Case=Ill,lt_alksnis-ud-dev_Case=Ill,lt_alksnis-ud-train_Case=Ill,olo_kkpp-ud-test_Case=Ill,olo_kkpp-ud-train_Case=Ill,mdf_jr-ud-test_Case=Ill,mdf_jr-ud-train_Case=Ill,vep_vwt-ud-test_Case=Ill,fi_tdt-ud-train_Case=Ill,fi_tdt-ud-test_Case=Ill,fi_tdt-ud-dev_Case=Ill,myv_jr-ud-test_Case=Ill,myv_jr-ud-train_Case=Ill,kpv_ikdp-ud-test_Case=Ill,kpv_lattice-ud-test_Case=Ill,kpv_lattice-ud-train_Case=Ill,fi_pud-ud-test_Case=Ill,et_edt-ud-dev_Case=Ill,et_edt-ud-train_Case=Ill,et_edt-ud-test_Case=Ill,koi_uh-ud-train_Case=Ill,koi_uh-ud-test_Case=Ill,sme_giella-ud-train_Case=Ill,sme_giella-ud-test_Case=Ill,krl_kkpp-ud-test_Case=Ill,fi_ftb-ud-dev_Case=Ill,fi_ftb-ud-train_Case=Ill,fi_ftb-ud-test_Case=Ill
0,hu_szeged-ud-dev_Case=Ter,0.3037029571388466,0.2911400500523622,0.35896799953666897,0.572075795720622,4.781652175855558,0.5211573066470477,5.2872542069444615,4.047139517190498,10.407736913196883,1.469861839480328,1.469861839480328,0.5211573066470477,0.5211573066470477,0.5211573066470477,0.5609533956618942,1.469861839480328,7.429114605870641,1.469861839480328,0.4370919613949099,0.6379262385106137,0.6420145615708374,0.585009068079388,0.45431753726895013,0.35237687879649915,1.0167729149096307,8.15859698180479,1.469861839480328,0.6560997747558058,3.1120220564641525,3.044923142607955,4.062549798140277,1.469861839480328,29.971179572020045,0.4087523547207824,0.3534083227350258,0.2886751345948128,1.469861839480328,1.469861839480328,1.469861839480328
1,hu_szeged-ud-test_Case=Ter,0.29998469504883835,0.4054775835476301,0.18215107011950007,0.910981887855077,5.1830683509736,0.0,5.685122712147314,4.46031389029965,10.826351026232702,1.0,1.0,0.0,0.0,0.0,0.8821034570138243,1.0,7.812249995999872,1.0,0.6892024376045112,0.9932698373077208,0.9976633700596244,0.937133260184627,0.7407042850873679,0.5348404942548599,1.3686976778431874,8.548033548777191,1.0,1.017191707411669,3.497974794706087,3.4326230484631535,4.458319738792651,1.0,30.364452901377952,0.1725285923127573,0.22925506622611905,0.3808697000222803,1.0,1.0,1.0
2,hu_szeged-ud-train_Case=Ter,0.1963130078765142,0.2896185709476544,0.07349309197401645,0.7963627035186641,5.068017302921927,0.15590239111558088,5.570261812804315,4.340741744090391,10.706648880341298,1.1288514320120056,1.1288514320120056,0.15590239111558088,0.15590239111558088,0.15590239111558088,0.7707650297580722,1.1288514320120056,7.703038722189806,1.1288514320120056,0.5839282680451617,0.8773953081693281,0.8813007699136163,0.8204510138931594,0.6325616063689535,0.4339287754353332,1.258471294865322,8.437323106401344,1.1288514320120056,0.9023376770104176,3.385340462250654,3.31943250043075,4.343591129777178,1.1288514320120056,30.25350071571149,0.12689383917439656,0.13788473909927912,0.27074428735580464,1.1288514320120056,1.1288514320120056,1.1288514320120056
3,et_ewt-ud-train_Case=Ter,0.32167633694195324,0.3317487483773646,0.3794895857319569,0.5177721506608869,4.77217371596096,0.51478150704935,5.266503843162875,4.018382759270201,10.382003065609306,1.4713938969562161,1.4713938969562161,0.51478150704935,0.51478150704935,0.51478150704935,0.5269932575385802,1.4713938969562161,7.41341689101591,1.4713938969562161,0.360555127546399,0.5574817411524509,0.5630914773559912,0.5095047143692362,0.4348018790349949,0.32878048575897795,1.0041580220928046,8.152450489245048,1.4713938969562161,0.5794457705425207,3.0836927534584935,3.0157826543034734,4.035167747285094,1.4713938969562161,29.966064139289298,0.3642194440372756,0.3178505305493565,0.23642136478836898,1.4713938969562161,1.4713938969562161,1.4713938969562161
4,et_ewt-ud-test_Case=Ter,0.2804053867169962,0.33465312776203915,0.2735793833832251,0.7175569663796736,4.954266150139671,0.3535533905932738,5.4398196616513195,4.209441768215829,10.554166575280373,1.2747548783981961,1.2747548783981961,0.3535533905932738,0.3535533905932738,0.3535533905932738,0.6928416744096855,1.2747548783981961,7.597285699511372,1.2747548783981961,0.5244044240850758,0.7992879265019287,0.8014210963198053,0.7476415426286372,0.5739168431618132,0.4056790369927267,1.1683321445547923,8.329012485258492,1.2747548783981961,0.8277494582936904,3.2565127488537047,3.1906469621168725,4.212194054020999,1.2747548783981961,30.14340723939482,0.28359405421743944,0.2762575174884017,0.3105649968749708,1.2747548783981961,1.2747548783981961,1.2747548783981961
5,et_ewt-ud-dev_Case=Ter,0.2467790675333616,0.32011964464658776,0.21566721048646303,0.7350428558934508,5.003307547987939,0.282842712474619,5.50853729079069,4.271580503747998,10.641683706010316,1.2165525060596438,1.2165525060596438,0.282842712474619,0.282842712474619,0.282842712474619,0.7208640443344371,1.2165525060596438,7.62962974199928,1.2165525060596438,0.5244044240850759,0.7880008395577041,0.7954237682635601,0.7396410761716088,0.5915693647888003,0.4109394793679885,1.2083045973594573,8.372933799341975,1.2165525060596438,0.8064522578162148,3.319010042828899,3.252827756617943,4.276580995817816,1.2165525060596438,30.187414596152482,0.15618710743058128,0.18718232884895253,0.27397395568751015,1.2165525060596438,1.2165525060596438,1.2165525060596438
6,olo_kkpp-ud-test_Case=Ter,1.2427937366309019,1.2061238126348335,1.3037813003001484,0.9538804956597028,4.3688007225194445,1.4142135623730951,4.897380633188779,3.6843452606942257,9.938079899999066,2.23606797749979,2.23606797749979,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.924678098474716,2.23606797749979,7.020060541049486,2.23606797749979,1.08397416943394,0.8778839583842297,0.8701078587463417,0.8991842615362227,1.082401800450701,1.1463958166267398,1.186029791643813,7.736574942229583,2.23606797749979,0.8582772011074232,2.7684651149997395,2.7125161308526944,3.6959095529285686,2.23606797749979,29.49576240750525,1.2717295668437556,1.247673882388864,1.1693091766582882,2.23606797749979,2.23606797749979,2.23606797749979
7,vep_vwt-ud-test_Case=Ter,0.29998469504883835,0.4054775835476301,0.18215107011950007,0.910981887855077,5.1830683509736,0.0,5.685122712147314,4.46031389029965,10.826351026232702,1.0,1.0,0.0,0.0,0.0,0.8821034570138243,1.0,7.812249995999872,1.0,0.6892024376045112,0.9932698373077208,0.9976633700596244,0.937133260184627,0.7407042850873679,0.5348404942548599,1.3686976778431874,8.548033548777191,1.0,1.017191707411669,3.497974794706087,3.4326230484631535,4.458319738792651,1.0,30.364452901377952,0.1725285923127573,0.22925506622611905,0.3808697000222803,1.0,1.0,1.0
8,kpv_ikdp-ud-test_Case=Ter,1.2427937366309019,1.2061238126348335,1.3037813003001484,1.0685915964483343,4.394159985174486,1.4142135623730951,4.919016817095007,3.6951860575619193,9.960415480451097,2.23606797749979,2.23606797749979,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0782958283750912,2.23606797749979,7.020060541049486,2.23606797749979,1.1291589790636214,1.0620547565243055,1.064548371114007,1.062586385892291,1.0824018004507012,1.1463958166267398,1.1860297916438132,7.741189857390353,2.23606797749979,1.0661330845353183,2.8322326793738855,2.768058213957817,3.728365765164456,2.23606797749979,29.49576240750525,1.3162081920629696,1.2835884105523825,1.2044157438154888,2.23606797749979,2.23606797749979,2.23606797749979
9,kpv_lattice-ud-test_Case=Ter,2.2446962365775356,2.1786174257414914,2.339099747579338,1.7669096277549288,2.9094852741236985,2.4907993963089563,3.896745569250846,2.6546286107899326,8.793106395388653,3.431546328418375,3.431546328418375,2.4907993963089563,2.4907993963089563,2.4907993963089563,1.801644916531852,3.431546328418375,5.5084003567093704,3.431546328418375,1.9695384313724524,1.6910086470240064,1.6906119811113283,1.7331053884325542,1.7783589446941297,1.9749933578642243,1.3242376834152056,6.36135494487565,3.431546328418375,1.677531144967553,2.0289849790847327,1.9684646924544076,2.76966748396705,3.431546328418375,28.07497251347992,2.352216566031328,2.300960651436736,2.1730529754389316,3.431546328418375,3.431546328418375,3.431546328418375
10,et_edt-ud-dev_Case=Ter,0.1825324264700445,0.2844546574920705,0.1056176856106867,0.7562306228940376,5.03307437822248,0.18311646218632124,5.5377026143038375,4.304948640984504,10.673108394804979,1.1658100334413286,1.1658100334413286,0.18311646218632124,0.18311646218632124,0.18311646218632124,0.7346591149779096,1.1658100334413286,7.666425762003114,1.1658100334413286,0.5427505415488237,0.8278052168541905,0.8333871697846559,0.7741420837563584,0.5957799401283083,0.3988585238800937,1.2256483220182983,8.403512389794226,1.1658100334413286,0.8507891415023238,3.3503824430413744,3.2841838664375413,4.3086739966124386,1.1658100334413286,30.21913834536647,0.07123598106510609,0.09893124243327166,0.23769800980000272,1.1658100334413286,1.1658100334413286,1.1658100334413286
11,et_edt-ud-train_Case=Ter,0.17042270606602833,0.2641836663732145,0.14898916069389329,0.6943216788267502,4.974848444289217,0.25719503542143074,5.475522895066315,4.239027232189266,10.607349697873943,1.2325679372360732,1.2325679372360732,0.25719503542143074,0.25719503542143074,0.25719503542143074,0.6779678535932113,1.2325679372360732,7.609469994056915,1.2325679372360732,0.48510209598288123,0.7614507207716893,0.7666630160779038,0.7072175258883514,0.5473600181691328,0.3598544452172833,1.171257904616097,8.34722549072298,1.2325679372360732,0.7847114740379506,3.289178857214026,3.222693623835761,4.245957404833372,1.2325679372360732,30.1632258651771,0.11796178333953201,0.09081231098725245,0.1876038192404493,1.2325679372360732,1.2325679372360732,1.2325679372360732
12,et_edt-ud-test_Case=Ter,0.21356232271516573,0.28797943136966686,0.20526890027708747,0.6856989590649966,4.960738473016195,0.30267496697538676,5.461121197521506,4.222548350777991,10.591228323718203,1.2567485880964147,1.2567485880964147,0.30267496697538676,0.30267496697538676,0.30267496697538676,0.6732074907188331,1.2567485880964147,7.592177212009766,1.2567485880964147,0.4770615740024018,0.7421299816691033,0.74812224937407,0.6910910697303222,0.5484439435950276,0.3704042339444918,1.1641260118242824,8.33291624648745,1.2567485880964147,0.7630499290434881,3.273609974063165,3.2071009351310007,4.22987279421869,1.2567485880964147,30.14831471953808,0.16064223656707463,0.1510745455153451,0.21673017097220917,1.2567485880964147,1.2567485880964147,1.2567485880964147
13,ab_abnc-ud-test_Case=Ter,0.29998469504883835,0.4054775835476301,0.18215107011950007,0.910981887855077,5.1830683509736,0.0,5.685122712147314,4.46031389029965,10.826351026232702,1.0,1.0,0.0,0.0,0.0,0.8821034570138243,1.0,7.812249995999872,1.0,0.6892024376045112,0.9932698373077208,0.9976633700596244,0.937133260184627,0.7407042850873679,0.5348404942548599,1.3686976778431874,8.548033548777191,1.0,1.017191707411669,3.497974794706087,3.4326230484631535,4.458319738792651,1.0,30.364452901377952,0.1725285923127573,0.22925506622611905,0.3808697000222803,1.0,1.0,1.0
14,gu_gujtb-ud-test_Case=Ter,0.29998469504883835,0.4054775835476301,0.18215107011950007,0.910981887855077,5.1830683509736,0.0,5.685122712147314,4.46031389029965,10.826351026232702,1.0,1.0,0.0,0.0,0.0,0.8821034570138243,1.0,7.812249995999872,1.0,0.6892024376045112,0.9932698373077208,0.9976633700596244,0.937133260184627,0.7407042850873679,0.5348404942548599,1.3686976778431874,8.548033548777191,1.0,1.017191707411669,3.497974794706087,3.4326230484631535,4.458319738792651,1.0,30.364452901377952,0.1725285923127573,0.22925506622611905,0.3808697000222803,1.0,1.0,1.0
