,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,hu_szeged-ud-dev_Case=All,0.3201992971410781,1.2395522796722145,1.29172958692549,1.29172958692549,1.29172958692549,11.766144238084074,1.29172958692549,9.702590552988736,1.29172958692549,0.3201992971410781
1,hu_szeged-ud-test_Case=All,0.2525381361380526,1.2787509849977257,1.2216165268919335,1.2216165268919335,1.2216165268919335,11.81673407002259,1.2216165268919335,9.750065410560284,1.2216165268919335,0.2525381361380526
2,hu_szeged-ud-train_Case=All,0.2554424522554568,1.2685071917561557,1.2334468765583195,1.2334468765583195,1.2334468765583195,11.81117468068449,1.2334468765583195,9.74023964747654,1.2334468765583195,0.2554424522554568
3,fi_ood-ud-test_Case=All,0.5188594036020282,1.1500653004112722,1.4885496183206106,1.4885496183206106,1.4885496183206106,11.568338990066948,1.4885496183206106,9.573048672300427,1.4885496183206106,0.5188594036020282
4,ess_sli-ud-test_Case=All,40.66939881532551,39.89987468652001,41.43669871020132,41.43669871020132,41.43669871020132,34.322004603461025,41.43669871020132,36.30426972134269,41.43669871020132,40.66939881532551
5,hit_hittb-ud-test_Case=All,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
6,et_ewt-ud-train_Case=All,0.4135739305083116,1.183854782478026,1.3930450983353315,1.3930450983353315,1.3930450983353315,11.650473955852444,1.3930450983353315,9.632462024113881,1.3930450983353315,0.4135739305083116
7,et_ewt-ud-test_Case=All,0.48805270012001417,1.1572004447316364,1.4619432297123496,1.4619432297123496,1.4619432297123496,11.590079316267014,1.4619432297123496,9.588775597355642,1.4619432297123496,0.48805270012001417
8,et_ewt-ud-dev_Case=All,0.41099049492265494,1.1881210517109402,1.3878741802897074,1.3878741802897074,1.3878741802897074,11.662485729084153,1.3878741802897074,9.636801456558622,1.3878741802897074,0.41099049492265494
9,ml_ufal-ud-test_Case=All,3.7416573867739413,3.1622776601683795,4.58257569495584,4.58257569495584,4.58257569495584,9.486832980505138,4.58257569495584,8.366600265340756,4.58257569495584,3.7416573867739413
10,egy_ujaen-ud-test_Case=All,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
11,olo_kkpp-ud-test_Case=All,0.385694607919935,1.2662171161076472,1.3016200966614866,1.3016200966614866,1.3016200966614866,11.730443545967217,1.3016200966614866,9.712393037372237,1.3016200966614866,0.385694607919935
12,olo_kkpp-ud-train_Case=All,0.7071067811865476,1.224744871391589,1.5811388300841898,1.5811388300841898,1.5811388300841898,11.597413504743201,1.5811388300841898,9.565563234854496,1.5811388300841898,0.7071067811865476
