,Treebank,hu_szeged-ud-dev_Case=Tra,hu_szeged-ud-test_Case=Tra,hu_szeged-ud-train_Case=Tra,fi_ood-ud-test_Case=Tra,et_ewt-ud-train_Case=Tra,et_ewt-ud-test_Case=Tra,et_ewt-ud-dev_Case=Tra,gub_tudet-ud-test_Case=Tra,olo_kkpp-ud-test_Case=Tra,mdf_jr-ud-test_Case=Tra,vep_vwt-ud-test_Case=Tra,fi_tdt-ud-train_Case=Tra,fi_tdt-ud-test_Case=Tra,fi_tdt-ud-dev_Case=Tra,myv_jr-ud-test_Case=Tra,myv_jr-ud-train_Case=Tra,kpv_ikdp-ud-test_Case=Tra,kpv_lattice-ud-test_Case=Tra,tpn_tudet-ud-test_Case=Tra,fi_pud-ud-test_Case=Tra,et_edt-ud-dev_Case=Tra,et_edt-ud-train_Case=Tra,et_edt-ud-test_Case=Tra,krl_kkpp-ud-test_Case=Tra,fi_ftb-ud-dev_Case=Tra,fi_ftb-ud-train_Case=Tra,fi_ftb-ud-test_Case=Tra,eme_tudet-ud-test_Case=Tra,aqz_tudet-ud-test_Case=Tra
0,sl_ssj-ud-test_Case=Dat,1.8467654450628552,2.133847089283839,2.175497582480928,1.189388150793922,1.8868310273736442,1.804207405110769,3.050914752742637,3.237354116223063,1.4938539215881974,1.7603811773743052,2.168751543298637,1.7186965376147145,2.7660509104298305,2.025543665649375,3.250779221117441,9.3870966744774,3.237354116223063,3.237354116223063,1.8934163017482526,6.538792322401798,2.195041475873886,1.8939459228263624,1.4652570252802442,1.9465848214166446,3.237354116223063,3.237354116223063,3.237354116223063,1.2750064823135272,3.237354116223063
1,sl_ssj-ud-dev_Case=Dat,2.305639222042821,2.6000801269704494,2.642102487708521,1.308766883640512,1.8561635085631714,1.7595423351044852,2.893029217888329,3.702382866329317,1.9553222617748438,1.7551511489201026,2.3038313499231857,1.5736870238255967,2.440049598821185,1.8043019579758695,3.027228553989604,9.027235026419895,3.702382866329317,3.702382866329317,2.35292732062494,6.176696389076306,2.040592144294692,1.7821621163792463,1.5264387367959769,2.4173211118973605,3.702382866329317,3.702382866329317,3.702382866329317,1.616108150946451,3.702382866329317
2,sl_ssj-ud-train_Case=Dat,1.7182374819543644,2.008029944758166,2.0499165660105665,1.1735099488314076,1.8928238366094283,1.8207599610309253,3.0869901655868914,3.1179361720571244,1.3851017851393181,1.7639601392491915,2.1344966271624175,1.7554870291673828,2.840784701586501,2.0787175386823584,3.298015857786682,9.468570176533792,3.1179361720571244,3.1179361720571244,1.7659332144018665,6.628490876902215,2.2394323023507745,1.9278733424617798,1.459457271414462,1.8286707088673901,3.1179361720571244,3.1179361720571244,3.1179361720571244,1.1631687307250784,3.1179361720571244
3,xcl_caval-ud-train_Case=Dat,0.4022333638726973,0.16556584606348024,0.17358158860096465,2.2904987790760036,3.0029442772175394,2.992682072556717,4.287359490552964,1.239102502759832,0.8136761578765224,2.863343521734127,2.668049123134128,3.137353699166722,4.43474784227632,3.5341202757485197,4.648724203513762,11.037193559914238,1.239102502759832,1.239102502759832,0.2537837669655894,8.233605765473264,3.568432994883835,3.2220230597207538,2.5252220831058163,0.2776750032095208,1.239102502759832,1.239102502759832,1.239102502759832,1.364859582159405,1.239102502759832
4,xcl_caval-ud-dev_Case=Dat,0.45768485372668033,0.13713181788243162,0.12147370132428478,2.355634100363361,3.065731398878423,3.054688245782935,4.3476511513720215,1.1651494545412489,0.8708709418115701,2.9266796350472624,2.7164889806241717,3.2036929590950134,4.504814399384244,3.6016046229581367,4.712556005292326,11.103063002344284,1.1651494545412489,1.1651494545412489,0.3028119935168938,8.299415673657094,3.6325155706085406,3.2862921765239244,2.5879693571823874,0.29729408349875125,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.4183837216538238,1.1651494545412489
5,xcl_caval-ud-test_Case=Dat,0.403742388028058,0.16857144399981602,0.17169652899466767,2.306164684623182,3.015480950671034,3.007735948452216,4.299457123231311,1.2227021265001647,0.8277317876302085,2.8762019433379318,2.681057589287988,3.1523025908439863,4.4467192455915825,3.547993784674463,4.663844370940011,11.051739278693079,1.2227021265001647,1.2227021265001647,0.278251607255646,8.247136018967465,3.580923702661467,3.235555150174179,2.5386197761827685,0.2835158733585771,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.3829407950535237,1.2227021265001647
6,hu_szeged-ud-dev_Case=Dat,2.032158548771955,2.250177619595371,2.2861142507204093,1.899900823878996,2.4531113105688487,2.4178756065975753,3.5299077501387766,3.1993621813334823,1.889606373004166,2.361754147463538,2.53691118633407,2.4088516637001804,3.421192397483862,2.708342365238734,3.7182378392793103,9.773516902991533,3.1993621813334823,3.1993621813334823,2.0811566786928792,7.01683107729885,2.816875033668415,2.5428121567651,2.1192737625225346,2.146801777882573,3.1993621813334823,3.1993621813334823,3.1993621813334823,1.8365895634272227,3.1993621813334823
7,hu_szeged-ud-test_Case=Dat,4.973334507395313,5.226746363754454,5.263539586589222,3.919585287592631,3.932776969760369,3.897932471326358,4.152064122769762,6.174337938564088,4.735881272643079,3.9564755755080605,4.421653583012046,3.7102987786937187,3.6652346685721797,3.6767909699539207,3.9847279716345927,8.28024449998862,6.174337938564088,6.174337938564088,5.035996954744637,5.87248544853269,3.817970662948283,3.8107694220437835,3.9691987868240783,5.10306968713895,6.174337938564088,6.174337938564088,6.174337938564088,4.478474594533004,6.174337938564088
8,hu_szeged-ud-train_Case=Dat,1.8713399651870108,2.0867658797130773,2.1205269849444384,1.8171076891054663,2.406761309311748,2.3746643156970415,3.524897776778029,3.045362818101901,1.7257799183356528,2.3101373755423182,2.4689397046720525,2.3782170733609496,3.4327151189388445,2.694280790784776,3.7321834589906615,9.836155192939557,3.045362818101901,3.045362818101901,1.9122601157071104,7.069796807664967,2.796586041878071,2.510436548749691,2.0505480145733475,1.9807232709898845,3.045362818101901,3.045362818101901,3.045362818101901,1.6933543573605132,3.045362818101901
9,xav_xdt-ud-test_Case=Dat,0.41079191812887456,0.2581988897471611,0.27459060435491955,2.2428178407586308,2.960126169401485,2.9462878754286654,4.245401924435424,1.3133925536563698,0.7669845540312067,2.8029002836347923,2.6315394733881536,3.0836389927398526,4.381932377495886,3.479109081359767,4.598710742791698,10.983851783413684,1.3133925536563698,1.3133925536563698,0.24930948445118867,8.179658805953839,3.5218385975847926,3.1748376040352375,2.4801119048157374,0.3127930724502055,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.328533025558642,1.3133925536563698
