,Treebank,hu_szeged-ud-dev_Case=Ter,hu_szeged-ud-test_Case=Ter,hu_szeged-ud-train_Case=Ter,et_ewt-ud-train_Case=Ter,et_ewt-ud-test_Case=Ter,et_ewt-ud-dev_Case=Ter,olo_kkpp-ud-test_Case=Ter,vep_vwt-ud-test_Case=Ter,kpv_ikdp-ud-test_Case=Ter,kpv_lattice-ud-test_Case=Ter,et_edt-ud-dev_Case=Ter,et_edt-ud-train_Case=Ter,et_edt-ud-test_Case=Ter,ab_abnc-ud-test_Case=Ter,gu_gujtb-ud-test_Case=Ter
0,hu_szeged-ud-dev_Case=Abs,0.3288650625474688,0.31491832864888675,0.20036410841573019,0.34455624833176773,0.29632738205466586,0.2647312687011098,1.2464826546183716,0.31491832864888675,1.2464826546183716,2.248666702652668,0.20954776648395543,0.20434550479695776,0.24030812582860356,0.31491832864888675,0.31491832864888675
1,hu_szeged-ud-test_Case=Abs,0.46374905867523203,0.1087856586440842,0.13003501778910767,0.45563532599641354,0.3136443544288479,0.24711351391090788,1.3630803958976423,0.1087856586440842,1.3630803958976423,2.4216249917217443,0.1425525711136783,0.2076817908724416,0.25675475263873926,0.1087856586440842,0.1087856586440842
2,hu_szeged-ud-train_Case=Abs,0.41234333873774165,0.16317848796612638,0.1116746883986176,0.40583758082739735,0.3064880278944082,0.24591334404839663,1.340096260783411,0.16317848796612638,1.3400962607834113,2.381232725112859,0.1312442276173501,0.16448652862903965,0.22516025556208938,0.16317848796612638,0.16317848796612638
3,ess_sli-ud-test_Case=Abs,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
4,hit_hittb-ud-test_Case=Abs,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
5,mr_ufal-ud-dev_Case=Abs,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
6,mr_ufal-ud-test_Case=Abs,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
7,mr_ufal-ud-train_Case=Abs,85.89169177545278,86.27861844049197,86.16954782417174,85.87586971903107,86.0617510860661,86.10505211658605,85.24083528450434,86.27861844049197,85.41662601625049,84.24405750253128,86.13691668129091,86.0811771638121,86.06630400630878,86.27861844049197,86.27861844049197
8,wbp_ufal-ud-test_Case=Abs,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
9,nhi_itml-ud-test_Case=Abs,20.416647770210453,20.811914915959456,20.699859470507654,20.375931395813872,20.588149833830304,20.60189371614556,19.956124713487007,20.811914915959456,19.956124713487007,18.809577389247913,20.65519388353102,20.59169360006232,20.565574676124196,20.811914915959456,20.811914915959456
10,azz_itml-ud-test_Case=Abs,6.248696513103736,6.669999167083074,6.548756394725667,6.194896773292194,6.392673137371396,6.460527277120089,5.840200040061686,6.669999167083074,5.840200040061686,4.676374741787017,6.505959933652224,6.435229679838722,6.411065073755151,6.669999167083074,6.669999167083074
11,eu_bdt-ud-train_Case=Abs,39.38485332295976,39.805698165950666,39.68647617706892,39.369226290867616,39.55920436857128,39.61624160845521,38.795611167950774,39.805698165950666,38.88628603396401,37.6781424994577,39.650354747241536,39.587924829829504,39.57121562574019,39.805698165950666,39.805698165950666
12,eu_bdt-ud-test_Case=Abs,39.296221080967484,39.7164186927589,39.597409629554235,39.2798302901716,39.46952102069019,39.52677853646609,38.70611249593221,39.7164186927589,38.797706706024016,37.59112263428278,39.561271431414475,39.49878622630141,39.48192539516793,39.7164186927589,39.7164186927589
13,eu_bdt-ud-dev_Case=Abs,30.68630802717065,31.107078923747277,30.98780776275064,30.670289589700133,30.860015822412446,30.917870350241287,30.097781415326345,31.107078923747277,30.191532257204294,28.984785575162743,30.951780365494667,30.88927293475656,30.872657392670494,31.107078923747277,31.107078923747277
14,gu_gujtb-ud-test_Case=Abs,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
