,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
0,xcl_caval-ud-train_Case=Abl,10.164449648860487,8.077606461507152
1,xcl_caval-ud-dev_Case=Abl,10.536946638208953,8.462940594208515
2,xcl_caval-ud-test_Case=Abl,10.294017147240742,8.210446687396098
3,hu_szeged-ud-dev_Case=Abl,10.871886527492212,8.813249456876337
4,hu_szeged-ud-test_Case=Abl,10.898621870570881,8.83785654874378
5,hu_szeged-ud-train_Case=Abl,10.78278368679819,8.72432174661825
6,tr_pud-ud-test_Case=Abl,10.513457391340046,8.462678075150816
7,fi_ood-ud-test_Case=Abl,10.202936513318589,8.149023566489662
8,sah_yktdt-ud-test_Case=Abl,10.667875675530317,8.61581010515363
9,sa_vedic-ud-test_Case=Abl,7.951687885670607,6.041483469478598
10,sa_vedic-ud-train_Case=Abl,7.187895396893753,5.420224362351265
11,sa_vedic-ud-dev_Case=Abl,6.321532793516469,5.202957778591319
12,la_circse-ud-test_Case=Abl,9.309301072529319,7.286233433675109
13,tr_atis-ud-dev_Case=Abl,10.474112432564393,10.94803232721164
14,tr_atis-ud-train_Case=Abl,8.993120315983296,9.235176566906027
15,tr_atis-ud-test_Case=Abl,14.948174358986675,15.709469026164493
16,hi_pud-ud-test_Case=Abl,11.973930014828047,9.907268912419791
17,la_perseus-ud-test_Case=Abl,10.033556444481297,7.974813466324739
18,la_perseus-ud-train_Case=Abl,9.839463656324932,7.788871284245149
19,tr_kenet-ud-dev_Case=Abl,10.464438479954339,8.39408727048686
20,tr_kenet-ud-test_Case=Abl,10.156942278771384,8.076288366591648
21,tr_kenet-ud-train_Case=Abl,10.41712373451096,8.336571041301188
22,ess_sli-ud-test_Case=Abl,109.85615594949607,111.13370965894406
23,ky_tuecl-ud-test_Case=Abl,11.062323444918793,9.000443983578798
24,hit_hittb-ud-test_Case=Abl,10.99310569316356,8.931843446009957
25,sa_ufal-ud-test_Case=Abl,9.613314533839544,7.510007719333022
26,et_ewt-ud-train_Case=Abl,10.784771499493917,8.718695936810148
27,et_ewt-ud-test_Case=Abl,10.74375420595007,8.667903702349237
28,et_ewt-ud-dev_Case=Abl,10.882784570136451,8.820809375160911
29,gub_tudet-ud-test_Case=Abl,11.062323444918793,9.000443983578798
30,ml_ufal-ud-test_Case=Abl,11.973930014828047,9.907268912419791
31,egy_ujaen-ud-test_Case=Abl,11.973930014828047,9.907268912419791
32,sq_tsa-ud-test_Case=Abl,9.622745046098967,7.458175025279548
33,mr_ufal-ud-train_Case=Abl,11.062323444918793,9.000443983578798
34,si_stb-ud-test_Case=Abl,10.394309340531803,8.358495055337668
35,olo_kkpp-ud-test_Case=Abl,11.973930014828047,9.907268912419791
36,olo_kkpp-ud-train_Case=Abl,11.062323444918793,9.000443983578798
37,hy_bsut-ud-train_Case=Abl,10.506917465270245,8.456045196988802
38,hy_bsut-ud-test_Case=Abl,10.561655042295078,8.509690051669615
39,hy_bsut-ud-dev_Case=Abl,10.562985416048532,8.51208524779744
40,mdf_jr-ud-test_Case=Abl,7.7158773521621935,5.714957277725959
41,mdf_jr-ud-train_Case=Abl,11.973930014828047,9.907268912419791
