,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,fi_ood-ud-test_Case=Abe,5.456901847914968,5.295805468062016
1,sms_giellagas-ud-test_Case=Abe,0.4714045207910316,0.5385164807134505
2,sms_giellagas-ud-train_Case=Abe,1.3743685418725535,1.5132745950421556
3,et_ewt-ud-train_Case=Abe,3.5564766380643507,3.3996431718851206
4,et_ewt-ud-test_Case=Abe,9.521904571390467,9.378521560814725
5,et_ewt-ud-dev_Case=Abe,1.3743685418725535,1.5132745950421556
6,gub_tudet-ud-test_Case=Abe,1.2472191289246473,1.044030650891055
7,olo_kkpp-ud-test_Case=Abe,1.3743685418725535,1.5132745950421556
8,olo_kkpp-ud-train_Case=Abe,1.3743685418725535,1.5132745950421556
9,mdf_jr-ud-test_Case=Abe,0.6236095644623235,0.5385164807134505
10,fi_tdt-ud-train_Case=Abe,10.850627222013992,10.695196221772756
11,fi_tdt-ud-test_Case=Abe,7.84573486395988,7.7
12,fi_tdt-ud-dev_Case=Abe,2.211083193570267,2.071231517720798
13,myv_jr-ud-test_Case=Abe,0.5497474167490215,0.36055512754639896
14,myv_jr-ud-train_Case=Abe,0.6098213559459855,0.46969377779353133
15,kpv_ikdp-ud-test_Case=Abe,0.4714045207910316,0.5385164807134505
16,kpv_lattice-ud-test_Case=Abe,1.452966314513558,1.2827920936595905
17,fi_pud-ud-test_Case=Abe,1.247219128924647,1.1357816691600546
18,et_edt-ud-dev_Case=Abe,2.604601815495787,2.444924195345871
19,et_edt-ud-train_Case=Abe,3.5960747910274327,3.4354856983359823
20,et_edt-ud-test_Case=Abe,3.1512784001981733,3.0066592756745814
21,koi_uh-ud-test_Case=Abe,1.0274023338281628,0.8888194417315589
22,sme_giella-ud-train_Case=Abe,1.3743685418725535,1.5132745950421556
23,sme_giella-ud-test_Case=Abe,1.3743685418725535,1.5132745950421556
24,arr_tudet-ud-test_Case=Abe,0.4714045207910316,0.5385164807134505
25,krl_kkpp-ud-test_Case=Abe,1.247219128924647,1.1357816691600546
26,fi_ftb-ud-dev_Case=Abe,1.3743685418725535,1.5132745950421556
27,fi_ftb-ud-train_Case=Abe,1.3743685418725535,1.5132745950421556
28,fi_ftb-ud-test_Case=Abe,1.3743685418725535,1.5132745950421556
29,ab_abnc-ud-test_Case=Abe,0.4714045207910316,0.5385164807134505
