,Treebank,ml_ufal-ud-test_Case=Ben,egy_ujaen-ud-test_Case=Ben,si_stb-ud-test_Case=Ben,ta_mwtt-ud-test_Case=Ben,eu_bdt-ud-train_Case=Ben,eu_bdt-ud-test_Case=Ben,eu_bdt-ud-dev_Case=Ben,am_att-ud-test_Case=Ben,ab_abnc-ud-test_Case=Ben
0,hu_szeged-ud-dev_Case=Ela,0.10112587531821468,1.0827689526491961,1.0827689526491961,0.10112587531821468,0.20616405553149428,0.52184468131904,0.38040365918506003,1.0827689526491961,0.10112587531821468
1,hu_szeged-ud-test_Case=Ela,0.16659862556700852,1.146066921150376,1.146066921150376,0.16659862556700852,0.17370620978164386,0.48293112777585084,0.3229165864637977,1.146066921150376,0.16659862556700852
2,hu_szeged-ud-train_Case=Ela,0.27216552697590873,1.2450962012087863,1.2450962012087863,0.27216552697590873,0.15552315827194782,0.4039050999999832,0.2623001653828192,1.2450962012087863,0.27216552697590873
3,fi_ood-ud-test_Case=Ela,1.1201926861291118,2.068522117325686,2.068522117325686,1.1201926861291118,0.8779275141063713,0.6051458559256387,0.7067028828484627,2.068522117325686,1.1201926861291118
4,et_ewt-ud-train_Case=Ela,0.763760760418742,1.731320857985841,1.731320857985841,0.763760760418742,0.5129686904426931,0.27743576537034803,0.34942472722845513,1.731320857985841,0.763760760418742
5,et_ewt-ud-test_Case=Ela,0.7754788325534144,1.7364217584408124,1.7364217584408124,0.7754788325534144,0.5349407854533975,0.32170791890372047,0.3695484858342179,1.7364217584408124,0.7754788325534144
6,et_ewt-ud-dev_Case=Ela,0.8063799251291472,1.7642602345031582,1.7642602345031582,0.8063799251291472,0.5644013453914641,0.32989516789947043,0.4026150327057061,1.7642602345031582,0.8063799251291472
7,egy_ujaen-ud-test_Case=Ela,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
8,olo_kkpp-ud-test_Case=Ela,0.45175395145262554,1.4021363680319483,1.4021363680319483,0.45175395145262554,0.23328473740792172,0.3365303975732411,0.11804654064820998,1.4021363680319483,0.45175395145262554
9,olo_kkpp-ud-train_Case=Ela,0.0,1.0,1.0,0.0,0.28037336083580466,0.6034878050666787,0.4556450995538138,1.0,0.0
10,mdf_jr-ud-test_Case=Ela,19.8158185969358,20.728402414722332,20.728402414722332,19.8158185969358,19.58279899883757,19.311130290234686,19.439492970922657,20.728402414722332,19.8158185969358
11,mdf_jr-ud-train_Case=Ela,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
12,vep_vwt-ud-test_Case=Ela,0.6123724356957945,1.541103500742244,1.541103500742244,0.6123724356957945,0.4286816436763936,0.42853468390393096,0.3347001963747365,1.541103500742244,0.6123724356957945
13,fi_tdt-ud-train_Case=Ela,1.3773675690615153,2.3139522010695543,2.3139522010695543,1.3773675690615153,1.1339692417517915,0.8552309095068935,0.9622811488428435,2.3139522010695543,1.3773675690615153
14,fi_tdt-ud-test_Case=Ela,1.202592211576206,2.1435170928508476,2.1435170928508476,1.202592211576206,0.9635782698584727,0.6897754283397466,0.7971562777460756,2.1435170928508476,1.202592211576206
15,fi_tdt-ud-dev_Case=Ela,1.3433656817130493,2.2829522933712147,2.2829522933712147,1.3433656817130493,1.0986125554710013,0.8256206141376774,0.9234760914947484,2.2829522933712147,1.3433656817130493
16,myv_jr-ud-test_Case=Ela,0.8812629433036954,1.8503197558178164,1.8503197558178164,0.8812629433036954,0.6569946254124762,0.4728748006908962,0.5351899632923992,1.8503197558178164,0.8812629433036954
17,myv_jr-ud-train_Case=Ela,1.4322808982279183,2.383275057562597,2.383275057562597,1.4322808982279183,1.2089487446833111,0.9741454899685686,1.0832020783130407,2.383275057562597,1.4322808982279183
18,kpv_ikdp-ud-test_Case=Ela,3.1622776601683795,4.123105625617661,4.123105625617661,3.1622776601683795,2.91761403467436,2.6375727712153823,2.7532093048577413,4.123105625617661,3.1622776601683795
19,kpv_lattice-ud-test_Case=Ela,2.3991720022888807,3.336825538583822,3.336825538583822,2.3991720022888807,2.170404200616115,1.907811140273207,2.0288573051747583,3.336825538583822,2.3991720022888807
20,kpv_lattice-ud-train_Case=Ela,1.4142135623730951,2.23606797749979,2.23606797749979,1.4142135623730951,1.2532648217874212,1.1194134266449938,1.1764705882352942,2.23606797749979,1.4142135623730951
21,fi_pud-ud-test_Case=Ela,1.9068172393492644,2.8276189821937745,2.8276189821937745,1.9068172393492644,1.6668426754926007,1.3781166256190038,1.49728847720537,2.8276189821937745,1.9068172393492644
22,et_edt-ud-dev_Case=Ela,1.02044433321392,1.96396624581025,1.96396624581025,1.02044433321392,0.7759342364390938,0.5176534501499476,0.6060679597252455,1.96396624581025,1.02044433321392
23,et_edt-ud-train_Case=Ela,0.9208940422971585,1.8700246112386445,1.8700246112386445,0.9208940422971585,0.6779983897805495,0.42539592513599306,0.5121064757566531,1.8700246112386445,0.9208940422971585
24,et_edt-ud-test_Case=Ela,1.04559825370004,1.9906393640009086,1.9906393640009086,1.04559825370004,0.8008906911357545,0.5381034483134748,0.6284527172159889,1.9906393640009086,1.04559825370004
25,wbp_ufal-ud-test_Case=Ela,0.0,1.0,1.0,0.0,0.28037336083580466,0.6034878050666787,0.4556450995538138,1.0,0.0
26,koi_uh-ud-train_Case=Ela,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
27,koi_uh-ud-test_Case=Ela,2.9154759474226504,3.8078865529319543,3.8078865529319543,2.9154759474226504,2.703473312541682,2.467067034574946,2.5785245640357277,3.8078865529319543,2.9154759474226504
28,krl_kkpp-ud-test_Case=Ela,0.6170899448216606,1.555892027102138,1.555892027102138,0.6170899448216606,0.41676724409684435,0.3979081102434718,0.28315572152043433,1.555892027102138,0.6170899448216606
