,Treebank,fi_ood-ud-test_Case=Par,sah_yktdt-ud-test_Case=Par,sms_giellagas-ud-test_Case=Par,et_ewt-ud-train_Case=Par,et_ewt-ud-test_Case=Par,et_ewt-ud-dev_Case=Par,olo_kkpp-ud-test_Case=Par,olo_kkpp-ud-train_Case=Par,vep_vwt-ud-test_Case=Par,fi_tdt-ud-train_Case=Par,fi_tdt-ud-test_Case=Par,fi_tdt-ud-dev_Case=Par,ru_taiga-ud-train_Case=Par,ru_taiga-ud-dev_Case=Par,ru_taiga-ud-test_Case=Par,fi_pud-ud-test_Case=Par,et_edt-ud-dev_Case=Par,et_edt-ud-train_Case=Par,et_edt-ud-test_Case=Par,ru_syntagrus-ud-train_Case=Par,ru_syntagrus-ud-dev_Case=Par,ru_syntagrus-ud-test_Case=Par,ru_poetry-ud-dev_Case=Par,ru_poetry-ud-train_Case=Par,krl_kkpp-ud-test_Case=Par,eu_bdt-ud-train_Case=Par,eu_bdt-ud-test_Case=Par,eu_bdt-ud-dev_Case=Par,fi_ftb-ud-dev_Case=Par,fi_ftb-ud-train_Case=Par,fi_ftb-ud-test_Case=Par,ru_gsd-ud-dev_Case=Par,ru_gsd-ud-train_Case=Par
0,sl_ssj-ud-test_Case=Ins,8.491424035887443,4.537651877687661,2.6649321774579495,46.88188811776119,41.829736970110964,29.401369420445914,137.36669552895253,2.6649321774579495,2.6649321774579495,16.332685867005576,16.307265541575788,14.708978777232922,44.27935943668213,2.6649321774579495,2.6649321774579495,19.45499871262067,89.26129712933121,77.95992413908327,79.49882449857543,81.75915117777028,2.6649321774579495,2.6649321774579495,2.6649321774579495,9.85572708294103,32.88777841222707,26.742287386884083,15.352372987047223,8.951501692460075,7.096884959971159,8.984759366976066,9.27985195217867,2.6649321774579495,2.6649321774579495
1,sl_ssj-ud-dev_Case=Ins,8.415671590424898,4.496179425294135,2.7413368399473135,46.81412148472053,41.76122511437192,29.332498256811366,137.29134732559467,2.7413368399473135,2.7413368399473135,16.2567122181672,16.232135485107758,14.633844288607662,44.2193695903537,2.7413368399473135,2.7413368399473135,19.37702446879007,89.18854194852445,77.88729945880979,79.42705213369156,81.71096373398565,2.7413368399473135,2.7413368399473135,2.7413368399473135,9.810575100900213,32.80968784412595,26.66679065284542,15.27823579715803,8.880516480019391,7.025026148470574,8.910245440726957,9.206853051650109,2.7413368399473135,2.7413368399473135
2,sl_ssj-ud-train_Case=Ins,8.462787583303959,4.523327085699744,2.697949439910849,46.854037888799404,41.8018942640423,29.373634415878215,137.33763046678797,2.697949439910849,2.697949439910849,16.30355543477673,16.278974468022337,14.679838554202645,44.25301612580571,2.697949439910849,2.697949439910849,19.42495988007102,89.23205046685707,77.93082497998802,79.47009586415224,81.7303780044854,2.697949439910849,2.697949439910849,2.697949439910849,9.827581966398489,32.85817804898049,26.71289255249931,15.323435563433826,8.92416760451944,7.071240836848959,8.958133448151646,9.253404664077403,2.697949439910849,2.697949439910849
3,xcl_caval-ud-train_Case=Ins,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
4,xcl_caval-ud-dev_Case=Ins,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
5,xcl_caval-ud-test_Case=Ins,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
6,hu_szeged-ud-dev_Case=Ins,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
7,hu_szeged-ud-test_Case=Ins,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
8,hu_szeged-ud-train_Case=Ins,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
9,xav_xdt-ud-test_Case=Ins,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
