,Treebank,hu_szeged-ud-dev_Case=Ill,hu_szeged-ud-test_Case=Ill,hu_szeged-ud-train_Case=Ill,fi_ood-ud-test_Case=Ill,sms_giellagas-ud-test_Case=Ill,sms_giellagas-ud-train_Case=Ill,et_ewt-ud-train_Case=Ill,et_ewt-ud-test_Case=Ill,et_ewt-ud-dev_Case=Ill,egy_ujaen-ud-test_Case=Ill,si_stb-ud-test_Case=Ill,lt_alksnis-ud-test_Case=Ill,lt_alksnis-ud-dev_Case=Ill,lt_alksnis-ud-train_Case=Ill,olo_kkpp-ud-test_Case=Ill,olo_kkpp-ud-train_Case=Ill,mdf_jr-ud-test_Case=Ill,mdf_jr-ud-train_Case=Ill,vep_vwt-ud-test_Case=Ill,fi_tdt-ud-train_Case=Ill,fi_tdt-ud-test_Case=Ill,fi_tdt-ud-dev_Case=Ill,myv_jr-ud-test_Case=Ill,myv_jr-ud-train_Case=Ill,kpv_ikdp-ud-test_Case=Ill,kpv_lattice-ud-test_Case=Ill,kpv_lattice-ud-train_Case=Ill,fi_pud-ud-test_Case=Ill,et_edt-ud-dev_Case=Ill,et_edt-ud-train_Case=Ill,et_edt-ud-test_Case=Ill,koi_uh-ud-train_Case=Ill,koi_uh-ud-test_Case=Ill,sme_giella-ud-train_Case=Ill,sme_giella-ud-test_Case=Ill,krl_kkpp-ud-test_Case=Ill,fi_ftb-ud-dev_Case=Ill,fi_ftb-ud-train_Case=Ill,fi_ftb-ud-test_Case=Ill
0,el_gud-ud-train_Case=Voc,11.125050943435323,11.059122795999516,11.21551642332957,10.614984126224588,7.89358232840506,11.357816691600545,7.84674185348926,8.15767940859,7.022890263582436,12.220201853215572,12.220201853215572,11.357816691600545,11.357816691600545,11.357816691600545,10.66367684922856,12.220201853215572,7.356261505230312,12.220201853215572,10.811644956558029,10.504956431168527,10.505883951991231,10.56038146140064,10.777658950599296,10.946290039182243,10.339568011607964,7.4047810442257616,12.220201853215572,10.480141782441903,8.9123662463368,8.936186976584112,8.331311507769524,12.220201853215572,23.000000000000004,11.208054850563096,11.165247454618097,11.046478685899169,12.220201853215572,12.220201853215572,12.220201853215572
1,el_gud-ud-test_Case=Voc,13.288716673075076,13.22338687545125,13.374098561984619,12.812723676096352,10.128495433828581,13.509256086106296,10.112084284199637,10.482099026435497,8.777426153294781,14.33527118683145,14.33527118683145,13.509256086106296,13.509256086106296,13.509256086106296,12.853061247498692,14.33527118683145,9.468698432202812,14.33527118683145,13.000961502904314,12.71739245865375,12.718437603887171,12.769130456493114,12.9554515477138,13.116385762894266,12.538208271785352,9.39020875210787,14.33527118683145,12.695428100536885,11.17917362341664,11.204778085095514,10.622923063421878,14.33527118683145,22.594247055390007,13.371819079379746,13.334494974782427,13.22163864258367,14.33527118683145,14.33527118683145,14.33527118683145
2,fa_seraji-ud-dev_Case=Voc,1.278845324000557,1.3689738821885769,1.1689791895833785,1.8756033695853715,6.117168714889247,1.0,6.5912452584836325,5.397629109155241,11.756269669551216,0.0,0.0,1.0,1.0,1.0,1.842143079204315,0.0,8.705242673240075,0.0,1.635542723379613,1.960920608682236,1.9640267731056948,1.9045597042899167,1.7104654390763518,1.5026261478525773,2.3108440016582685,9.44519638196462,0.0,1.983108213213122,4.410228268319544,4.347833450101511,5.3714540403661655,0.0,31.25699921617557,1.152010514482039,1.2072765064707807,1.3562839573037448,0.0,0.0,0.0
3,fa_seraji-ud-test_Case=Voc,1.278845324000557,1.3689738821885769,1.1689791895833785,1.8756033695853715,6.117168714889247,1.0,6.5912452584836325,5.397629109155241,11.756269669551216,0.0,0.0,1.0,1.0,1.0,1.842143079204315,0.0,8.705242673240075,0.0,1.635542723379613,1.960920608682236,1.9640267731056948,1.9045597042899167,1.7104654390763518,1.5026261478525773,2.3108440016582685,9.44519638196462,0.0,1.983108213213122,4.410228268319544,4.347833450101511,5.3714540403661655,0.0,31.25699921617557,1.152010514482039,1.2072765064707807,1.3562839573037448,0.0,0.0,0.0
4,fa_seraji-ud-train_Case=Voc,1.278845324000557,1.3689738821885769,1.1689791895833785,1.8756033695853715,6.117168714889247,1.0,6.5912452584836325,5.397629109155241,11.756269669551216,0.0,0.0,1.0,1.0,1.0,1.842143079204315,0.0,8.705242673240075,0.0,1.635542723379613,1.960920608682236,1.9640267731056948,1.9045597042899167,1.7104654390763518,1.5026261478525773,2.3108440016582685,9.44519638196462,0.0,1.983108213213122,4.410228268319544,4.347833450101511,5.3714540403661655,0.0,31.25699921617557,1.152010514482039,1.2072765064707807,1.3562839573037448,0.0,0.0,0.0
5,sga_dipsgg-ud-test_Case=Voc,1.278845324000557,1.3689738821885769,1.1689791895833785,1.8756033695853715,6.117168714889247,1.0,6.5912452584836325,5.397629109155241,11.756269669551216,0.0,0.0,1.0,1.0,1.0,1.842143079204315,0.0,8.705242673240075,0.0,1.635542723379613,1.960920608682236,1.9640267731056948,1.9045597042899167,1.7104654390763518,1.5026261478525773,2.3108440016582685,9.44519638196462,0.0,1.983108213213122,4.410228268319544,4.347833450101511,5.3714540403661655,0.0,31.25699921617557,1.152010514482039,1.2072765064707807,1.3562839573037448,0.0,0.0,0.0
6,pl_pdb-ud-test_Case=Voc,5.266991243032759,5.2136538936369625,5.338779520400492,4.906539809066994,4.347989634002686,5.454823740581938,4.798584959690335,4.22689542075022,8.355963226413161,6.202369527454974,6.202369527454974,5.454823740581938,5.454823740581938,5.454823740581938,4.929750431707759,6.202369527454974,6.144154763277211,6.202369527454974,5.059795510911967,4.855173134322334,4.854705782117268,4.887400195267232,4.999226887122353,5.127637413998484,4.702568410971173,6.643817134934479,6.202369527454974,4.844457927062845,4.2451786711649,4.234309589145505,4.343675549388856,6.202369527454974,27.26663506476555,5.351439060309652,5.314666165916001,5.217431584663085,6.202369527454974,6.202369527454974,6.202369527454974
7,pl_pdb-ud-train_Case=Voc,5.472392939215475,5.413871681051444,5.550839366408125,5.063877461209814,4.089223683243412,5.6768159798800495,4.527048136377237,4.036729508397477,7.897816796560002,6.473643321286683,6.473643321286683,5.6768159798800495,5.6768159798800495,5.6768159798800495,5.087604230644111,6.473643321286683,5.793961483253188,6.473643321286683,5.23960994699932,5.0015340359412015,5.000284850525378,5.039211944643481,5.176568807966594,5.3191488002965075,4.836214112521152,6.26663917671117,6.473643321286683,4.987966867342654,4.165144771815767,4.1617240222315415,4.167811539564056,6.473643321286683,26.829408281964227,5.561060829006164,5.521410382425892,5.415101254809253,6.473643321286683,6.473643321286683,6.473643321286683
8,pl_pdb-ud-dev_Case=Voc,3.3484039480148935,3.29533773389573,3.4214780937014657,2.992973103788272,3.742218263391941,3.5411862419251547,4.303168300254455,3.3169865842357575,8.81506846818364,4.328972164382673,4.328972164382673,3.5411862419251547,3.5411862419251547,3.5411862419251547,3.0145210694414644,4.328972164382673,6.149898373144064,4.328972164382673,3.144041984452498,2.942521510125304,2.942165076054531,2.9729493447715716,3.083555572564621,3.209251281983775,2.8284271247461903,6.786669105755814,4.328972164382673,2.932537639799829,2.929670718961766,2.894563607371101,3.413966770514271,4.328972164382673,28.1804897047585,3.4329453588701297,3.3956699507337222,3.29714616592989,4.328972164382673,4.328972164382673,4.328972164382673
9,uk_iu-ud-dev_Case=Voc,1.278845324000557,1.3689738821885769,1.1689791895833785,1.8756033695853715,6.117168714889247,1.0,6.5912452584836325,5.397629109155241,11.756269669551216,0.0,0.0,1.0,1.0,1.0,1.842143079204315,0.0,8.705242673240075,0.0,1.635542723379613,1.960920608682236,1.9640267731056948,1.9045597042899167,1.7104654390763518,1.5026261478525773,2.3108440016582685,9.44519638196462,0.0,1.983108213213122,4.410228268319544,4.347833450101511,5.3714540403661655,0.0,31.25699921617557,1.152010514482039,1.2072765064707807,1.3562839573037448,0.0,0.0,0.0
