,Treebank,es_gsd-ud-train_Case=Com,fi_ood-ud-test_Case=Com,es_ancora-ud-train_Case=Com,es_ancora-ud-test_Case=Com,es_ancora-ud-dev_Case=Com,sms_giellagas-ud-test_Case=Com,et_ewt-ud-train_Case=Com,et_ewt-ud-test_Case=Com,et_ewt-ud-dev_Case=Com,ml_ufal-ud-test_Case=Com,apu_ufpa-ud-test_Case=Com,egy_ujaen-ud-test_Case=Com,mr_ufal-ud-train_Case=Com,olo_kkpp-ud-test_Case=Com,mdf_jr-ud-test_Case=Com,vep_vwt-ud-test_Case=Com,es_pud-ud-test_Case=Com,fi_tdt-ud-train_Case=Com,fi_tdt-ud-test_Case=Com,fi_tdt-ud-dev_Case=Com,myv_jr-ud-test_Case=Com,myv_jr-ud-train_Case=Com,kpv_ikdp-ud-test_Case=Com,kpv_lattice-ud-test_Case=Com,fi_pud-ud-test_Case=Com,et_edt-ud-dev_Case=Com,et_edt-ud-train_Case=Com,et_edt-ud-test_Case=Com,sjo_xdt-ud-test_Case=Com,wbp_ufal-ud-test_Case=Com,koi_uh-ud-test_Case=Com,sme_giella-ud-train_Case=Com,sme_giella-ud-test_Case=Com,arr_tudet-ud-test_Case=Com,ta_mwtt-ud-test_Case=Com,ta_ttb-ud-train_Case=Com,ta_ttb-ud-dev_Case=Com,ta_ttb-ud-test_Case=Com,krl_kkpp-ud-test_Case=Com,eu_bdt-ud-train_Case=Com,eu_bdt-ud-test_Case=Com,eu_bdt-ud-dev_Case=Com,fi_ftb-ud-dev_Case=Com,fi_ftb-ud-train_Case=Com,fi_ftb-ud-test_Case=Com,bxr_bdt-ud-test_Case=Com,bej_nsc-ud-test_Case=Com
0,fi_ood-ud-test_Case=Abe,4.20977698010503,4.533823502911814,5.617433182117573,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.366482448372265,4.976159877435962,7.75497115366157,7.961713941664125,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,7.363574011458175,6.6248689714505975,4.419088669760069,5.734883511361751,6.6248689714505975,6.6248689714505975,4.346134936801766,6.6248689714505975,15.2825245151302,5.456901847914967,4.082523133153093,4.118011623098537,4.147568091976456,6.6248689714505975,6.6248689714505975,5.734883511361751,12.077584839509742,5.266589166742283,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,4.570436400267363,4.988876515698588,35.28042422269513,26.10768299009146,34.693499230963845,5.296749527356901,5.21052910815508,5.218769544208247,4.92686643373159,6.6248689714505975
1,sms_giellagas-ud-test_Case=Abe,3.9370039370059056,1.7320508075688772,8.366600265340756,1.0,1.0,1.0,8.918077077791608,6.689698507085539,10.492815330201854,10.27131929208707,1.0,1.0,1.0,1.0,1.0,10.099504938362077,1.0,2.005095549659743,0.0,1.0,1.0,2.449489742783178,1.0,18.466185312619388,0.4714045207910316,4.503425194702186,4.365978718009279,4.023652106571074,1.0,1.0,7.0710678118654755,15.105876340020794,6.9160826734854215,1.0,1.0,1.0,1.0,2.8284271247461903,1.4142135623730951,39.019048054906605,29.770417830083908,38.48701079585163,0.6236095644623235,0.6511451483079109,0.692820323027551,0.9925341137422676,1.0
2,sms_giellagas-ud-train_Case=Abe,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
3,et_ewt-ud-train_Case=Abe,3.1480836772554612,2.695843781851078,6.124187206008677,4.723895928549249,4.723895928549249,4.723895928549249,6.791427094903305,4.908044812459608,8.339318702828987,8.375471692812143,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,7.909063660248248,4.723895928549249,2.6203459985138293,3.8273392947447844,4.723895928549249,4.723895928549249,2.6869973294601683,4.723895928549249,16.184382606785217,3.5564766380643507,3.2377211754460484,3.2085735120812364,3.082888413375169,4.723895928549249,4.723895928549249,5.595997922065748,12.87680925358794,5.205526454541773,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,3.052080068373727,3.159408079123499,36.450440836678624,27.23045597169287,35.871376735974884,3.3838016163310765,3.2990882869942935,3.295733516295096,3.0338445600594675,4.723895928549249
4,et_ewt-ud-test_Case=Abe,7.842193570679062,8.582928793055823,7.023769168568493,10.661457061146319,10.661457061146319,10.661457061146319,7.53993483287161,7.302590204267255,8.310768347356097,8.74642784226795,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,8.0,10.661457061146319,8.40472818015627,9.797958971132713,10.661457061146319,10.661457061146319,8.286535263104037,10.661457061146319,14.259499757471625,9.521904571390467,7.473959690616216,7.558887413423743,7.704313268642475,10.661457061146319,10.661457061146319,7.916228058025278,11.473701814729774,7.4572097546108385,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,8.406346808612328,9.018499505645789,33.11574818387435,24.15344465886572,32.394701212801245,9.3719439463397,9.273004683192232,9.263548636096933,9.00926978998633,10.661457061146319
5,et_ewt-ud-dev_Case=Abe,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
6,gub_tudet-ud-test_Case=Abe,3.391164991562634,1.4142135623730951,7.3484692283495345,2.23606797749979,2.23606797749979,2.23606797749979,8.212381498477967,6.024742373011233,9.784453852417245,9.617692030835672,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,9.38083151964686,2.23606797749979,1.6099182385120923,1.4142135623730951,2.23606797749979,2.23606797749979,2.0,2.23606797749979,17.74823934929885,1.2472191289246473,3.890153917349783,3.767108666542833,3.4495584781343656,2.23606797749979,2.23606797749979,6.48074069840786,14.394009170484782,6.2658416014974945,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.449489742783178,1.4142135623730951,38.24464377893691,28.99904212977464,37.699469492288614,1.1785113019775793,1.113694991807531,1.131370849898476,0.8962732759175447,2.23606797749979
7,olo_kkpp-ud-test_Case=Abe,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
8,olo_kkpp-ud-train_Case=Abe,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
9,mdf_jr-ud-test_Case=Abe,3.605551275463989,1.4142135623730951,7.968688725254614,1.5811388300841898,1.5811388300841898,1.5811388300841898,8.543281238551593,6.326515106156766,10.124636510157288,9.924716620639604,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,9.72111104761179,1.5811388300841898,1.675148485651225,0.7071067811865476,1.5811388300841898,1.5811388300841898,2.1213203435596424,1.5811388300841898,18.096961070853858,0.6236095644623235,4.148140305302503,4.015773765518426,3.680300936661465,1.5811388300841898,1.5811388300841898,6.745368781616021,14.737282653189496,6.560982034784958,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,2.5495097567963922,1.224744871391589,38.62731474545499,29.378752715374272,38.08871223866725,0.6236095644623235,0.5763273978139974,0.6164414002968978,0.7468943965979539,1.5811388300841898
