,Treebank,egy_ujaen-ud-test_Case=Lat,mdf_jr-ud-test_Case=Lat,myv_jr-ud-test_Case=Lat,myv_jr-ud-train_Case=Lat,sjo_xdt-ud-test_Case=Lat,eu_bdt-ud-train_Case=Lat,eu_bdt-ud-test_Case=Lat,eu_bdt-ud-dev_Case=Lat,fi_ftb-ud-dev_Case=Lat,fi_ftb-ud-train_Case=Lat,fi_ftb-ud-test_Case=Lat,ab_abnc-ud-test_Case=Lat
0,sl_ssj-ud-test_Case=Loc,1.696228630811666,32.51315478227278,7.272347554926866,9.337443328610096,1.460825795395589,2.618603778329093,2.618603778329093,2.618603778329093,2.618603778329093,2.618603778329093,2.618603778329093,2.618603778329093
1,sl_ssj-ud-dev_Case=Loc,1.692132258571466,32.50578902434399,7.283490015724517,9.346536293805496,1.4597130564847527,2.6192505338582834,2.6192505338582834,2.6192505338582834,2.6192505338582834,2.6192505338582834,2.6192505338582834,2.6192505338582834
2,sl_ssj-ud-train_Case=Loc,1.6752759658021141,32.52568131679388,7.292868498479431,9.357155764830898,1.44067372961286,2.599685732683534,2.599685732683534,2.599685732683534,2.599685732683534,2.599685732683534,2.599685732683534,2.599685732683534
3,xcl_caval-ud-train_Case=Loc,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,xcl_caval-ud-dev_Case=Loc,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,xcl_caval-ud-test_Case=Loc,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,hu_szeged-ud-train_Case=Loc,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,fa_seraji-ud-dev_Case=Loc,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,fa_seraji-ud-test_Case=Loc,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,fa_seraji-ud-train_Case=Loc,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,tr_pud-ud-test_Case=Loc,1033.9206932835807,1010.8810513606435,1025.3867401825269,1023.6426368288321,1033.6570128976537,1034.690775062772,1034.690775062772,1034.690775062772,1034.690775062772,1034.690775062772,1034.690775062772,1034.690775062772
11,pl_pdb-ud-test_Case=Loc,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,pl_pdb-ud-train_Case=Loc,18056.1882466926,18028.960216828924,18047.905231346638,18046.080089913437,18055.957239102903,18057.104502106642,18057.104502106642,18057.104502106642,18057.104502106642,18057.104502106642,18057.104502106642,18057.104502106642
13,pl_pdb-ud-dev_Case=Loc,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,uk_iu-ud-dev_Case=Loc,1.608509785660613,32.5824378161169,7.338610617070634,9.405093884408982,1.3697343286882564,2.5312407050621375,2.5312407050621375,2.5312407050621375,2.5312407050621375,2.5312407050621375,2.5312407050621375,2.5312407050621375
15,uk_iu-ud-train_Case=Loc,1.6390674756400339,32.55490502562955,7.305458977299886,9.37227489556727,1.3996496190385987,2.5631727626677683,2.5631727626677683,2.5631727626677683,2.5631727626677683,2.5631727626677683,2.5631727626677683,2.5631727626677683
16,uk_iu-ud-test_Case=Loc,1.6067778252627123,32.57352645588203,7.334555778625319,9.400856170596688,1.3680400436852793,2.533995936859706,2.533995936859706,2.533995936859706,2.533995936859706,2.533995936859706,2.533995936859706,2.533995936859706
17,sa_vedic-ud-test_Case=Loc,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,sa_vedic-ud-train_Case=Loc,2097.877445843245,2067.128510223246,2089.742535800056,2087.6737731952803,2097.6668820597506,2098.8328767304088,2098.8328767304088,2098.8328767304088,2098.8328767304088,2098.8328767304088,2098.8328767304088,2098.8328767304088
19,sa_vedic-ud-dev_Case=Loc,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,bn_bru-ud-test_Case=Loc,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,hr_set-ud-dev_Case=Loc,1.6194512683318383,32.5579189016789,7.369970294774388,9.429704374099282,1.3925962018755529,2.5506280728351767,2.5506280728351767,2.5506280728351767,2.5506280728351767,2.5506280728351767,2.5506280728351767,2.5506280728351767
