,Treebank,egy_ujaen-ud-test_Case=Lat,mdf_jr-ud-test_Case=Lat,myv_jr-ud-test_Case=Lat,myv_jr-ud-train_Case=Lat,sjo_xdt-ud-test_Case=Lat,eu_bdt-ud-train_Case=Lat,eu_bdt-ud-test_Case=Lat,eu_bdt-ud-dev_Case=Lat,fi_ftb-ud-dev_Case=Lat,fi_ftb-ud-train_Case=Lat,fi_ftb-ud-test_Case=Lat,ab_abnc-ud-test_Case=Lat
0,egy_ujaen-ud-test_Case=Lat,0.0,33.81567683782183,8.85045640136127,10.89923797472796,0.2651650429449553,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,mdf_jr-ud-test_Case=Lat,33.81567683782183,0.0,26.83643446652392,24.669132852665886,33.64718134554513,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404
2,myv_jr-ud-test_Case=Lat,8.85045640136127,26.83643446652392,0.0,2.4929653092367436,8.600527473973822,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976
3,myv_jr-ud-train_Case=Lat,10.89923797472796,24.669132852665886,2.4929653092367436,0.0,10.655773979940182,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476
4,sjo_xdt-ud-test_Case=Lat,0.2651650429449553,33.64718134554513,8.600527473973822,10.655773979940182,0.0,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459
5,eu_bdt-ud-train_Case=Lat,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,eu_bdt-ud-test_Case=Lat,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,eu_bdt-ud-dev_Case=Lat,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,fi_ftb-ud-dev_Case=Lat,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,fi_ftb-ud-train_Case=Lat,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,fi_ftb-ud-test_Case=Lat,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ab_abnc-ud-test_Case=Lat,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
