,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,hu_szeged-ud-dev_Case=Tra,0.5863019699779287,20.318556789299777
1,hu_szeged-ud-test_Case=Tra,0.2041241452319316,20.584176770843506
2,hu_szeged-ud-train_Case=Tra,0.14966629547095772,20.61995150333773
3,fi_ood-ud-test_Case=Tra,2.5089613467008616,18.978710144880157
4,et_ewt-ud-train_Case=Tra,3.20894794890405,18.645112069430763
5,et_ewt-ud-test_Case=Tra,3.2007652146297256,18.574999656659433
6,et_ewt-ud-dev_Case=Tra,4.485218779502289,18.11745532628686
7,gub_tudet-ud-test_Case=Tra,1.0,21.494185260204677
8,olo_kkpp-ud-test_Case=Tra,1.0101525445522108,20.06469129427846
9,mdf_jr-ud-test_Case=Tra,3.0669610365963242,18.625419458363883
10,vep_vwt-ud-test_Case=Tra,2.8284271247461903,19.313207915827967
11,fi_tdt-ud-train_Case=Tra,3.3571291193566175,18.196748810581067
12,fi_tdt-ud-test_Case=Tra,4.6632137126854385,17.132273430558136
13,fi_tdt-ud-dev_Case=Tra,3.7548901448644276,17.81401695295028
14,myv_jr-ud-test_Case=Tra,4.856621959706575,17.751964156254896
15,myv_jr-ud-train_Case=Tra,11.253443917308159,15.06120845085148
16,kpv_ikdp-ud-test_Case=Tra,1.0,21.494185260204677
17,kpv_lattice-ud-test_Case=Tra,1.0,21.494185260204677
18,tpn_tudet-ud-test_Case=Tra,0.4497460373445051,20.331953128259347
19,fi_pud-ud-test_Case=Tra,8.453079051715147,15.541732675138077
20,et_edt-ud-dev_Case=Tra,3.780834662320167,18.17651286233723
21,et_edt-ud-train_Case=Tra,3.4357739953751767,18.342310424153897
22,et_edt-ud-test_Case=Tra,2.7347240805253215,18.835098204829254
23,krl_kkpp-ud-test_Case=Tra,0.41573970964154894,20.457423416439966
24,fi_ftb-ud-dev_Case=Tra,1.0,21.494185260204677
25,fi_ftb-ud-train_Case=Tra,1.0,21.494185260204677
26,fi_ftb-ud-test_Case=Tra,1.0,21.494185260204677
27,eme_tudet-ud-test_Case=Tra,1.5556349186104044,19.743859805012796
28,aqz_tudet-ud-test_Case=Tra,1.0,21.494185260204677
