,Treebank,ml_ufal-ud-test_Case=Ben,egy_ujaen-ud-test_Case=Ben,si_stb-ud-test_Case=Ben,ta_mwtt-ud-test_Case=Ben,eu_bdt-ud-train_Case=Ben,eu_bdt-ud-test_Case=Ben,eu_bdt-ud-dev_Case=Ben,am_att-ud-test_Case=Ben,ab_abnc-ud-test_Case=Ben
0,sl_ssj-ud-test_Case=Loc,1.696228630811666,2.618603778329093,2.618603778329093,1.696228630811666,1.4612695309132087,1.2118372797849457,1.3112403200507659,2.618603778329093,1.696228630811666
1,sl_ssj-ud-dev_Case=Loc,1.692132258571466,2.6192505338582834,2.6192505338582834,1.692132258571466,1.4547142680238316,1.201557128434101,1.300894909492812,2.6192505338582834,1.692132258571466
2,sl_ssj-ud-train_Case=Loc,1.6752759658021141,2.599685732683534,2.599685732683534,1.6752759658021141,1.439898774058507,1.18924942564368,1.2894821221517696,2.599685732683534,1.6752759658021141
3,xcl_caval-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
4,xcl_caval-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
5,xcl_caval-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
6,hu_szeged-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
7,fa_seraji-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
8,fa_seraji-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
9,fa_seraji-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
10,tr_pud-ud-test_Case=Loc,1033.9206932835807,1034.690775062772,1034.690775062772,1033.9206932835807,1033.7223150541772,1033.4901105680574,1033.5990669219223,1034.690775062772,1033.9206932835807
11,pl_pdb-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
12,pl_pdb-ud-train_Case=Loc,18056.1882466926,18057.104502106642,18057.104502106642,18056.1882466926,18055.94066551794,18055.6504737676,18055.77768623305,18057.104502106642,18056.1882466926
13,pl_pdb-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
14,uk_iu-ud-dev_Case=Loc,1.608509785660613,2.5312407050621375,2.5312407050621375,1.608509785660613,1.376997086878326,1.1321347113755365,1.2319112236454408,2.5312407050621375,1.608509785660613
15,uk_iu-ud-train_Case=Loc,1.6390674756400339,2.5631727626677683,2.5631727626677683,1.6390674756400339,1.4058543654916495,1.1608390039240508,1.260249185596343,2.5631727626677683,1.6390674756400339
16,uk_iu-ud-test_Case=Loc,1.6067778252627123,2.533995936859706,2.533995936859706,1.6067778252627123,1.3740097335312795,1.1263033365119142,1.2276278229153805,2.533995936859706,1.6067778252627123
17,sa_vedic-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
18,sa_vedic-ud-train_Case=Loc,2097.877445843245,2098.8328767304088,2098.8328767304088,2097.877445843245,2097.623312249056,2097.3294203655423,2097.467535820663,2098.8328767304088,2097.877445843245
19,sa_vedic-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
20,bn_bru-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
21,hr_set-ud-dev_Case=Loc,1.6194512683318383,2.5506280728351767,2.5506280728351767,1.6194512683318383,1.3809464743871362,1.1202881441664996,1.2287804958351074,2.5506280728351767,1.6194512683318383
22,hr_set-ud-train_Case=Loc,1.6071489192074304,2.5407626679910997,2.5407626679910997,1.6071489192074304,1.3681508664524962,1.1055592230701223,1.2142139606544422,2.5407626679910997,1.6071489192074304
23,hr_set-ud-test_Case=Loc,1.5644958027481373,2.4989825192711765,2.4989825192711765,1.5644958027481373,1.3262867209918945,1.0623558252844074,1.1730938991383395,2.4989825192711765,1.5644958027481373
24,orv_rnc-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
25,orv_rnc-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
26,orv_rnc-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
27,la_circse-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
28,grc_perseus-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
29,tr_atis-ud-dev_Case=Loc,10.955205562910256,11.875038059965105,11.875038059965105,10.955205562910256,10.713501800581772,10.425634645891604,10.572366978184434,11.875038059965105,10.955205562910256
30,tr_atis-ud-train_Case=Loc,53.94909814178008,54.8514508550107,54.8514508550107,53.94909814178008,53.70703502264958,53.41409426615465,53.565792420602335,54.8514508550107,53.94909814178008
31,tr_atis-ud-test_Case=Loc,12.965338406690357,13.881642554107206,13.881642554107206,12.965338406690357,12.725709747850836,12.428362624692934,12.578762240998554,13.881642554107206,12.965338406690357
32,hi_pud-ud-test_Case=Loc,0.008657078970446205,1.0068054866608844,1.0068054866608844,0.008657078970446205,0.27428941386389466,0.5972660460756611,0.4495494103121398,1.0068054866608844,0.008657078970446205
33,la_perseus-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
34,la_perseus-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
35,tr_kenet-ud-dev_Case=Loc,596.65567960089,597.4253091391425,597.4253091391425,596.65567960089,596.4583694992715,596.2232316635344,596.33476235159,597.4253091391425,596.65567960089
36,tr_kenet-ud-test_Case=Loc,226.84355842738844,227.6115111324557,227.6115111324557,226.84355842738844,226.64811848879856,226.4143066849022,226.5254428092079,227.6115111324557,226.84355842738844
37,tr_kenet-ud-train_Case=Loc,338.84584498952717,339.6214166784343,339.6214166784343,338.84584498952717,338.64679838875924,338.410451710878,338.5208664531944,339.6214166784343,338.84584498952717
38,sms_giellagas-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
39,sms_giellagas-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
40,sk_snk-ud-dev_Case=Loc,1.5539135211382462,2.4801741740312764,2.4801741740312764,1.5539135211382462,1.3219934068922006,1.074490017288855,1.1781762237935298,2.4801741740312764,1.5539135211382462
41,sk_snk-ud-test_Case=Loc,1.5496023215427175,2.4719832760750484,2.4719832760750484,1.5496023215427175,1.3195273424541443,1.0778178421649538,1.1763488304216898,2.4719832760750484,1.5496023215427175
42,sk_snk-ud-train_Case=Loc,1.5678612433331869,2.4900018580421874,2.4900018580421874,1.5678612433331869,1.3387867410585892,1.0988403712493235,1.2000282342413113,2.4900018580421874,1.5678612433331869
43,lt_hse-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
44,lt_hse-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
45,lt_hse-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
46,ess_sli-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
47,sa_ufal-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
48,be_hse-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
49,be_hse-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
50,be_hse-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
51,gub_tudet-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
52,cs_pud-ud-test_Case=Loc,1.519445898890086,2.4551733023639652,2.4551733023639652,1.519445898890086,1.2812597733326347,1.025899650353048,1.130599449129792,2.4551733023639652,1.519445898890086
53,orv_ruthenian-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
54,orv_ruthenian-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
55,orv_ruthenian-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
56,lzh_tuecl-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
57,ml_ufal-ud-test_Case=Loc,58.27091899052219,59.07198997833068,59.07198997833068,58.27091899052219,58.064339297974925,57.814144537837585,57.93608517494019,59.07198997833068,58.27091899052219
58,apu_ufpa-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
59,egy_ujaen-ud-test_Case=Loc,0.7780532504746809,1.708928130064252,1.708928130064252,0.7780532504746809,0.5437194033559032,0.40356818924618293,0.40034969886695587,1.708928130064252,0.7780532504746809
60,nyq_aha-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
61,mr_ufal-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
62,mr_ufal-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
63,mr_ufal-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
64,si_stb-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
65,lt_alksnis-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
66,lt_alksnis-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
67,lt_alksnis-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
68,cu_proiel-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
69,cu_proiel-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
70,cu_proiel-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
71,hy_bsut-ud-train_Case=Loc,401.26549814306236,402.0634278319778,402.0634278319778,401.26549814306236,401.06186342229194,400.82183320686096,400.93372852789554,402.0634278319778,401.26549814306236
72,hy_bsut-ud-test_Case=Loc,106.36728820459794,107.17742299570372,107.17742299570372,106.36728820459794,106.1607759733001,105.9188776468827,106.0298319319406,107.17742299570372,106.36728820459794
73,hy_bsut-ud-dev_Case=Loc,200.46944904398774,201.2784141431962,201.2784141431962,200.46944904398774,200.26288089999187,200.02090940081956,200.13165217099478,201.2784141431962,200.46944904398774
74,mdf_jr-ud-test_Case=Loc,13.46291201783626,14.326548781894402,14.326548781894402,13.46291201783626,13.24716344657212,12.993706928859309,13.113260939093196,14.326548781894402,13.46291201783626
75,mdf_jr-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
76,la_llct-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
77,la_llct-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
78,la_llct-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
79,hsb_ufal-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
80,hsb_ufal-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
81,sr_set-ud-test_Case=Loc,1.4743760679188904,2.4072032240162136,2.4072032240162136,1.4743760679188904,1.2401907521327,0.984565570015174,1.091136772301496,2.4072032240162136,1.4743760679188904
82,sr_set-ud-train_Case=Loc,1.5111428674070653,2.442532244054897,2.442532244054897,1.5111428674070653,1.2765524732222895,1.0178566342736808,1.127564268714432,2.442532244054897,1.5111428674070653
83,sr_set-ud-dev_Case=Loc,1.548863968151088,2.4753890644519223,2.4753890644519223,1.548863968151088,1.3158002545605993,1.0623187083191405,1.1698276841009112,2.4753890644519223,1.548863968151088
84,myv_jr-ud-test_Case=Loc,20.099751242241776,21.006801619611544,21.006801619611544,20.099751242241776,19.866827983335074,19.601159847624675,19.71279196558915,21.006801619611544,20.099751242241776
85,myv_jr-ud-train_Case=Loc,40.50462936504913,41.408030622090685,41.408030622090685,40.50462936504913,40.2711696041344,40.00542015746502,40.116121456243015,41.408030622090685,40.50462936504913
86,tr_framenet-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
87,tr_framenet-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
88,tr_framenet-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
89,kfm_aha-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
90,ky_ktmu-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
91,ky_ktmu-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
92,kpv_ikdp-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
93,kpv_lattice-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
94,kpv_lattice-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
95,tt_nmctt-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
96,tr_gb-ud-test_Case=Loc,764.0130888931158,764.8771143131424,764.8771143131424,764.0130888931158,763.7928846701267,763.528888908292,763.6547391024515,764.8771143131424,764.0130888931158
97,ru_taiga-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
98,ru_taiga-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
99,ru_taiga-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
100,tpn_tudet-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
101,cs_cltt-ud-dev_Case=Loc,1.7275670708436488,2.6658101317951184,2.6658101317951184,1.7275670708436488,1.478846950811623,1.2143096780924705,1.312112101218875,2.6658101317951184,1.7275670708436488
102,cs_cltt-ud-train_Case=Loc,1.5831719649196498,2.5266996751266904,2.5266996751266904,1.5831719649196498,1.3381653227277195,1.0701973460051346,1.1740170696205385,2.5266996751266904,1.5831719649196498
103,cs_cltt-ud-test_Case=Loc,1.5239901032541716,2.469034374097906,2.469034374097906,1.5239901032541716,1.2773754929634693,1.0138729379139764,1.1136438778535096,2.469034374097906,1.5239901032541716
104,hy_armtdp-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
105,hy_armtdp-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
106,hy_armtdp-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
107,ota_boun-ud-train_Case=Loc,83.90470785361212,84.66994744299774,84.66994744299774,83.90470785361212,83.70933766549625,83.48138699919068,83.58564801228269,84.66994744299774,83.90470785361212
108,ota_boun-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
109,ru_syntagrus-ud-train_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
110,ru_syntagrus-ud-dev_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
111,ru_syntagrus-ud-test_Case=Loc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
112,sjo_xdt-ud-test_Case=Loc,0.044134950320417685,1.0363493454969024,1.0363493454969024,0.044134950320417685,0.2495057053498611,0.571056376082032,0.42412688552849614,1.0363493454969024,0.044134950320417685
