,Treebank,ml_ufal-ud-test_Case=Ben,egy_ujaen-ud-test_Case=Ben,si_stb-ud-test_Case=Ben,ta_mwtt-ud-test_Case=Ben,eu_bdt-ud-train_Case=Ben,eu_bdt-ud-test_Case=Ben,eu_bdt-ud-dev_Case=Ben,am_att-ud-test_Case=Ben,ab_abnc-ud-test_Case=Ben
0,xcl_caval-ud-train_Case=Abl,0.981033658215459,1.9351894565771866,1.9351894565771866,0.981033658215459,0.7416330975315915,0.46316645301311526,0.587224324356667,1.9351894565771866,0.981033658215459
1,xcl_caval-ud-dev_Case=Abl,0.5715444524392794,1.5405111778306224,1.5405111778306224,0.5715444524392794,0.3447023600994736,0.21181539117110823,0.2326184841640708,1.5405111778306224,0.5715444524392794
2,xcl_caval-ud-test_Case=Abl,0.8383913995250516,1.7956245877591162,1.7956245877591162,0.8383913995250516,0.5996545714049468,0.34406354201487765,0.4456423006179196,1.7956245877591162,0.8383913995250516
3,hu_szeged-ud-dev_Case=Abl,0.27003086243366076,1.2204848763230673,1.2204848763230673,0.27003086243366076,0.20750970981480005,0.45346743659206973,0.31489136919652744,1.2204848763230673,0.27003086243366076
4,hu_szeged-ud-test_Case=Abl,0.20327890704543547,1.1853095282186634,1.1853095282186634,0.20327890704543547,0.15248094580915483,0.439771114095244,0.3063569109604814,1.1853095282186634,0.20327890704543547
5,hu_szeged-ud-train_Case=Abl,0.36265586218399565,1.3230899037571242,1.3230899037571242,0.36265586218399565,0.22671201360453488,0.3896170701153516,0.28040600821514117,1.3230899037571242,0.36265586218399565
6,tr_pud-ud-test_Case=Abl,0.5927349379101761,1.5705228683121009,1.5705228683121009,0.5927349379101761,0.3723847867985131,0.2839218247386821,0.2774413971124005,1.5705228683121009,0.5927349379101761
7,fi_ood-ud-test_Case=Abl,0.9799018381739814,1.9451830310337004,1.9451830310337004,0.9799018381739814,0.7375311664000651,0.5121656373215321,0.5838068600376237,1.9451830310337004,0.9799018381739814
8,sah_yktdt-ud-test_Case=Abl,0.5345224838248488,1.4638501094227998,1.4638501094227998,0.5345224838248488,0.3829313676766609,0.4167989208095518,0.37468061864887314,1.4638501094227998,0.5345224838248488
9,sa_vedic-ud-test_Case=Abl,3.88590296719629,4.835176356148253,4.835176356148253,3.88590296719629,3.6372864766780357,3.358640877680602,3.482736725431375,4.835176356148253,3.88590296719629
10,sa_vedic-ud-train_Case=Abl,5.221412445784578,6.156303355579317,6.156303355579317,5.221412445784578,4.975664724028614,4.695915135959315,4.82834674929658,6.156303355579317,5.221412445784578
11,sa_vedic-ud-dev_Case=Abl,7.928398585605507,8.84095777816305,8.84095777816305,7.928398585605507,7.687822547262647,7.41879481303469,7.5379789920220635,8.84095777816305,7.928398585605507
12,la_circse-ud-test_Case=Abl,2.095276678888364,3.0524509968820435,3.0524509968820435,2.095276678888364,1.835218701352489,1.5672665356920474,1.6667735681819327,3.0524509968820435,2.095276678888364
13,tr_atis-ud-dev_Case=Abl,19.021061517433772,19.847563609924517,19.847563609924517,19.021061517433772,18.79361133415829,18.49150648579497,18.653110753050573,19.847563609924517,19.021061517433772
14,tr_atis-ud-train_Case=Abl,17.197306965449716,18.015411712519857,18.015411712519857,17.197306965449716,16.97294314608385,16.67273044414578,16.831833988881012,18.015411712519857,17.197306965449716
15,tr_atis-ud-test_Case=Abl,23.917174791350252,24.740949523681046,24.740949523681046,23.917174791350252,23.690214463737313,23.38787441716511,23.549044352324106,24.740949523681046,23.917174791350252
16,hi_pud-ud-test_Case=Abl,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
17,la_perseus-ud-test_Case=Abl,1.209019689170821,2.1645814420642675,2.1645814420642675,1.209019689170821,0.952886708640261,0.70271696288073,0.7895678773475872,2.1645814420642675,1.209019689170821
18,la_perseus-ud-train_Case=Abl,1.4163998524064745,2.37784999625236,2.37784999625236,1.4163998524064745,1.1558349489950193,0.8884226988851163,0.984517388616806,2.37784999625236,1.4163998524064745
19,tr_kenet-ud-dev_Case=Abl,0.6703064653046633,1.6370949844766072,1.6370949844766072,0.6703064653046633,0.4517004972539689,0.30766846642855666,0.33754523968983774,1.6370949844766072,0.6703064653046633
20,tr_kenet-ud-test_Case=Abl,1.0203470160886428,1.9732560939189738,1.9732560939189738,1.0203470160886428,0.7980246884730182,0.5635479268523492,0.6633639719929377,1.9732560939189738,1.0203470160886428
21,tr_kenet-ud-train_Case=Abl,0.6985630677993511,1.661973692717177,1.661973692717177,0.6985630677993511,0.47536438702555717,0.2937366616600262,0.3443934377762712,1.661973692717177,0.6985630677993511
22,ess_sli-ud-test_Case=Abl,116.73045875006231,117.45211790342479,117.45211790342479,116.73045875006231,116.54789548745529,116.33155575422144,116.43466469169958,117.45211790342479,116.73045875006231
23,ky_tuecl-ud-test_Case=Abl,0.0,1.0,1.0,0.0,0.28037336083580466,0.6034878050666787,0.4556450995538138,1.0,0.0
24,hit_hittb-ud-test_Case=Abl,0.1087856586440842,1.0796668344321692,1.0796668344321692,0.1087856586440842,0.2266528224420611,0.5310506156419845,0.3950928498270241,1.0796668344321692,0.1087856586440842
25,sa_ufal-ud-test_Case=Abl,1.616244071283537,2.543499116394979,2.543499116394979,1.616244071283537,1.379035341522125,1.080240074844278,1.214627325388548,2.543499116394979,1.616244071283537
26,et_ewt-ud-train_Case=Abl,0.30307070437746336,1.2835136958394355,1.2835136958394355,0.30307070437746336,0.10158730158730156,0.33222036417169015,0.17373330955122787,1.2835136958394355,0.30307070437746336
27,et_ewt-ud-test_Case=Abl,0.36080121229411,1.3211972336398206,1.3211972336398206,0.36080121229411,0.20072012296004416,0.3044103216838996,0.239263422016331,1.3211972336398206,0.36080121229411
28,et_ewt-ud-dev_Case=Abl,0.24494897427831777,1.2083045973594573,1.2083045973594573,0.24494897427831777,0.14542662756884267,0.42397297840753145,0.320790545986729,1.2083045973594573,0.24494897427831777
29,gub_tudet-ud-test_Case=Abl,0.0,1.0,1.0,0.0,0.28037336083580466,0.6034878050666787,0.4556450995538138,1.0,0.0
30,ml_ufal-ud-test_Case=Abl,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
31,egy_ujaen-ud-test_Case=Abl,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
32,sq_tsa-ud-test_Case=Abl,1.699673171197595,2.560381915956203,2.560381915956203,1.699673171197595,1.4922323443802286,1.2146228393930805,1.3570554096469238,2.560381915956203,1.699673171197595
33,mr_ufal-ud-train_Case=Abl,0.0,1.0,1.0,0.0,0.28037336083580466,0.6034878050666787,0.4556450995538138,1.0,0.0
