,Treebank,hu_szeged-ud-dev_Case=Tra,hu_szeged-ud-test_Case=Tra,hu_szeged-ud-train_Case=Tra,fi_ood-ud-test_Case=Tra,et_ewt-ud-train_Case=Tra,et_ewt-ud-test_Case=Tra,et_ewt-ud-dev_Case=Tra,gub_tudet-ud-test_Case=Tra,olo_kkpp-ud-test_Case=Tra,mdf_jr-ud-test_Case=Tra,vep_vwt-ud-test_Case=Tra,fi_tdt-ud-train_Case=Tra,fi_tdt-ud-test_Case=Tra,fi_tdt-ud-dev_Case=Tra,myv_jr-ud-test_Case=Tra,myv_jr-ud-train_Case=Tra,kpv_ikdp-ud-test_Case=Tra,kpv_lattice-ud-test_Case=Tra,tpn_tudet-ud-test_Case=Tra,fi_pud-ud-test_Case=Tra,et_edt-ud-dev_Case=Tra,et_edt-ud-train_Case=Tra,et_edt-ud-test_Case=Tra,krl_kkpp-ud-test_Case=Tra,fi_ftb-ud-dev_Case=Tra,fi_ftb-ud-train_Case=Tra,fi_ftb-ud-test_Case=Tra,eme_tudet-ud-test_Case=Tra,aqz_tudet-ud-test_Case=Tra
0,hu_szeged-ud-dev_Case=Ess,1.3512560294566154,1.537236233665873,1.569507050303496,1.8181199834032316,2.49074477291623,2.462300787894937,3.701823472804926,2.49284690951645,1.2790834303393612,2.3682548326522954,2.4053511772118195,2.5168442767126713,3.6928990674155857,2.8727222861483384,3.966878811969781,10.202567370636714,2.49284690951645,2.49284690951645,1.3757716702212166,7.416052554953713,2.959743014041864,2.6401121794281788,2.06582759147034,1.4441391618785402,2.49284690951645,2.49284690951645,2.49284690951645,1.392496900911316,2.49284690951645
1,hu_szeged-ud-test_Case=Ess,0.8199695116283288,0.9532051195833979,0.9810198774744576,1.9296785880120306,2.6462002022152595,2.623778238513682,3.914816406934047,1.9322525714823102,0.8846352874697768,2.5099501987091295,2.4358981916328113,2.7279578006028573,3.9840944120369017,3.111398399433927,4.228089461667973,10.553369130282515,1.9322525714823102,1.9322525714823102,0.8069822397775475,7.758570627494357,3.170652616817069,2.831998980764675,2.180740397213902,0.879264563620931,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.1923086848631101,1.9322525714823102
2,hu_szeged-ud-train_Case=Ess,0.5293846698415341,0.5760262597421489,0.6009717432843703,2.083747892144163,2.806599780934913,2.7913330409447656,4.0888386609219225,1.5829800566512728,0.7641054064987769,2.6671626369654655,2.525821735512544,2.9157038868914658,4.199062383447268,3.308402947259651,4.425964864357595,10.790967775117355,1.5829800566512728,1.5829800566512728,0.4749611300726316,7.988969001502463,3.3567034300839653,3.012460923066366,2.3312031541725577,0.5378751004011877,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.2366030908474561,1.5829800566512728
3,fi_ood-ud-test_Case=Ess,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
4,sms_giellagas-ud-test_Case=Ess,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
5,et_ewt-ud-train_Case=Ess,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
6,et_ewt-ud-test_Case=Ess,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
7,et_ewt-ud-dev_Case=Ess,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
8,egy_ujaen-ud-test_Case=Ess,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
9,olo_kkpp-ud-test_Case=Ess,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
