,Treebank,egy_ujaen-ud-test_Case=Sub
0,egy_ujaen-ud-test_Case=Lat,1.3416407864998738
1,mdf_jr-ud-test_Case=Lat,34.63668575369185
2,myv_jr-ud-test_Case=Lat,9.758149804307463
3,myv_jr-ud-train_Case=Lat,11.797254197972094
4,sjo_xdt-ud-test_Case=Lat,1.498436685349101
5,eu_bdt-ud-train_Case=Lat,0.894427190999916
6,eu_bdt-ud-test_Case=Lat,0.894427190999916
7,eu_bdt-ud-dev_Case=Lat,0.894427190999916
8,fi_ftb-ud-dev_Case=Lat,0.894427190999916
9,fi_ftb-ud-train_Case=Lat,0.894427190999916
10,fi_ftb-ud-test_Case=Lat,0.894427190999916
11,ab_abnc-ud-test_Case=Lat,0.894427190999916
