,Treebank,hu_szeged-ud-dev_Case=Cau,hu_szeged-ud-test_Case=Cau,hu_szeged-ud-train_Case=Cau,egy_ujaen-ud-test_Case=Cau,mdf_jr-ud-test_Case=Cau,wbp_ufal-ud-test_Case=Cau,eu_bdt-ud-train_Case=Cau,eu_bdt-ud-test_Case=Cau,eu_bdt-ud-dev_Case=Cau
0,fi_ood-ud-test_Case=Par,10.466175676890071,15.236126785183137,11.986965008492016,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129
1,sah_yktdt-ud-test_Case=Par,12.66175343307553,18.075397644312005,15.846766231632245,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246
2,sms_giellagas-ud-test_Case=Par,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
3,et_ewt-ud-train_Case=Par,39.60414020906517,37.52003768417273,35.580293835976036,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114
4,et_ewt-ud-test_Case=Par,35.05689874453369,33.383526383457664,31.29380032942902,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249
5,et_ewt-ud-dev_Case=Par,23.655231979416307,23.168297304722245,20.41494550568284,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504
6,olo_kkpp-ud-test_Case=Par,128.80993750483694,125.41132325272706,123.95563722558164,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336
7,olo_kkpp-ud-train_Case=Par,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
8,vep_vwt-ud-test_Case=Par,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
9,fi_tdt-ud-train_Case=Par,12.955123341936293,15.242146360760067,11.357422566896425,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774
10,fi_tdt-ud-test_Case=Par,13.157484562027804,15.499658060744437,11.47037052583743,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974
11,fi_tdt-ud-dev_Case=Par,11.92440312871102,14.739320532212265,10.843127429294706,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677
12,ru_taiga-ud-train_Case=Par,35.6931365951495,33.015148038438355,31.54362059117501,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282
13,ru_taiga-ud-dev_Case=Par,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
14,ru_taiga-ud-test_Case=Par,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
15,fi_pud-ud-test_Case=Par,15.006691986129434,16.32241230178959,12.650348328846034,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195
16,et_edt-ud-dev_Case=Par,81.14347155365331,78.11622961152005,76.70434859527589,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852
17,et_edt-ud-train_Case=Par,70.00904014754863,67.13516704492189,65.65486670702155,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289
18,et_edt-ud-test_Case=Par,71.64052393318663,68.80143455404264,67.2917740235734,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359
19,ru_syntagrus-ud-train_Case=Par,69.65988802747245,64.65678618675692,65.59344479443048,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372
