,Treebank,fi_ood-ud-test_Case=Par,sah_yktdt-ud-test_Case=Par,sms_giellagas-ud-test_Case=Par,et_ewt-ud-train_Case=Par,et_ewt-ud-test_Case=Par,et_ewt-ud-dev_Case=Par,olo_kkpp-ud-test_Case=Par,olo_kkpp-ud-train_Case=Par,vep_vwt-ud-test_Case=Par,fi_tdt-ud-train_Case=Par,fi_tdt-ud-test_Case=Par,fi_tdt-ud-dev_Case=Par,ru_taiga-ud-train_Case=Par,ru_taiga-ud-dev_Case=Par,ru_taiga-ud-test_Case=Par,fi_pud-ud-test_Case=Par,et_edt-ud-dev_Case=Par,et_edt-ud-train_Case=Par,et_edt-ud-test_Case=Par,ru_syntagrus-ud-train_Case=Par,ru_syntagrus-ud-dev_Case=Par,ru_syntagrus-ud-test_Case=Par,ru_poetry-ud-dev_Case=Par,ru_poetry-ud-train_Case=Par,krl_kkpp-ud-test_Case=Par,eu_bdt-ud-train_Case=Par,eu_bdt-ud-test_Case=Par,eu_bdt-ud-dev_Case=Par,fi_ftb-ud-dev_Case=Par,fi_ftb-ud-train_Case=Par,fi_ftb-ud-test_Case=Par,ru_gsd-ud-dev_Case=Par,ru_gsd-ud-train_Case=Par
0,es_gsd-ud-train_Case=Com,7.566861556093086,4.58475735453906,4.743416490252569,45.613260729226035,40.614514414965434,28.2412818405964,136.03124641052142,4.743416490252569,4.743416490252569,15.216566396250615,15.225616572080096,13.59177449033929,42.7609635064506,4.743416490252569,4.743416490252569,18.308258513312786,87.95803497665813,76.66939787521667,78.22360801727103,79.70884518044406,4.743416490252569,4.743416490252569,4.743416490252569,7.905694150420948,31.701053454474614,25.53276081821157,14.218298069740976,8.006099745574913,6.476363760706148,8.222349751932677,8.51147579408768,4.743416490252569,4.743416490252569
1,fi_ood-ud-test_Case=Com,8.540615152603214,4.595650117230423,2.6457513110645907,46.91795012730492,41.870562980706744,29.437561040276417,137.41542853697325,2.6457513110645907,2.6457513110645907,16.389210582417007,16.34776437314901,14.755701129350303,44.328320518603,2.6457513110645907,2.6457513110645907,19.52696851233738,89.31107914548724,78.01470785235198,79.5460194785134,81.86268991427048,2.6457513110645907,2.6457513110645907,2.6457513110645907,10.0,32.936152226038644,26.81854535577946,15.422710527011779,9.024621154499979,7.164977640039393,9.055397791394082,9.338542610497493,2.6457513110645907,2.6457513110645907
2,es_ancora-ud-train_Case=Com,4.795108194700969,5.2459508194416005,9.219544457292887,41.22162800735608,36.27579796511085,24.0160363090998,131.5750736271882,9.219544457292887,9.219544457292887,11.272577041764059,11.329580751289962,9.730661436844107,38.7556447501522,9.219544457292887,9.219544457292887,14.234624448158815,83.51064412193752,72.22779331267415,73.78778622979696,75.60753930660618,9.219544457292887,9.219544457292887,9.219544457292887,4.242640687119285,27.45321497285298,21.347936082909747,10.332473082471592,5.119865013013458,4.693819344974557,5.577086522715138,5.746338674605362,9.219544457292887,9.219544457292887
3,es_ancora-ud-test_Case=Com,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
4,es_ancora-ud-dev_Case=Com,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
5,sms_giellagas-ud-test_Case=Com,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
6,et_ewt-ud-train_Case=Com,6.520697788707311,7.146940984232259,9.727331990547098,42.221455599987685,37.38167456627859,25.233529036865235,132.23362695912652,9.727331990547098,9.727331990547098,12.567063918883667,12.634298507057373,11.045559633529201,38.95066521880794,9.727331990547098,9.727331990547098,15.44715623381958,84.34538573124092,73.10795837807089,74.69481206887866,74.9341851144418,9.727331990547098,9.727331990547098,9.727331990547098,4.068700159467926,28.420975561226815,22.406932865345468,11.688117845291947,6.947900520669284,6.60252627631979,7.407511230638905,7.6449704333651,9.727331990547098,9.727331990547098
7,et_ewt-ud-test_Case=Com,6.561977352947912,5.618093556235209,7.497106880006976,43.705538837843825,38.78830331521857,26.511648772966897,133.92816009381932,7.497106880006976,7.497106880006976,13.594669998935533,13.634502115364695,12.00151690760564,40.624972981554905,7.497106880006976,7.497106880006976,16.60714443982721,85.94959699563708,74.68587590853001,76.25851124425444,77.05504096970537,7.497106880006976,7.497106880006976,7.497106880006976,5.545454545454545,29.83569091203948,23.737510308816233,12.653539667448886,7.027422307415585,6.071622462296171,7.389579744679617,7.665072440817956,7.497106880006976,7.497106880006976
8,et_ewt-ud-dev_Case=Com,7.260090389927709,8.497116671879775,11.28188777357483,41.41406921141881,36.63219702697852,24.629547866316454,131.28078544897258,11.28188777357483,11.28188777357483,12.34635762533839,12.462687252503732,10.927304673691168,38.01087273769167,11.28188777357483,11.28188777357483,15.05038715698483,83.42743883400583,72.20894209511347,73.80875583571726,73.52216172327097,11.28188777357483,11.28188777357483,11.28188777357483,3.6815375875121066,27.771440966830394,21.782851958887516,11.49090909090909,7.568171923934687,7.606766694301088,8.09445797627707,8.289034833042734,11.28188777357483,11.28188777357483
9,ml_ufal-ud-test_Case=Com,7.7576388603788695,8.556868586112563,11.022703842524301,42.0088445894446,37.22494695631247,25.237274020781246,131.89958301677834,11.022703842524301,11.022703842524301,13.0035638722355,13.12742929899072,11.583373258400545,38.555155297314,11.022703842524301,11.022703842524301,15.70239507674617,84.01924520021493,72.79968846971688,74.40003138051412,73.90872749547242,11.022703842524301,11.022703842524301,11.022703842524301,4.183300132670378,28.424580737865895,22.42452619343383,12.135073135337915,8.049219889430427,7.9617897530408435,8.569195949022339,8.769913660172163,11.022703842524301,11.022703842524301
