,Treebank,hu_szeged-ud-dev_Case=Ine,hu_szeged-ud-test_Case=Ine,hu_szeged-ud-train_Case=Ine,fi_ood-ud-test_Case=Ine,et_ewt-ud-train_Case=Ine,et_ewt-ud-test_Case=Ine,et_ewt-ud-dev_Case=Ine,si_stb-ud-test_Case=Ine,olo_kkpp-ud-test_Case=Ine,olo_kkpp-ud-train_Case=Ine,mdf_jr-ud-test_Case=Ine,mdf_jr-ud-train_Case=Ine,vep_vwt-ud-test_Case=Ine,fi_tdt-ud-train_Case=Ine,fi_tdt-ud-test_Case=Ine,fi_tdt-ud-dev_Case=Ine,myv_jr-ud-test_Case=Ine,myv_jr-ud-train_Case=Ine,kpv_ikdp-ud-test_Case=Ine,kpv_lattice-ud-test_Case=Ine,kpv_lattice-ud-train_Case=Ine,fi_pud-ud-test_Case=Ine,et_edt-ud-dev_Case=Ine,et_edt-ud-train_Case=Ine,et_edt-ud-test_Case=Ine,koi_uh-ud-train_Case=Ine,koi_uh-ud-test_Case=Ine,arr_tudet-ud-test_Case=Ine,krl_kkpp-ud-test_Case=Ine,eu_bdt-ud-train_Case=Ine,eu_bdt-ud-test_Case=Ine,eu_bdt-ud-dev_Case=Ine,fi_ftb-ud-dev_Case=Ine,fi_ftb-ud-train_Case=Ine,fi_ftb-ud-test_Case=Ine,ab_abnc-ud-test_Case=Ine
0,hu_szeged-ud-dev_Case=Ade,78.5384559467526,52.446773613826814,31.66434075174126,509.4445888048081,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,167.3433225485248,73.03537884135332,111.67592079191567,1.3375584099395434,1.3375584099395434,1.3375584099395434,260.4192083209301,1.3375584099395434,80.67423646894304,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434
1,hu_szeged-ud-test_Case=Ade,78.55128728243614,52.45178118150447,31.672114977026183,509.444075706244,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,167.342773039674,73.03533472466047,111.67472813787361,1.3144621146642357,1.3144621146642357,1.3144621146642357,260.4177799581726,1.3144621146642357,80.6748869648358,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357
2,hu_szeged-ud-train_Case=Ade,78.592906804622,52.49519025587011,31.7145507382945,509.5003385671103,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,167.39837263456667,73.0902524280769,111.73100385399847,1.2629330940315089,1.2629330940315089,1.2629330940315089,260.476668820837,1.2629330940315089,80.72802095522309,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089
3,fi_ood-ud-test_Case=Ade,78.19825336881674,52.11192936017335,31.327977983732513,508.99218229073347,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,166.90426725000023,72.59552313703621,111.23599359022084,1.7886065521032837,1.7886065521032837,1.7886065521032837,259.9854370149508,1.7886065521032837,80.24850632618848,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837
4,et_ewt-ud-train_Case=Ade,78.12005651318479,52.037585145362755,31.252960534734914,508.89420068822807,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,166.8073400920497,72.49859622083511,111.13883775125281,1.897422799077966,1.897422799077966,1.897422799077966,259.8898210473172,1.897422799077966,80.15472067913751,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966
5,et_ewt-ud-test_Case=Ade,78.13489239481964,52.05196796612022,31.26651575248516,508.9180227048286,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,166.82985773242493,72.52146944706904,111.16119561047392,1.8771070193697335,1.8771070193697335,1.8771070193697335,259.9096157883486,1.8771070193697335,80.17803724016237,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335
6,et_ewt-ud-dev_Case=Ade,77.93390045099868,51.859356335247476,31.07240244604564,508.65539912766917,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,166.58014176617223,72.27081442244824,110.91085954689964,2.166296264635297,2.166296264635297,2.166296264635297,259.6615394349506,2.166296264635297,79.93536138971228,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297
7,olo_kkpp-ud-test_Case=Ade,78.05103007903799,51.974716845171315,31.190949749252393,508.8485997887045,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,166.74754949816656,72.44243181987916,111.0780367825396,2.0006924009208644,2.0006924009208644,2.0006924009208644,259.81643850505594,2.0006924009208644,80.09470481207731,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644
8,vep_vwt-ud-test_Case=Ade,78.30125584348355,52.21087583593629,31.429606817015813,509.12901442889046,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,167.02703179392978,72.71886504431525,111.35802121485855,1.6593171286204857,1.6593171286204857,1.6593171286204857,260.11180929233745,1.6593171286204857,80.36532826035464,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857
9,fi_tdt-ud-train_Case=Ade,77.94136798235982,51.86692181711611,31.081431082521114,508.67944920993983,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,166.59272469729564,72.28482937886513,110.92423736018111,2.1333499449356674,2.1333499449356674,2.1333499449356674,259.67510769261094,2.1333499449356674,79.9462023767437,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674
10,fi_tdt-ud-test_Case=Ade,77.92090575968176,51.84806092625375,31.063390608964877,508.65886970660875,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,166.57152347309525,72.2643442851431,110.90242504004223,2.160771997383269,2.160771997383269,2.160771997383269,259.64972237206393,2.160771997383269,79.92464442705806,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269
11,fi_tdt-ud-dev_Case=Ade,77.91192541869941,51.83823766635728,31.052660605495362,508.64690065999656,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,166.55882904882426,72.25121141559086,110.88928138293431,2.171466165088107,2.171466165088107,2.171466165088107,259.63924611362,2.171466165088107,79.91372490737388,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107
12,fi_pud-ud-test_Case=Ade,77.74586285685335,51.68049120757418,30.89414749725492,508.44376750408173,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,166.35979079526865,72.05288437377459,110.69143104195639,2.3950690043825595,2.3950690043825595,2.3950690043825595,259.44007837260517,2.3950690043825595,79.72052817191124,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595
