,Treebank,si_stb-ud-test_Case=Cns,kpv_lattice-ud-test_Case=Cns,wbp_ufal-ud-test_Case=Cns
0,sah_yktdt-ud-test_Case=Cmp,3.7416573867739413,1.0,1.0
1,ml_ufal-ud-test_Case=Cmp,2.8284271247461903,2.23606797749979,2.23606797749979
2,egy_ujaen-ud-test_Case=Cmp,4.58257569495584,0.0,0.0
3,mdf_jr-ud-test_Case=Cmp,4.58257569495584,0.0,0.0
4,myv_jr-ud-test_Case=Cmp,4.58257569495584,0.0,0.0
5,myv_jr-ud-train_Case=Cmp,9.899494936611665,12.84523257866513,12.84523257866513
6,kpv_lattice-ud-test_Case=Cmp,4.58257569495584,0.0,0.0
7,sjo_xdt-ud-test_Case=Cmp,8.366600265340756,10.63014581273465,10.63014581273465
8,koi_uh-ud-train_Case=Cmp,4.58257569495584,0.0,0.0
9,gu_gujtb-ud-test_Case=Cmp,3.7416573867739413,1.0,1.0
