,Treebank,hu_szeged-ud-dev_Case=Ine,hu_szeged-ud-test_Case=Ine,hu_szeged-ud-train_Case=Ine,fi_ood-ud-test_Case=Ine,et_ewt-ud-train_Case=Ine,et_ewt-ud-test_Case=Ine,et_ewt-ud-dev_Case=Ine,si_stb-ud-test_Case=Ine,olo_kkpp-ud-test_Case=Ine,olo_kkpp-ud-train_Case=Ine,mdf_jr-ud-test_Case=Ine,mdf_jr-ud-train_Case=Ine,vep_vwt-ud-test_Case=Ine,fi_tdt-ud-train_Case=Ine,fi_tdt-ud-test_Case=Ine,fi_tdt-ud-dev_Case=Ine,myv_jr-ud-test_Case=Ine,myv_jr-ud-train_Case=Ine,kpv_ikdp-ud-test_Case=Ine,kpv_lattice-ud-test_Case=Ine,kpv_lattice-ud-train_Case=Ine,fi_pud-ud-test_Case=Ine,et_edt-ud-dev_Case=Ine,et_edt-ud-train_Case=Ine,et_edt-ud-test_Case=Ine,koi_uh-ud-train_Case=Ine,koi_uh-ud-test_Case=Ine,arr_tudet-ud-test_Case=Ine,krl_kkpp-ud-test_Case=Ine,eu_bdt-ud-train_Case=Ine,eu_bdt-ud-test_Case=Ine,eu_bdt-ud-dev_Case=Ine,fi_ftb-ud-dev_Case=Ine,fi_ftb-ud-train_Case=Ine,fi_ftb-ud-test_Case=Ine,ab_abnc-ud-test_Case=Ine
0,hu_szeged-ud-dev_Case=Ill,78.58140340127703,52.48000187574187,31.700370044778875,509.4786690659792,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,167.3765343610406,73.06864553633271,111.70903353191919,1.278845324000557,1.278845324000557,1.278845324000557,260.4539725344942,1.278845324000557,80.70710045461867,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557
1,hu_szeged-ud-test_Case=Ill,78.51522284577923,52.41801487121104,31.63672407791146,509.4067104683008,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,167.30578769259546,72.99773234970927,111.63823857313558,1.3689738821885769,1.3689738821885769,1.3689738821885769,260.3793198749132,1.3689738821885769,80.63732206796847,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769
2,hu_szeged-ud-train_Case=Ill,78.66241945534031,52.55857255845821,31.779789192369623,509.57354704270017,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,167.4703354317519,73.16217420612855,111.80298823829506,1.1689791895833785,1.1689791895833785,1.1689791895833785,260.55209515588905,1.1689791895833785,80.79888293081297,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785
3,fi_ood-ud-test_Case=Ill,78.13948993946659,52.05568065062641,31.27206986072334,508.9438533748099,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,166.8455563397565,72.53922723602727,111.17555536277848,1.8756033695853715,1.8756033695853715,1.8756033695853715,259.9210608781059,1.8756033695853715,80.19078481741312,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715
4,sms_giellagas-ud-test_Case=Ill,75.17758810367901,49.25682255181748,28.52826743813554,505.4359809750366,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,163.40124798090002,69.13090463250602,107.73997045928638,6.117168714889247,6.117168714889247,6.117168714889247,255.63684697410935,6.117168714889247,76.85125827344102,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247
5,sms_giellagas-ud-train_Case=Ill,78.79562170577753,52.684596104237784,31.908369502707743,509.7234544338724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,167.6189328422888,73.31057222529367,111.95187458109946,1.0,1.0,1.0,260.7067317888052,1.0,80.94392112658578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,et_ewt-ud-train_Case=Ill,74.96016523770851,49.072509419471814,28.367848155279955,505.0254548047881,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,163.05862265952888,68.80261301945785,107.39539087464351,6.5912452584836325,6.5912452584836325,6.5912452584836325,255.99561372916284,6.5912452584836325,76.53807658361103,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325
7,et_ewt-ud-test_Case=Ill,75.64287408606312,49.698434582992654,28.94598457936261,505.8975137317834,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,163.88461652539024,69.60470099066586,108.21489402521674,5.397629109155241,5.397629109155241,5.397629109155241,256.86364943292386,5.397629109155241,77.32732779871418,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241
8,et_ewt-ud-dev_Case=Ill,71.39338507241946,45.85672803605639,25.491142879615737,500.3839513467954,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,158.60556400120188,64.45864211422605,102.97206860882346,11.756269669551216,11.756269669551216,11.756269669551216,251.38834254084279,11.756269669551216,72.30744317930377,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216
9,egy_ujaen-ud-test_Case=Ill,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
