,Treebank,fi_ood-ud-test_Case=Par,sah_yktdt-ud-test_Case=Par,sms_giellagas-ud-test_Case=Par,et_ewt-ud-train_Case=Par,et_ewt-ud-test_Case=Par,et_ewt-ud-dev_Case=Par,olo_kkpp-ud-test_Case=Par,olo_kkpp-ud-train_Case=Par,vep_vwt-ud-test_Case=Par,fi_tdt-ud-train_Case=Par,fi_tdt-ud-test_Case=Par,fi_tdt-ud-dev_Case=Par,ru_taiga-ud-train_Case=Par,ru_taiga-ud-dev_Case=Par,ru_taiga-ud-test_Case=Par,fi_pud-ud-test_Case=Par,et_edt-ud-dev_Case=Par,et_edt-ud-train_Case=Par,et_edt-ud-test_Case=Par,ru_syntagrus-ud-train_Case=Par,ru_syntagrus-ud-dev_Case=Par,ru_syntagrus-ud-test_Case=Par,ru_poetry-ud-dev_Case=Par,ru_poetry-ud-train_Case=Par,krl_kkpp-ud-test_Case=Par,eu_bdt-ud-train_Case=Par,eu_bdt-ud-test_Case=Par,eu_bdt-ud-dev_Case=Par,fi_ftb-ud-dev_Case=Par,fi_ftb-ud-train_Case=Par,fi_ftb-ud-test_Case=Par,ru_gsd-ud-dev_Case=Par,ru_gsd-ud-train_Case=Par
0,egy_ujaen-ud-test_Case=Lat,9.961042212637476,5.542562584220407,1.0,48.29837284690319,43.21959645815241,30.79074536285213,138.84523758487362,1.0,1.0,17.800626985468384,17.760050675603377,16.189549170238305,45.760244754590204,1.0,1.0,20.92150278882548,90.70458532680671,79.39432365368505,80.92028140181397,83.39964028699404,1.0,1.0,1.0,11.489125293076057,34.33674920080543,28.186599209553464,16.803571049035977,10.372927896023123,8.493845726204494,10.403091508297827,10.675569145685767,1.0,1.0
1,mdf_jr-ud-test_Case=Lat,26.646591401144075,30.5027867579341,34.677081768799404,31.794110660933743,28.87927397588037,23.051464161740352,114.6669089144728,34.677081768799404,34.677081768799404,22.73171539416729,22.80108330759747,23.253496464858387,28.88771365130858,34.677081768799404,34.677081768799404,21.951158209521488,68.54280353877434,58.18606183969861,59.76260716264002,61.41253943617704,34.677081768799404,34.677081768799404,34.677081768799404,25.913317039699876,23.564594701729757,21.52868725677439,23.198275797998434,26.51888910361708,27.774293378362852,26.569827371335776,26.51644606508692,34.677081768799404,34.677081768799404
2,myv_jr-ud-test_Case=Lat,5.911131491194351,6.757866551699472,9.717071966559976,41.8163928143485,36.95122843858926,24.755360050697494,131.91375845385306,9.717071966559976,9.717071966559976,12.013367969066577,12.083985509140764,10.47381126041753,38.57417454915607,9.717071966559976,9.717071966559976,14.93075271765057,83.97691924603836,72.73890648808052,74.32267848503632,74.9764425813119,9.717071966559976,9.717071966559976,9.717071966559976,4.085855464408043,28.036583153060572,21.90441941426508,11.0946193495945,6.278910346946743,5.9439823380205175,6.718201739478663,6.970325418259004,9.717071966559976,9.717071966559976
3,myv_jr-ud-train_Case=Lat,6.457791374926428,8.417769477433236,11.769480071652476,40.40283302948049,35.608445012329,23.554187569647052,130.3082803734448,11.769480071652476,11.769480071652476,11.190631584088306,11.291109425832154,9.772075559197862,37.105166600215554,11.769480071652476,11.769480071652476,13.92541386077441,82.43813237222888,71.22900753259783,72.82270017760275,73.23637153561391,11.769480071652476,11.769480071652476,11.769480071652476,3.869781209780502,26.740573280341046,20.659975353605102,10.35851548124569,6.7128496361214145,6.935833957761956,7.183148034551537,7.382230258691059,11.769480071652476,11.769480071652476
4,sjo_xdt-ud-test_Case=Lat,9.780822549692326,5.405119101370477,1.202211503854459,48.12373316133076,43.049511140696,30.621831468741384,138.66576835145725,1.202211503854459,1.202211503854459,17.6232942275116,17.585817083661478,16.00984301180152,45.563914587094025,1.202211503854459,1.202211503854459,20.744560608329667,90.52854713902171,79.21918240262418,80.74711706147575,83.15464696876538,1.202211503854459,1.202211503854459,1.202211503854459,11.244790460475464,34.16320132607129,28.01060067188849,16.625065789343513,10.195429946301472,8.32822578595459,10.236566591737994,10.510669784075697,1.202211503854459,1.202211503854459
5,eu_bdt-ud-train_Case=Lat,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
6,eu_bdt-ud-test_Case=Lat,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
7,eu_bdt-ud-dev_Case=Lat,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
8,fi_ftb-ud-dev_Case=Lat,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
9,fi_ftb-ud-train_Case=Lat,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
