,Treebank,hu_szeged-ud-dev_Case=Ade,hu_szeged-ud-test_Case=Ade,hu_szeged-ud-train_Case=Ade,fi_ood-ud-test_Case=Ade,et_ewt-ud-train_Case=Ade,et_ewt-ud-test_Case=Ade,et_ewt-ud-dev_Case=Ade,olo_kkpp-ud-test_Case=Ade,vep_vwt-ud-test_Case=Ade,fi_tdt-ud-train_Case=Ade,fi_tdt-ud-test_Case=Ade,fi_tdt-ud-dev_Case=Ade,fi_pud-ud-test_Case=Ade,et_edt-ud-dev_Case=Ade,et_edt-ud-train_Case=Ade,et_edt-ud-test_Case=Ade,krl_kkpp-ud-test_Case=Ade,fi_ftb-ud-dev_Case=Ade,fi_ftb-ud-train_Case=Ade,fi_ftb-ud-test_Case=Ade
0,egy_ujaen-ud-test_Case=Lat,0.4050462936504913,0.335299918733898,0.3082207001484488,0.8146657764756383,0.9298928155685491,0.9091540382121331,1.2126901021904224,1.0526315789473684,0.697614984548545,1.1640891530224247,1.19408613676893,1.2004080938733854,1.4264862419387834,0.8046556425732687,0.8331528819533678,0.6989284488146839,0.6491430649325309,1.0,1.0,1.0
1,mdf_jr-ud-test_Case=Lat,33.54905456939137,33.54785507125093,33.60200886851856,33.15565620818079,33.069121259661365,33.08713313732418,32.86510401213413,32.996453263613645,33.26489641248464,32.87165656980906,32.848268061348385,32.83801555067119,32.6568170344162,33.16434882826927,33.14301186657942,33.25405615825778,33.299532830337874,34.677081768799404,34.677081768799404,34.677081768799404
2,myv_jr-ud-test_Case=Lat,8.589454692906157,8.589043944268242,8.64018814839523,8.205920815764886,8.124758761598883,8.141067146777376,7.93312858396236,8.063940010925515,8.31859743952558,7.937799772026649,7.918248562326271,7.90640868940973,7.7366184551174495,8.217839056648423,8.197129976172537,8.302915010451292,8.349893126929631,9.717071966559976,9.717071966559976,9.717071966559976
3,myv_jr-ud-train_Case=Lat,10.635091828587063,10.63459569772477,10.686747412002113,10.248575683769229,10.16640443833624,10.182703109091277,9.970935827155756,10.100309609444379,10.361703700708066,9.975389254769235,9.955311679401905,9.94324566001238,9.769419050220092,10.25987362788401,10.238946088487044,10.346665178472021,10.393753703912411,11.769480071652476,11.769480071652476,11.769480071652476
4,sjo_xdt-ud-test_Case=Lat,0.3423265984407288,0.25952633800511116,0.2675116819879087,0.6679065253261516,0.7807717530227497,0.7607179155347996,1.0603127450351386,0.9072389889673466,0.5652248814999802,1.0068025378901828,1.0370988822318294,1.041567818439185,1.2643755959739036,0.6593749999999999,0.6868808528937401,0.5607829696616152,0.5186935210218072,1.202211503854459,1.202211503854459,1.202211503854459
5,eu_bdt-ud-train_Case=Lat,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
6,eu_bdt-ud-test_Case=Lat,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
7,eu_bdt-ud-dev_Case=Lat,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
8,fi_ftb-ud-dev_Case=Lat,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
9,fi_ftb-ud-train_Case=Lat,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
10,fi_ftb-ud-test_Case=Lat,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
11,ab_abnc-ud-test_Case=Lat,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
