,Treebank,ml_ufal-ud-test_Case=Ben,egy_ujaen-ud-test_Case=Ben,si_stb-ud-test_Case=Ben,ta_mwtt-ud-test_Case=Ben,eu_bdt-ud-train_Case=Ben,eu_bdt-ud-test_Case=Ben,eu_bdt-ud-dev_Case=Ben,am_att-ud-test_Case=Ben,ab_abnc-ud-test_Case=Ben
0,hu_szeged-ud-dev_Case=Tra,0.5863019699779287,1.5309310892394863,1.5309310892394863,0.5863019699779287,0.4005676716381421,0.3903741478487554,0.33194274530281503,1.5309310892394863,0.5863019699779287
1,hu_szeged-ud-test_Case=Tra,0.2041241452319316,1.1726039399558574,1.1726039399558574,0.2041241452319316,0.1887320944538748,0.46976484792466006,0.3347001963747365,1.1726039399558574,0.2041241452319316
2,hu_szeged-ud-train_Case=Tra,0.14966629547095772,1.1235657524150513,1.1235657524150513,0.14966629547095772,0.2001420508388563,0.5032536115427928,0.3622001205627079,1.1235657524150513,0.14966629547095772
3,fi_ood-ud-test_Case=Tra,2.5089613467008616,3.451894652855358,3.451894652855358,2.5089613467008616,2.271449805544273,2.0057590195316837,2.1247752543226643,3.451894652855358,2.5089613467008616
4,et_ewt-ud-train_Case=Tra,3.20894794890405,4.0984566532751705,4.0984566532751705,3.20894794890405,2.9881082020840637,2.7462161604284607,2.8486915293054036,4.0984566532751705,3.20894794890405
5,et_ewt-ud-test_Case=Tra,3.2007652146297256,4.100771455544949,4.100771455544949,3.2007652146297256,2.974825083623524,2.7229856858976373,2.834138731379286,4.100771455544949,3.2007652146297256
6,et_ewt-ud-dev_Case=Tra,4.485218779502289,5.3378073681990434,5.3378073681990434,4.485218779502289,4.270998904483737,4.03570818895764,4.138389849323369,5.3378073681990434,4.485218779502289
7,gub_tudet-ud-test_Case=Tra,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
8,olo_kkpp-ud-test_Case=Tra,1.0101525445522108,1.932535608352669,1.932535608352669,1.0101525445522108,0.7920619015793428,0.5940199174972771,0.6744711827166762,1.932535608352669,1.0101525445522108
9,mdf_jr-ud-test_Case=Tra,3.0669610365963242,3.9567979478361033,3.9567979478361033,3.0669610365963242,2.8509150047525984,2.6073406583417476,2.713643760103268,3.9567979478361033,3.0669610365963242
