,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,hu_szeged-ud-dev_Case=Ess,1.4824071182362595,1.5912404245609348,1.490869107819003
1,hu_szeged-ud-test_Case=Ess,0.9055494205654486,1.0029016503261141,0.9134183185656821
2,hu_szeged-ud-train_Case=Ess,0.5317159047069,0.6183436501782764,0.5378524968333971
3,fi_ood-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
4,sms_giellagas-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
5,et_ewt-ud-train_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
6,et_ewt-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
7,et_ewt-ud-dev_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
8,egy_ujaen-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
9,olo_kkpp-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
10,olo_kkpp-ud-train_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
11,vep_vwt-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
12,fi_tdt-ud-train_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
13,fi_tdt-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
14,fi_tdt-ud-dev_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
15,fi_pud-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
16,et_edt-ud-dev_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
17,et_edt-ud-train_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
18,et_edt-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
19,sme_giella-ud-train_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
20,sme_giella-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
21,ka_glc-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
22,krl_kkpp-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
23,eu_bdt-ud-train_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
24,eu_bdt-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
25,eu_bdt-ud-dev_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
26,fi_ftb-ud-dev_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
27,fi_ftb-ud-train_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
28,fi_ftb-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
29,ab_abnc-ud-test_Case=Ess,1.259531560972737,1.08869426309121,1.2452843148017878
