,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,fi_ood-ud-test_Case=Par,9.961042212637476,15.063540754122773
1,sah_yktdt-ud-test_Case=Par,5.542562584220407,17.891897607576457
2,sms_giellagas-ud-test_Case=Par,1.0,21.494185260204677
3,et_ewt-ud-train_Case=Par,48.29837284690319,37.17441191587473
4,et_ewt-ud-test_Case=Par,43.21959645815241,32.94471992045341
5,et_ewt-ud-dev_Case=Par,30.79074536285213,22.48710741736251
6,olo_kkpp-ud-test_Case=Par,138.84523758487362,124.78381305281547
7,olo_kkpp-ud-train_Case=Par,1.0,21.494185260204677
8,vep_vwt-ud-test_Case=Par,1.0,21.494185260204677
9,fi_tdt-ud-train_Case=Par,17.800626985468384,14.427859650132287
10,fi_tdt-ud-test_Case=Par,17.760050675603377,14.46026970702829
11,fi_tdt-ud-dev_Case=Par,16.189549170238305,14.102368000957858
12,ru_taiga-ud-train_Case=Par,45.760244754590204,34.68429039204925
13,ru_taiga-ud-dev_Case=Par,1.0,21.494185260204677
14,ru_taiga-ud-test_Case=Par,1.0,21.494185260204677
15,fi_pud-ud-test_Case=Par,20.92150278882548,15.58239307224942
16,et_edt-ud-dev_Case=Par,90.70458532680671,77.75885445636902
17,et_edt-ud-train_Case=Par,79.39432365368505,66.77900957926455
18,et_edt-ud-test_Case=Par,80.92028140181397,68.40156255766806
19,ru_syntagrus-ud-train_Case=Par,83.39964028699404,70.16053021464418
20,ru_syntagrus-ud-dev_Case=Par,1.0,21.494185260204677
21,ru_syntagrus-ud-test_Case=Par,1.0,21.494185260204677
22,ru_poetry-ud-dev_Case=Par,1.0,21.494185260204677
23,ru_poetry-ud-train_Case=Par,11.489125293076057,14.66287829861518
24,krl_kkpp-ud-test_Case=Par,34.33674920080543,24.743374222228354
25,eu_bdt-ud-train_Case=Par,28.186599209553464,19.921329649398405
26,eu_bdt-ud-test_Case=Par,16.803571049035977,14.551975810864997
27,eu_bdt-ud-dev_Case=Par,10.372927896023123,15.124532365992039
28,fi_ftb-ud-dev_Case=Par,8.493845726204494,15.306213346011223
29,fi_ftb-ud-train_Case=Par,10.403091508297827,14.474357859439133
30,fi_ftb-ud-test_Case=Par,10.675569145685767,14.681253528079493
31,ru_gsd-ud-dev_Case=Par,1.0,21.494185260204677
32,ru_gsd-ud-train_Case=Par,1.0,21.494185260204677
