,Treebank,egy_ujaen-ud-test_Case=Sub
0,ess_sli-ud-test_Case=Equ,1.3416407864998738
1,gub_tudet-ud-test_Case=Equ,0.894427190999916
2,egy_ujaen-ud-test_Case=Equ,0.894427190999916
3,ky_ktmu-ud-test_Case=Equ,0.894427190999916
4,tt_nmctt-ud-test_Case=Equ,0.894427190999916
5,tr_gb-ud-test_Case=Equ,0.894427190999916
6,ota_boun-ud-train_Case=Equ,0.894427190999916
7,ota_boun-ud-test_Case=Equ,0.894427190999916
8,qtd_sagt-ud-test_Case=Equ,0.894427190999916
9,qtd_sagt-ud-dev_Case=Equ,0.894427190999916
10,qtd_sagt-ud-train_Case=Equ,0.894427190999916
11,tr_imst-ud-train_Case=Equ,0.894427190999916
12,tr_imst-ud-dev_Case=Equ,0.894427190999916
13,tr_imst-ud-test_Case=Equ,0.894427190999916
14,tr_boun-ud-dev_Case=Equ,0.894427190999916
15,tr_boun-ud-test_Case=Equ,0.894427190999916
16,tr_boun-ud-train_Case=Equ,0.894427190999916
