,Treebank,kpv_ikdp-ud-test_Case=Egr,kpv_lattice-ud-test_Case=Egr,kpv_lattice-ud-train_Case=Egr,koi_uh-ud-train_Case=Egr,koi_uh-ud-test_Case=Egr
0,hu_szeged-ud-dev_Case=Ill,3.528969705296421,9.217029194968404,1.278845324000557,1.278845324000557,1.278845324000557
1,hu_szeged-ud-test_Case=Ill,3.4692044927757015,9.145061727853097,1.3689738821885769,1.3689738821885769,1.3689738821885769
2,hu_szeged-ud-train_Case=Ill,3.610149444599999,9.311275190810996,1.1689791895833785,1.1689791895833785,1.1689791895833785
3,fi_ood-ud-test_Case=Ill,3.1250420797166876,8.70757647109688,1.8756033695853715,1.8756033695853715,1.8756033695853715
4,sms_giellagas-ud-test_Case=Ill,3.428277471231447,4.810610700175392,6.117168714889247,6.117168714889247,6.117168714889247
5,sms_giellagas-ud-train_Case=Ill,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
6,et_ewt-ud-train_Case=Ill,3.993612254118322,5.967263264817655,6.5912452584836325,6.5912452584836325,6.5912452584836325
7,et_ewt-ud-test_Case=Ill,3.028927202822808,6.241346008674731,5.397629109155241,5.397629109155241,5.397629109155241
8,et_ewt-ud-dev_Case=Ill,8.438594464910011,6.040501164720329,11.756269669551216,11.756269669551216,11.756269669551216
9,egy_ujaen-ud-test_Case=Ill,4.58257569495584,10.36822067666386,0.0,0.0,0.0
10,si_stb-ud-test_Case=Ill,4.58257569495584,10.36822067666386,0.0,0.0,0.0
11,lt_alksnis-ud-test_Case=Ill,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
12,lt_alksnis-ud-dev_Case=Ill,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
13,lt_alksnis-ud-train_Case=Ill,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
14,olo_kkpp-ud-test_Case=Ill,3.15150006548023,8.742536969479849,1.842143079204315,1.842143079204315,1.842143079204315
15,olo_kkpp-ud-train_Case=Ill,4.58257569495584,10.36822067666386,0.0,0.0,0.0
16,mdf_jr-ud-test_Case=Ill,5.768990379607163,2.8339460121886586,8.705242673240075,8.705242673240075,8.705242673240075
17,mdf_jr-ud-train_Case=Ill,4.58257569495584,10.36822067666386,0.0,0.0,0.0
18,vep_vwt-ud-test_Case=Ill,3.29772648956823,8.920482049754934,1.635542723379613,1.635542723379613,1.635542723379613
19,fi_tdt-ud-train_Case=Ill,3.0676882139743427,8.620807246767404,1.960920608682236,1.960920608682236,1.960920608682236
20,fi_tdt-ud-test_Case=Ill,3.06742975525227,8.620710458795076,1.9640267731056948,1.9640267731056948,1.9640267731056948
21,fi_tdt-ud-dev_Case=Ill,3.1033581790960554,8.672024142002241,1.9045597042899167,1.9045597042899167,1.9045597042899167
22,myv_jr-ud-test_Case=Ill,3.2123409908080234,8.763249652799528,1.7104654390763518,1.7104654390763518,1.7104654390763518
23,myv_jr-ud-train_Case=Ill,3.3468712721049285,8.944909528160183,1.5026261478525773,1.5026261478525773,1.5026261478525773
24,kpv_ikdp-ud-test_Case=Ill,2.910899059282773,8.250656539532677,2.3108440016582685,2.3108440016582685,2.3108440016582685
25,kpv_lattice-ud-test_Case=Ill,6.363760600430522,3.9457416984668945,9.44519638196462,9.44519638196462,9.44519638196462
26,kpv_lattice-ud-train_Case=Ill,4.58257569495584,10.36822067666386,0.0,0.0,0.0
27,fi_pud-ud-test_Case=Ill,3.056233191784986,8.60103576463492,1.983108213213122,1.983108213213122,1.983108213213122
28,et_edt-ud-dev_Case=Ill,2.7555345255579633,6.9734270489664,4.410228268319544,4.410228268319544,4.410228268319544
29,et_edt-ud-train_Case=Ill,2.7240845878748106,6.997655158865734,4.347833450101511,4.347833450101511,4.347833450101511
30,et_edt-ud-test_Case=Ill,3.1541883345695574,6.420279463332112,5.3714540403661655,5.3714540403661655,5.3714540403661655
31,koi_uh-ud-train_Case=Ill,4.58257569495584,10.36822067666386,0.0,0.0,0.0
32,koi_uh-ud-test_Case=Ill,27.676705006196094,21.805962487356524,31.25699921617557,31.25699921617557,31.25699921617557
33,sme_giella-ud-train_Case=Ill,3.6245937405770277,9.320552117478762,1.152010514482039,1.152010514482039,1.152010514482039
34,sme_giella-ud-test_Case=Ill,3.582971092868667,9.275115336046262,1.2072765064707807,1.2072765064707807,1.2072765064707807
35,krl_kkpp-ud-test_Case=Ill,3.472999912908396,9.14804505864842,1.3562839573037448,1.3562839573037448,1.3562839573037448
36,fi_ftb-ud-dev_Case=Ill,4.58257569495584,10.36822067666386,0.0,0.0,0.0
37,fi_ftb-ud-train_Case=Ill,4.58257569495584,10.36822067666386,0.0,0.0,0.0
38,fi_ftb-ud-test_Case=Ill,4.58257569495584,10.36822067666386,0.0,0.0,0.0
