,Treebank,hu_szeged-ud-dev_Case=Abs,hu_szeged-ud-test_Case=Abs,hu_szeged-ud-train_Case=Abs,ess_sli-ud-test_Case=Abs,hit_hittb-ud-test_Case=Abs,mr_ufal-ud-dev_Case=Abs,mr_ufal-ud-test_Case=Abs,mr_ufal-ud-train_Case=Abs,wbp_ufal-ud-test_Case=Abs,nhi_itml-ud-test_Case=Abs,azz_itml-ud-test_Case=Abs,eu_bdt-ud-train_Case=Abs,eu_bdt-ud-test_Case=Abs,eu_bdt-ud-dev_Case=Abs,gu_gujtb-ud-test_Case=Abs
0,hu_szeged-ud-dev_Case=Ela,0.2454790158808573,0.09791194876770577,0.1346946282624798,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,86.19625287810626,1.0827689526491961,20.74017931264828,6.595093200833993,39.727727739790005,39.638302839704174,31.028889127134654,1.0827689526491961
1,hu_szeged-ud-test_Case=Ela,0.19651200331821028,0.13270794847868597,0.09071094102632499,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,86.1538443597219,1.146066921150376,20.68336657339109,6.52877808710463,39.668374863258094,39.579477165314195,30.969752464080692,1.146066921150376
2,hu_szeged-ud-train_Case=Ela,0.152234942509702,0.2219872901106383,0.18645971971157574,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,86.0607635711828,1.2450962012087863,20.599780824504823,6.443639014489809,39.57860036223173,39.48945939762032,30.87975637658492,1.2450962012087863
3,fi_ood-ud-test_Case=Ela,0.8937293089480358,1.0527172685326225,1.0059810113256387,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,85.35952696465758,2.068522117325686,19.842529159976312,5.658457663210945,38.82254978467761,38.73341055384602,30.12413801609637,2.068522117325686
4,et_ewt-ud-train_Case=Ela,0.5445392828160007,0.69275515402408,0.6525400630927897,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,85.61699713950509,1.731320857985841,20.150288703610396,5.964818993751939,39.115934312686235,39.026324222944986,30.416520828229178,1.731320857985841
5,et_ewt-ud-test_Case=Ela,0.5612138951891156,0.706500802425141,0.6473860494548485,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,85.63755614560793,1.7364217584408124,20.144321366053408,5.949619641490861,39.11996007718651,39.030975287089575,30.420910350579508,1.7364217584408124
6,et_ewt-ud-dev_Case=Ela,0.592110764889608,0.7413455620027403,0.6898429145500697,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,85.6110530195797,1.7642602345031582,20.115910378005296,5.923662508406671,39.09467784034965,39.00531500164789,30.395561116199683,1.7642602345031582
7,egy_ujaen-ud-test_Case=Ela,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
8,olo_kkpp-ud-test_Case=Ela,0.30897083774987844,0.3966205914619535,0.3314056890109938,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,85.91310275208198,1.4021363680319483,20.46292790617519,6.294438390239918,39.42408767687814,39.335265249126465,30.724977022898226,1.4021363680319483
9,olo_kkpp-ud-train_Case=Ela,0.31491832864888675,0.1087856586440842,0.16317848796612638,1.0,1.0,1.0,1.0,86.27861844049197,1.0,20.811914915959456,6.669999167083074,39.805698165950666,39.7164186927589,31.107078923747277,1.0
10,mdf_jr-ud-test_Case=Ela,19.567499900130258,19.746120383937765,19.70945267263483,20.728402414722332,20.728402414722332,20.728402414722332,20.728402414722332,71.10555533852471,20.728402414722332,12.52799334626063,14.525511219591419,24.917473142207594,24.855814132635278,17.312086245820712,20.728402414722332
11,mdf_jr-ud-train_Case=Ela,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
12,vep_vwt-ud-test_Case=Ela,0.4488276740484432,0.556696724081928,0.47806934210215585,1.541103500742244,1.541103500742244,1.541103500742244,1.541103500742244,85.84215165057316,1.541103500742244,20.35953836581605,6.1273845374548905,39.31089809033303,39.22217235045019,30.611580119770224,1.541103500742244
13,fi_tdt-ud-train_Case=Ela,1.1514653395490908,1.3052010182641507,1.2661760014355161,2.3139522010695543,2.3139522010695543,2.3139522010695543,2.3139522010695543,85.15113337608808,2.3139522010695543,19.63853302668762,5.463855114731989,38.61779676172174,38.52845385766342,29.919818863497984,2.3139522010695543
14,fi_tdt-ud-test_Case=Ela,0.9791597692869285,1.129854841231825,1.0924322088322211,2.1435170928508476,2.1435170928508476,2.1435170928508476,2.1435170928508476,85.30112640245346,2.1435170928508476,19.78115947258433,5.6052561652557324,38.769087038843914,38.6796052497037,30.070882930819707,2.1435170928508476
15,fi_tdt-ud-dev_Case=Ela,1.1168191249641888,1.27011567703501,1.2282505170070148,2.2829522933712147,2.2829522933712147,2.2829522933712147,2.2829522933712147,85.17569872903444,2.2829522933712147,19.6667628250815,5.483394993349265,38.6401273640313,38.551019337992,29.941978506594477,2.2829522933712147
16,myv_jr-ud-test_Case=Ela,0.6531462837655387,0.8134874689801521,0.7714316546494011,1.8503197558178164,1.8503197558178164,1.8503197558178164,1.8503197558178164,85.52325768331907,1.8503197558178164,20.0819835969608,5.901918906949153,39.024655414365355,38.93558032893413,30.325605168108755,1.8503197558178164
17,myv_jr-ud-train_Case=Ela,1.197380060074688,1.3642085942983195,1.3322008433666375,2.383275057562597,2.383275057562597,2.383275057562597,2.383275057562597,85.07002157886508,2.383275057562597,19.658148096810134,5.484440989792993,38.57463532858347,38.486003961254376,29.87680583446138,2.383275057562597
18,kpv_ikdp-ud-test_Case=Ela,2.9090909090909096,3.086203951839078,3.0362699009216234,4.123105625617661,4.123105625617661,4.123105625617661,4.123105625617661,83.47255037835292,4.123105625617661,18.143120996845408,3.914563771840935,36.96517636117911,36.879297152564796,28.270554862112636,4.123105625617661
19,kpv_lattice-ud-test_Case=Ela,2.1589573076331665,2.3304639622390915,2.293195367079138,3.336825538583822,3.336825538583822,3.336825538583822,3.336825538583822,84.08344841029557,3.336825538583822,18.868676792526752,4.708312851622166,37.74553571315509,37.65961318404135,29.050481489495265,3.336825538583822
20,kpv_lattice-ud-train_Case=Ela,1.2464826546183716,1.3630803958976423,1.340096260783411,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,85.41662601625049,2.23606797749979,19.956124713487007,5.840200040061686,38.88628603396401,38.797706706024016,30.191532257204294,2.23606797749979
