,Treebank,am_att-ud-test_Case=Mal
0,hu_szeged-ud-dev_Case=All,1.4242771239259222
1,hu_szeged-ud-test_Case=All,1.3610095292743214
2,hu_szeged-ud-train_Case=All,1.3716381437141045
3,fi_ood-ud-test_Case=All,1.6049236636682864
4,ess_sli-ud-test_Case=All,41.44104245793052
5,hit_hittb-ud-test_Case=All,1.16619037896906
6,et_ewt-ud-train_Case=All,1.5167645321525993
7,et_ewt-ud-test_Case=All,1.5802778258590404
8,et_ewt-ud-dev_Case=All,1.5120167791115373
9,ml_ufal-ud-test_Case=All,4.621688003316537
10,egy_ujaen-ud-test_Case=All,0.6
11,olo_kkpp-ud-test_Case=All,1.4332532490920988
12,olo_kkpp-ud-train_Case=All,1.6911534525287764
13,vep_vwt-ud-test_Case=All,1.3498971154211057
14,fi_tdt-ud-train_Case=All,1.835377974978636
15,fi_tdt-ud-test_Case=All,1.8502931166494885
16,fi_tdt-ud-dev_Case=All,1.5141316470195059
17,tpn_tudet-ud-test_Case=All,1.9927646903513496
18,fi_pud-ud-test_Case=All,1.7426916742696816
19,et_edt-ud-dev_Case=All,1.5640671695635195
20,et_edt-ud-train_Case=All,1.6041056352833365
21,et_edt-ud-test_Case=All,1.6678234800723157
22,wbp_ufal-ud-test_Case=All,1.16619037896906
23,arr_tudet-ud-test_Case=All,1.6911534525287764
24,gn_oldtudet-ud-test_Case=All,1.6911534525287764
25,eu_bdt-ud-train_Case=All,1.6393411983181627
26,eu_bdt-ud-test_Case=All,1.6737151233258265
27,eu_bdt-ud-dev_Case=All,1.7595164279489932
28,fi_ftb-ud-dev_Case=All,0.6
29,fi_ftb-ud-train_Case=All,0.6
30,fi_ftb-ud-test_Case=All,0.6
31,eme_tudet-ud-test_Case=All,1.4469153443933167
32,aqz_tudet-ud-test_Case=All,2.701531344430094
33,gu_gujtb-ud-test_Case=All,1.16619037896906
