,Treebank,urb_tudet-ud-test_Case=Aff,_Case=Aff
0,egy_ujaen-ud-test_Case=Lat,22.58317958127243,1.0
1,mdf_jr-ud-test_Case=Lat,41.28559070668603,34.677081768799404
2,myv_jr-ud-test_Case=Lat,24.390080628358966,9.717071966559976
3,myv_jr-ud-train_Case=Lat,25.25637142426958,11.769480071652476
4,sjo_xdt-ud-test_Case=Lat,22.584736272535928,1.202211503854459
5,eu_bdt-ud-train_Case=Lat,22.561028345356956,0.0
6,eu_bdt-ud-test_Case=Lat,22.561028345356956,0.0
7,eu_bdt-ud-dev_Case=Lat,22.561028345356956,0.0
8,fi_ftb-ud-dev_Case=Lat,22.561028345356956,0.0
9,fi_ftb-ud-train_Case=Lat,22.561028345356956,0.0
10,fi_ftb-ud-test_Case=Lat,22.561028345356956,0.0
11,ab_abnc-ud-test_Case=Lat,22.561028345356956,0.0
