,Treebank,kpv_lattice-ud-test_Case=Apr,koi_uh-ud-test_Case=Apr
0,hi_pud-ud-test_Case=Erg,5.634713834792322,1.0
1,ess_sli-ud-test_Case=Erg,5.545268253204709,0.0
2,mr_ufal-ud-dev_Case=Erg,5.545268253204709,0.0
3,mr_ufal-ud-test_Case=Erg,5.545268253204709,0.0
4,mr_ufal-ud-train_Case=Erg,5.545268253204709,0.0
5,wbp_ufal-ud-test_Case=Erg,5.545268253204709,0.0
6,ka_glc-ud-test_Case=Erg,5.545268253204709,0.0
7,eu_bdt-ud-train_Case=Erg,5.545268253204709,0.0
8,eu_bdt-ud-test_Case=Erg,5.545268253204709,0.0
9,eu_bdt-ud-dev_Case=Erg,5.545268253204709,0.0
10,gu_gujtb-ud-test_Case=Erg,5.545268253204709,0.0
