,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,hu_szeged-ud-dev_Case=Ter,0.436474394379889,0.43850940159440105,0.4297573245736381,0.3807766790583278,0.35939195650883843,0.33835569252600856
1,hu_szeged-ud-test_Case=Ter,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
2,hu_szeged-ud-train_Case=Ter,0.10064644133020016,0.10029758581997494,0.10707964037442434,0.15556166978589545,0.16799523773616895,0.20225952554188684
3,et_ewt-ud-train_Case=Ter,0.4083298195159995,0.4074933788648936,0.3881739459902982,0.30525332403879674,0.28337121564524936,0.24982828288183156
4,et_ewt-ud-test_Case=Ter,0.2770076560421548,0.2867319957388285,0.25300661192746,0.2788386996242868,0.27030798716055643,0.27456719378078914
5,et_ewt-ud-dev_Case=Ter,0.1982649718980293,0.19291251224420763,0.18592445034090563,0.10505586463342992,0.12323153655986273,0.13599725000442298
6,olo_kkpp-ud-test_Case=Ter,1.3303815466578703,1.3389666447438249,1.3396148331645807,1.2710657588281205,1.2345629477269051,1.2031975902560454
7,vep_vwt-ud-test_Case=Ter,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
8,kpv_ikdp-ud-test_Case=Ter,1.344542244619549,1.3491586029857678,1.339614833164581,1.2889229802356663,1.2712782947712427,1.2473141341723273
9,kpv_lattice-ud-test_Case=Ter,2.395200138887742,2.399617835109072,2.3861868386875584,2.309009859357955,2.282980602554134,2.245035202901728
10,et_edt-ud-dev_Case=Ter,0.08639219716305555,0.08551410050946504,0.08313187996939699,0.06699730739546812,0.0867186961581617,0.12234556358838701
11,et_edt-ud-train_Case=Ter,0.15448197100185954,0.1502216534698672,0.13915874329953232,0.06620749158928177,0.061209186184087994,0.07555214168970271
12,et_edt-ud-test_Case=Ter,0.20416269484005625,0.19867614594900893,0.18625123345355407,0.09968986374602372,0.09864154753693764,0.0971339690610192
13,ab_abnc-ud-test_Case=Ter,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
14,gu_gujtb-ud-test_Case=Ter,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
