,Treebank,hu_szeged-ud-dev_Case=Ess,hu_szeged-ud-test_Case=Ess,hu_szeged-ud-train_Case=Ess,fi_ood-ud-test_Case=Ess,sms_giellagas-ud-test_Case=Ess,et_ewt-ud-train_Case=Ess,et_ewt-ud-test_Case=Ess,et_ewt-ud-dev_Case=Ess,egy_ujaen-ud-test_Case=Ess,olo_kkpp-ud-test_Case=Ess,olo_kkpp-ud-train_Case=Ess,vep_vwt-ud-test_Case=Ess,fi_tdt-ud-train_Case=Ess,fi_tdt-ud-test_Case=Ess,fi_tdt-ud-dev_Case=Ess,fi_pud-ud-test_Case=Ess,et_edt-ud-dev_Case=Ess,et_edt-ud-train_Case=Ess,et_edt-ud-test_Case=Ess,sme_giella-ud-train_Case=Ess,sme_giella-ud-test_Case=Ess,ka_glc-ud-test_Case=Ess,krl_kkpp-ud-test_Case=Ess,eu_bdt-ud-train_Case=Ess,eu_bdt-ud-test_Case=Ess,eu_bdt-ud-dev_Case=Ess,fi_ftb-ud-dev_Case=Ess,fi_ftb-ud-train_Case=Ess,fi_ftb-ud-test_Case=Ess,ab_abnc-ud-test_Case=Ess
0,xcl_caval-ud-train_Case=Abl,1.2072360890563256,0.801815196265067,0.6932069578190975,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866
1,xcl_caval-ud-dev_Case=Abl,1.322761275183542,0.7792559305518068,0.4860464169435085,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224
2,xcl_caval-ud-test_Case=Abl,1.2351726444302829,0.7725555120115672,0.5992700722880278,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162
3,hu_szeged-ud-dev_Case=Abl,1.514316598966267,0.9344427929698711,0.5635051416177288,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673
4,hu_szeged-ud-test_Case=Abl,1.5254627493858617,0.9402197738510374,0.5618485257258022,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634
5,hu_szeged-ud-train_Case=Abl,1.4478853138581689,0.8774287316576326,0.5211514517035104,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242
6,tr_pud-ud-test_Case=Abl,1.304061973065323,0.7670364038741762,0.4791860048652878,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009
7,fi_ood-ud-test_Case=Abl,1.1938147288647878,0.7879507827181588,0.6808537988043939,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004
8,sah_yktdt-ud-test_Case=Abl,1.4009229222243478,0.84980670070989,0.5504041308844644,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998
9,sa_vedic-ud-test_Case=Abl,2.9664938466883672,3.2245583103263056,3.426263514608126,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253
