,Treebank,hu_szeged-ud-dev_Case=Tra,hu_szeged-ud-test_Case=Tra,hu_szeged-ud-train_Case=Tra,fi_ood-ud-test_Case=Tra,et_ewt-ud-train_Case=Tra,et_ewt-ud-test_Case=Tra,et_ewt-ud-dev_Case=Tra,gub_tudet-ud-test_Case=Tra,olo_kkpp-ud-test_Case=Tra,mdf_jr-ud-test_Case=Tra,vep_vwt-ud-test_Case=Tra,fi_tdt-ud-train_Case=Tra,fi_tdt-ud-test_Case=Tra,fi_tdt-ud-dev_Case=Tra,myv_jr-ud-test_Case=Tra,myv_jr-ud-train_Case=Tra,kpv_ikdp-ud-test_Case=Tra,kpv_lattice-ud-test_Case=Tra,tpn_tudet-ud-test_Case=Tra,fi_pud-ud-test_Case=Tra,et_edt-ud-dev_Case=Tra,et_edt-ud-train_Case=Tra,et_edt-ud-test_Case=Tra,krl_kkpp-ud-test_Case=Tra,fi_ftb-ud-dev_Case=Tra,fi_ftb-ud-train_Case=Tra,fi_ftb-ud-test_Case=Tra,eme_tudet-ud-test_Case=Tra,aqz_tudet-ud-test_Case=Tra
0,sl_ssj-ud-test_Case=Ins,1.3280795641197805,1.5911905712062726,1.6300572005171918,1.3882924981183098,2.127601521572778,2.0699592736202495,3.3747455414861887,2.6649321774579495,1.0883347971345365,2.01230749465247,2.194261190181754,2.0651937030883745,3.2231710477551254,2.4065920967251904,3.6476609325170064,9.887126005045014,2.6649321774579495,2.6649321774579495,1.3611820000603303,7.041021423962856,2.547301466880067,2.2166203621387015,1.6486579600838338,1.4177271336738348,2.6649321774579495,2.6649321774579495,2.6649321774579495,1.1818391993946926,2.6649321774579495
1,sl_ssj-ud-dev_Case=Ins,1.3963117280830053,1.6643451051739993,1.7035961818324428,1.3349673248035472,2.0837178004676473,2.0182720630440456,3.324877823089651,2.7413368399473135,1.1240133490115791,1.9768712085807416,2.18588324591895,1.999305384346943,3.143073472393131,2.3351820139923523,3.5941470096983514,9.819092462792034,2.7413368399473135,2.7413368399473135,1.4315762328526798,6.961858911539582,2.482199237571856,2.154389725126607,1.6004533802508754,1.4771320939607226,2.7413368399473135,2.7413368399473135,2.7413368399473135,1.2080023904427846,2.7413368399473135
2,sl_ssj-ud-train_Case=Ins,1.361876398248429,1.6249197325826454,1.663822953037855,1.3763301007046904,2.1157186454548014,2.055088258645417,3.3581113600797585,2.697949439910849,1.1120683901931314,2.0047529569950173,2.193877016046995,2.0473266689255643,3.1990673856107907,2.386712421572015,3.629515632584357,9.862312993089423,2.697949439910849,2.697949439910849,1.3955163407885363,7.013806221673268,2.527692815524166,2.198621816955566,1.6372017210189165,1.447365997108453,2.697949439910849,2.697949439910849,2.697949439910849,1.199116127366582,2.697949439910849
3,xcl_caval-ud-train_Case=Ins,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
4,xcl_caval-ud-dev_Case=Ins,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
5,xcl_caval-ud-test_Case=Ins,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
6,hu_szeged-ud-dev_Case=Ins,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
7,hu_szeged-ud-test_Case=Ins,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
8,hu_szeged-ud-train_Case=Ins,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
9,xav_xdt-ud-test_Case=Ins,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
