,Treebank,fi_ood-ud-test_Case=Abe,sms_giellagas-ud-test_Case=Abe,sms_giellagas-ud-train_Case=Abe,et_ewt-ud-train_Case=Abe,et_ewt-ud-test_Case=Abe,et_ewt-ud-dev_Case=Abe,gub_tudet-ud-test_Case=Abe,olo_kkpp-ud-test_Case=Abe,olo_kkpp-ud-train_Case=Abe,mdf_jr-ud-test_Case=Abe,fi_tdt-ud-train_Case=Abe,fi_tdt-ud-test_Case=Abe,fi_tdt-ud-dev_Case=Abe,myv_jr-ud-test_Case=Abe,myv_jr-ud-train_Case=Abe,kpv_ikdp-ud-test_Case=Abe,kpv_lattice-ud-test_Case=Abe,fi_pud-ud-test_Case=Abe,et_edt-ud-dev_Case=Abe,et_edt-ud-train_Case=Abe,et_edt-ud-test_Case=Abe,koi_uh-ud-test_Case=Abe,sme_giella-ud-train_Case=Abe,sme_giella-ud-test_Case=Abe,arr_tudet-ud-test_Case=Abe,krl_kkpp-ud-test_Case=Abe,fi_ftb-ud-dev_Case=Abe,fi_ftb-ud-train_Case=Abe,fi_ftb-ud-test_Case=Abe,ab_abnc-ud-test_Case=Abe
0,el_gud-ud-train_Case=Voc,8.027729719194863,11.357816691600545,12.220201853215572,8.597579156189186,7.0710678118654755,12.220201853215572,10.567244989431572,12.220201853215572,12.220201853215572,10.762589527308625,7.938128802739905,7.6702889993359005,9.786612170602131,10.854185060764962,10.724122468579347,11.357816691600545,9.846036991827951,10.567244989431572,9.130061592966282,8.492089983419945,8.912771734987942,10.503967504392486,12.220201853215572,12.220201853215572,11.357816691600545,10.567244989431572,12.220201853215572,12.220201853215572,12.220201853215572,11.357816691600545
1,el_gud-ud-test_Case=Voc,10.233387622005834,13.509256086106296,14.33527118683145,10.935131343777675,9.137833441248533,14.33527118683145,12.747548783981962,14.33527118683145,14.33527118683145,12.98075498574717,9.553213537280996,9.72111104761179,12.020815280171307,13.022288585344745,12.935081234016748,13.509256086106296,12.147244772192398,12.747548783981962,11.442556478577334,10.84115970741382,11.22775578644281,12.727922061357855,14.33527118683145,14.33527118683145,13.509256086106296,12.747548783981962,14.33527118683145,14.33527118683145,14.33527118683145,13.509256086106296
2,fa_seraji-ud-dev_Case=Voc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
3,fa_seraji-ud-test_Case=Voc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
4,fa_seraji-ud-train_Case=Voc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
5,sga_dipsgg-ud-test_Case=Voc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
6,pl_pdb-ud-test_Case=Voc,4.906379760910956,5.454823740581938,6.202369527454974,4.323117209101335,7.840241562292712,6.202369527454974,4.9031435147801465,6.202369527454974,6.202369527454974,5.137894430958412,8.863109229577367,6.461818787370652,4.508495382302715,5.060289577904104,5.086998232789958,5.454823740581938,4.59048606993602,4.9031435147801465,4.278580188017521,4.256561214752673,4.381955112988368,4.851887913640484,6.202369527454974,6.202369527454974,5.454823740581938,4.9031435147801465,6.202369527454974,6.202369527454974,6.202369527454974,5.454823740581938
7,pl_pdb-ud-train_Case=Voc,4.657347542761647,5.6768159798800495,6.473643321286683,4.2134966032153,7.413063630962183,6.473643321286683,5.0541489380115525,6.473643321286683,6.473643321286683,5.327788526068991,8.45899063113941,6.118070375859283,4.56590098344605,5.242905477999739,5.272173456296795,5.6768159798800495,4.698643396814828,5.0541489380115525,4.2455270639833635,4.102100852606951,4.340819846774196,5.002168951052736,6.473643321286683,6.473643321286683,5.6768159798800495,5.0541489380115525,6.473643321286683,6.473643321286683,6.473643321286683,5.6768159798800495
8,pl_pdb-ud-dev_Case=Voc,4.407821331325589,3.5411862419251547,4.328972164382673,3.1317045991193235,8.058535847162313,4.328972164382673,3.056141357987225,4.328972164382673,4.328972164382673,3.2310988842807022,9.265737363474582,6.491532946846993,2.8530685235374214,3.1464265445104544,3.17792128182392,3.5411862419251547,2.76204433144888,3.056141357987225,2.7274100227319624,3.0777527489178,3.033562262423503,2.973213749463701,4.328972164382673,4.328972164382673,3.5411862419251547,3.056141357987225,4.328972164382673,4.328972164382673,4.328972164382673,3.5411862419251547
9,uk_iu-ud-dev_Case=Voc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
