,Treebank,hu_szeged-ud-dev_Case=Sup,hu_szeged-ud-test_Case=Sup,hu_szeged-ud-train_Case=Sup,egy_ujaen-ud-test_Case=Sup
0,hu_szeged-ud-dev_Case=All,0.25307056744142625,0.1602274206278075,0.14923661841436725,1.29172958692549
1,hu_szeged-ud-test_Case=All,0.18982950127063442,0.11432428802292002,0.12696829800822176,1.2216165268919335
2,hu_szeged-ud-train_Case=All,0.18386315917767304,0.09051348942786024,0.07845852552630847,1.2334468765583195
3,fi_ood-ud-test_Case=All,0.4543350783842601,0.37361924627975923,0.34844883298125656,1.4885496183206106
4,ess_sli-ud-test_Case=All,40.614217988206185,40.547858858695506,40.524654259014966,41.43669871020132
5,hit_hittb-ud-test_Case=All,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
6,et_ewt-ud-train_Case=All,0.34940755142187846,0.2703604632013559,0.24623419654073603,1.3930450983353315
7,et_ewt-ud-test_Case=All,0.42328634942120064,0.33895029990121517,0.3110672813881428,1.4619432297123496
8,et_ewt-ud-dev_Case=All,0.34754941666293604,0.2679055227228993,0.24075072455373375,1.3878741802897074
9,ml_ufal-ud-test_Case=All,3.6841109929022933,3.615702209687048,3.592140484174289,4.58257569495584
10,egy_ujaen-ud-test_Case=All,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
11,olo_kkpp-ud-test_Case=All,0.34160072540626174,0.30540943162652334,0.30023831798172945,1.3016200966614866
12,olo_kkpp-ud-train_Case=All,0.6595397248105943,0.6041267547480984,0.5923188998305953,1.5811388300841898
13,vep_vwt-ud-test_Case=All,0.20172538683820143,0.17311596056536532,0.17686866540043306,1.2092238098144703
14,fi_tdt-ud-train_Case=All,0.706503760551222,0.6212436518943846,0.5939045655418755,1.734535185874498
15,fi_tdt-ud-test_Case=All,0.7215345917144932,0.6319483697147087,0.6032425990514813,1.7503098632872058
16,fi_tdt-ud-dev_Case=All,0.3517253095775116,0.2725539903292618,0.2479167170277393,1.3901779182917564
17,tpn_tudet-ud-test_Case=All,0.9116621711487854,0.831479419283098,0.8167502649744554,1.9002923751652299
18,fi_pud-ud-test_Case=All,0.6047484385476778,0.5207423898633223,0.5002144165631265,1.6361461644880222
19,et_edt-ud-dev_Case=All,0.4115368037379632,0.3339453378518236,0.3106439245055747,1.4444051062310876
20,et_edt-ud-train_Case=All,0.45607159160830746,0.37652397864785364,0.3521778487040113,1.487667600355589
21,et_edt-ud-test_Case=All,0.5301070104743808,0.45219320275548597,0.42698554625501617,1.5561603904098478
22,wbp_ufal-ud-test_Case=All,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
23,arr_tudet-ud-test_Case=All,0.6595397248105943,0.6098471777805596,0.5957266672665226,1.5811388300841898
24,gn_oldtudet-ud-test_Case=All,0.6595397248105943,0.6098471777805596,0.5957266672665226,1.5811388300841898
25,eu_bdt-ud-train_Case=All,0.4961395249778319,0.4221302789202558,0.39941743323663487,1.5255948231765961
26,eu_bdt-ud-test_Case=All,0.5460639572369423,0.4761785330173981,0.4536725244407676,1.5624731402650052
27,eu_bdt-ud-dev_Case=All,0.6247445686572819,0.5481256886877572,0.5209140779075063,1.6540550354272934
28,fi_ftb-ud-dev_Case=All,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
29,fi_ftb-ud-train_Case=All,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
30,fi_ftb-ud-test_Case=All,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
31,eme_tudet-ud-test_Case=All,0.3319026822606378,0.28238679142285844,0.2768858155573555,1.3166487815058465
32,aqz_tudet-ud-test_Case=All,1.6152938049803354,1.5358373274198982,1.5082914982021771,2.634059909139933
33,gu_gujtb-ud-test_Case=All,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
