,Treebank,hu_szeged-ud-dev_Case=Sbl,hu_szeged-ud-test_Case=Sbl,hu_szeged-ud-train_Case=Sbl
0,es_gsd-ud-train_Case=Com,3.7479117034544465,3.802426692713826,3.7795545661651544
1,fi_ood-ud-test_Case=Com,1.4825670061041039,1.564343491044688,1.5332600487707408
2,es_ancora-ud-train_Case=Com,8.154773479930869,8.216741430208584,8.191289754401993
3,es_ancora-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
4,es_ancora-ud-dev_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
5,sms_giellagas-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
6,et_ewt-ud-train_Case=Com,8.7086960602274,8.772440391713292,8.747884222343183
7,et_ewt-ud-test_Case=Com,6.4857490446199435,6.547188365856746,6.5234068701503
8,et_ewt-ud-dev_Case=Com,10.294011076082734,10.3531392551753,10.329727731575542
9,ml_ufal-ud-test_Case=Com,10.086848693000974,10.140729194840313,10.11963358714791
10,apu_ufpa-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
11,egy_ujaen-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
12,mr_ufal-ud-train_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
13,olo_kkpp-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
14,mdf_jr-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
15,vep_vwt-ud-test_Case=Com,9.88873865639143,9.953075500133481,9.92875393339161
16,es_pud-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
17,fi_tdt-ud-train_Case=Com,1.77381814444694,1.8459220853815417,1.8183745978352268
18,fi_tdt-ud-test_Case=Com,0.2858773475129578,0.20286823403356452,0.23092293421550486
19,fi_tdt-ud-dev_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
20,myv_jr-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
21,myv_jr-ud-train_Case=Com,2.2491042758990867,2.306371828023769,2.283484401370589
22,kpv_ikdp-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
23,kpv_lattice-ud-test_Case=Com,18.270054848094865,18.328348904511085,18.30552784794229
24,fi_pud-ud-test_Case=Com,0.36524710044619363,0.3782551925914832,0.36838868793020346
25,et_edt-ud-dev_Case=Com,4.294339824868321,4.357786608384986,4.333412761890273
26,et_edt-ud-train_Case=Com,4.1601520967104175,4.222275222539546,4.19830284085951
27,et_edt-ud-test_Case=Com,3.8201711589826353,3.881401257203471,3.8577970573555658
28,sjo_xdt-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
29,wbp_ufal-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
30,koi_uh-ud-test_Case=Com,6.893735295392283,6.945260559704324,6.925010066847336
31,sme_giella-ud-train_Case=Com,14.910256117375315,14.968145671514831,14.945673035187054
32,sme_giella-ud-test_Case=Com,6.719745066714491,6.777795952530094,6.754998749603827
33,arr_tudet-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
34,ta_mwtt-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
35,ta_ttb-ud-train_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
36,ta_ttb-ud-dev_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
37,ta_ttb-ud-test_Case=Com,2.6567781322247357,2.7054299120660477,2.685945087171887
38,krl_kkpp-ud-test_Case=Com,1.2406007411356466,1.2904323580706727,1.2667063249790065
39,eu_bdt-ud-train_Case=Com,38.81166853855564,38.8740456735917,38.84997731435201
40,eu_bdt-ud-test_Case=Com,29.562491420454332,29.624942684121873,29.600802792214132
41,eu_bdt-ud-dev_Case=Com,38.27838589377842,38.340502905402495,38.31618658830546
42,fi_ftb-ud-dev_Case=Com,0.3842100085750779,0.46852758027603064,0.4398110988034627
43,fi_ftb-ud-train_Case=Com,0.41917154935521916,0.489157157871813,0.4581688454359979
44,fi_ftb-ud-test_Case=Com,0.46307562677776304,0.5353214494250008,0.508137235721991
45,bxr_bdt-ud-test_Case=Com,0.749846073628442,0.8237116911091067,0.7939078808375889
46,bej_nsc-ud-test_Case=Com,1.2622811750152136,1.1840852064015472,1.2136052062629963
