,Treebank,hu_szeged-ud-dev_Case=Sup,hu_szeged-ud-test_Case=Sup,hu_szeged-ud-train_Case=Sup,egy_ujaen-ud-test_Case=Sup
0,hu_szeged-ud-dev_Case=Ess,1.6011564893537564,1.539350111388601,1.5185896339941833,2.49284690951645
1,hu_szeged-ud-test_Case=Ess,1.0124793270648391,0.9534803046513466,0.9348777112365938,1.9322525714823102
2,hu_szeged-ud-train_Case=Ess,0.6287049022511237,0.5711484002352476,0.5543483053697063,1.5829800566512728
3,fi_ood-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
4,sms_giellagas-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
5,et_ewt-ud-train_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
6,et_ewt-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
7,et_ewt-ud-dev_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
8,egy_ujaen-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
9,olo_kkpp-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
10,olo_kkpp-ud-train_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
11,vep_vwt-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
12,fi_tdt-ud-train_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
13,fi_tdt-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
14,fi_tdt-ud-dev_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
15,fi_pud-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
16,et_edt-ud-dev_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
17,et_edt-ud-train_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
18,et_edt-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
19,sme_giella-ud-train_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
20,sme_giella-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
21,ka_glc-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
22,krl_kkpp-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
23,eu_bdt-ud-train_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
24,eu_bdt-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
25,eu_bdt-ud-dev_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
26,fi_ftb-ud-dev_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
27,fi_ftb-ud-train_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
28,fi_ftb-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
29,ab_abnc-ud-test_Case=Ess,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
