,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,sl_ssj-ud-test_Case=Dat,2.1835706611084387,2.1891916608467787,2.1779106875055327,2.0926524304691507,2.0619678884921124,2.0215182808338246
1,sl_ssj-ud-dev_Case=Dat,2.6497743203104442,2.654756267267869,2.6430172385848696,2.555201865990967,2.525444226836197,2.4846934838054415
2,sl_ssj-ud-train_Case=Dat,2.0585180294742567,2.063902668783617,2.0521781008071485,1.9668379396237938,1.9367358198485747,1.8964187383578628
3,xcl_caval-ud-train_Case=Dat,0.159641342479798,0.16448709113698895,0.15759676627628094,0.1184194899963056,0.11095974883255874,0.12607731588065224
4,xcl_caval-ud-dev_Case=Dat,0.08947311833893372,0.09996983670185591,0.09812785209944874,0.10812368590305196,0.11874308256173467,0.1549204580257285
5,xcl_caval-ud-test_Case=Dat,0.15343211014018637,0.15326217159211833,0.15133315801874328,0.1267609649669656,0.11732319542800522,0.13589571278173274
6,hu_szeged-ud-dev_Case=Dat,2.2977002634433847,2.3024241764047866,2.2916017650398786,2.232728723114478,2.2121116186542644,2.182992462286156
7,hu_szeged-ud-test_Case=Dat,5.276299246275681,5.28071268370965,5.269215874154848,5.205344192583743,5.182831246807009,5.15050117739223
8,hu_szeged-ud-train_Case=Dat,2.1316694096834192,2.136268174195328,2.1251874370820016,2.0659647151105056,2.044953549967663,2.015602323328959
9,xav_xdt-ud-test_Case=Dat,0.27008399196933164,0.2745285455319327,0.26585524697789775,0.2191728420536576,0.20903653617756798,0.20330541027381285
10,tr_pud-ud-test_Case=Dat,5.322888267775566,5.327911579935797,5.313249690917838,5.237050138871316,5.210652075023736,5.172085552538821
11,es_gsd-ud-test_Case=Dat,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
12,es_gsd-ud-dev_Case=Dat,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
13,es_gsd-ud-train_Case=Dat,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
14,de_hdt-ud-test_Case=Dat,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
