,Treebank,hu_szeged-ud-dev_Case=Dis,hu_szeged-ud-test_Case=Dis,hu_szeged-ud-train_Case=Dis
0,es_gsd-ud-train_Case=Com,4.795831523312719,4.743416490252569,4.743416490252569
1,fi_ood-ud-test_Case=Com,2.7386127875258306,2.6457513110645907,2.6457513110645907
2,es_ancora-ud-train_Case=Com,9.246621004453464,9.219544457292887,9.219544457292887
3,es_ancora-ud-test_Case=Com,0.7071067811865476,0.0,0.0
4,es_ancora-ud-dev_Case=Com,0.7071067811865476,0.0,0.0
5,sms_giellagas-ud-test_Case=Com,0.7071067811865476,0.0,0.0
6,et_ewt-ud-train_Case=Com,9.751289879856287,9.727331990547098,9.727331990547098
7,et_ewt-ud-test_Case=Com,7.52736056163071,7.497106880006976,7.497106880006976
8,et_ewt-ud-dev_Case=Com,11.304025465980569,11.28188777357483,11.28188777357483
9,ml_ufal-ud-test_Case=Com,11.045361017187261,11.022703842524301,11.022703842524301
10,apu_ufpa-ud-test_Case=Com,0.7071067811865476,0.0,0.0
11,egy_ujaen-ud-test_Case=Com,0.7071067811865476,0.0,0.0
12,mr_ufal-ud-train_Case=Com,0.7071067811865476,0.0,0.0
13,olo_kkpp-ud-test_Case=Com,0.7071067811865476,0.0,0.0
14,mdf_jr-ud-test_Case=Com,0.7071067811865476,0.0,0.0
15,vep_vwt-ud-test_Case=Com,10.931605554537724,10.908712114635714,10.908712114635714
16,es_pud-ud-test_Case=Com,0.7071067811865476,0.0,0.0
17,fi_tdt-ud-train_Case=Com,2.9914845130531322,2.9067128499108295,2.9067128499108295
18,fi_tdt-ud-test_Case=Com,1.224744871391589,1.0,1.0
19,fi_tdt-ud-dev_Case=Com,0.7071067811865476,0.0,0.0
20,myv_jr-ud-test_Case=Com,0.7071067811865476,0.0,0.0
21,myv_jr-ud-train_Case=Com,3.391164991562634,3.3166247903554,3.3166247903554
22,kpv_ikdp-ud-test_Case=Com,0.7071067811865476,0.0,0.0
23,kpv_lattice-ud-test_Case=Com,19.248376554920156,19.235384061671343,19.235384061671343
24,fi_pud-ud-test_Case=Com,1.5456030825826172,1.3743685418725535,1.3743685418725535
25,et_edt-ud-dev_Case=Com,5.376986704954925,5.331827029066583,5.331827029066583
26,et_edt-ud-train_Case=Com,5.235991618719846,5.189646676477866,5.189646676477866
27,et_edt-ud-test_Case=Com,4.894477020782905,4.845626776316869,4.845626776316869
28,sjo_xdt-ud-test_Case=Com,0.7071067811865476,0.0,0.0
29,wbp_ufal-ud-test_Case=Com,0.7071067811865476,0.0,0.0
30,koi_uh-ud-test_Case=Com,7.842193570679061,7.810249675906654,7.810249675906654
31,sme_giella-ud-train_Case=Com,15.896147331979533,15.880412463157246,15.880412463157246
32,sme_giella-ud-test_Case=Com,7.739743414216897,7.707374917435497,7.707374917435497
33,arr_tudet-ud-test_Case=Com,0.7071067811865476,0.0,0.0
34,ta_mwtt-ud-test_Case=Com,0.7071067811865476,0.0,0.0
35,ta_ttb-ud-train_Case=Com,0.7071067811865476,0.0,0.0
36,ta_ttb-ud-dev_Case=Com,0.7071067811865476,0.0,0.0
37,ta_ttb-ud-test_Case=Com,3.6742346141747673,3.605551275463989,3.605551275463989
38,krl_kkpp-ud-test_Case=Com,2.345207879911715,2.23606797749979,2.23606797749979
39,eu_bdt-ud-train_Case=Com,39.819209490451264,39.816070178314234,39.816070178314234
40,eu_bdt-ud-test_Case=Com,30.57958650981257,30.571410028180104,30.571410028180104
41,eu_bdt-ud-dev_Case=Com,39.303307748839664,39.29694644625712,39.29694644625712
42,fi_ftb-ud-dev_Case=Com,1.699673171197595,1.5456030825826172,1.5456030825826172
43,fi_ftb-ud-train_Case=Com,1.7628566230844431,1.614826143444763,1.614826143444763
44,fi_ftb-ud-test_Case=Com,1.783255450012701,1.6370705543744901,1.6370705543744901
45,bxr_bdt-ud-test_Case=Com,2.083187322707107,1.959507443590762,1.959507443590762
46,bej_nsc-ud-test_Case=Com,0.7071067811865476,0.0,0.0
