,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,ess_sli-ud-test_Case=Equ,0.2939723678960656,0.10649955403405117,0.28019779169211134
1,gub_tudet-ud-test_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
2,egy_ujaen-ud-test_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
3,ky_ktmu-ud-test_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
4,tt_nmctt-ud-test_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
5,tr_gb-ud-test_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
6,ota_boun-ud-train_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
7,ota_boun-ud-test_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
8,qtd_sagt-ud-test_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
9,qtd_sagt-ud-dev_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
10,qtd_sagt-ud-train_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
11,tr_imst-ud-train_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
12,tr_imst-ud-dev_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
13,tr_imst-ud-test_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
14,tr_boun-ud-dev_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
15,tr_boun-ud-test_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
16,tr_boun-ud-train_Case=Equ,1.259531560972737,1.08869426309121,1.2452843148017878
