,Treebank,fi_ood-ud-test_Case=Par,sah_yktdt-ud-test_Case=Par,sms_giellagas-ud-test_Case=Par,et_ewt-ud-train_Case=Par,et_ewt-ud-test_Case=Par,et_ewt-ud-dev_Case=Par,olo_kkpp-ud-test_Case=Par,olo_kkpp-ud-train_Case=Par,vep_vwt-ud-test_Case=Par,fi_tdt-ud-train_Case=Par,fi_tdt-ud-test_Case=Par,fi_tdt-ud-dev_Case=Par,ru_taiga-ud-train_Case=Par,ru_taiga-ud-dev_Case=Par,ru_taiga-ud-test_Case=Par,fi_pud-ud-test_Case=Par,et_edt-ud-dev_Case=Par,et_edt-ud-train_Case=Par,et_edt-ud-test_Case=Par,ru_syntagrus-ud-train_Case=Par,ru_syntagrus-ud-dev_Case=Par,ru_syntagrus-ud-test_Case=Par,ru_poetry-ud-dev_Case=Par,ru_poetry-ud-train_Case=Par,krl_kkpp-ud-test_Case=Par,eu_bdt-ud-train_Case=Par,eu_bdt-ud-test_Case=Par,eu_bdt-ud-dev_Case=Par,fi_ftb-ud-dev_Case=Par,fi_ftb-ud-train_Case=Par,fi_ftb-ud-test_Case=Par,ru_gsd-ud-dev_Case=Par,ru_gsd-ud-train_Case=Par
0,sl_ssj-ud-test_Case=Loc,8.548967178386407,4.579011934702065,2.618603778329093,46.93116504700337,41.8780345037946,29.45080726755792,137.42252823188073,2.618603778329093,2.618603778329093,16.388077611058677,16.36513842254777,14.764642292944934,44.326457827415645,2.618603778329093,2.618603778329093,19.508152060903335,89.31140448429228,78.00967575421896,79.54875934012247,81.7891627213406,2.618603778329093,2.618603778329093,2.618603778329093,9.88328427042861,32.94314221448274,26.793094257687343,15.404154803778713,9.003925438381224,7.156400885594207,9.044864202037122,9.338007892101206,2.618603778329093,2.618603778329093
1,sl_ssj-ud-dev_Case=Loc,8.538608185592132,4.568449277275738,2.6192505338582834,46.924725092230126,41.87157552273716,29.44376340972882,137.41396042167864,2.6192505338582834,2.6192505338582834,16.378962018921243,16.35483044382744,14.755558960964654,44.32321426671788,2.6192505338582834,2.6192505338582834,19.499905315424694,89.3047712003016,78.00306023738194,79.5419339714703,81.79606953764683,2.6192505338582834,2.6192505338582834,2.6192505338582834,9.890245394559434,32.9339478406878,26.78594994032978,15.396563044594549,8.995401235343092,7.143897433840399,9.032602961377199,9.326364778651905,2.6192505338582834,2.6192505338582834
2,sl_ssj-ud-train_Case=Loc,8.562288810552557,4.583853843664803,2.599685732683534,46.94499407659401,41.891481666839056,29.464066103265147,137.43684373103258,2.599685732683534,2.599685732683534,16.40178187731354,16.37848209071595,14.77853984918316,44.34145375726088,2.599685732683534,2.599685732683534,19.522069112998057,89.32565886494095,78.02378333204064,79.56269381067835,81.80916017668726,2.599685732683534,2.599685732683534,2.599685732683534,9.903280532392753,32.957221738172436,26.80677033489168,15.41770496059015,9.016284032845823,7.167368682705978,9.056454461480342,9.34957275706147,2.599685732683534,2.599685732683534
3,xcl_caval-ud-train_Case=Loc,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
4,xcl_caval-ud-dev_Case=Loc,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
5,xcl_caval-ud-test_Case=Loc,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
6,hu_szeged-ud-train_Case=Loc,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
7,fa_seraji-ud-dev_Case=Loc,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
8,fa_seraji-ud-test_Case=Loc,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
9,fa_seraji-ud-train_Case=Loc,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
