,Treebank,hu_szeged-ud-dev_Case=Ine,hu_szeged-ud-test_Case=Ine,hu_szeged-ud-train_Case=Ine,fi_ood-ud-test_Case=Ine,et_ewt-ud-train_Case=Ine,et_ewt-ud-test_Case=Ine,et_ewt-ud-dev_Case=Ine,si_stb-ud-test_Case=Ine,olo_kkpp-ud-test_Case=Ine,olo_kkpp-ud-train_Case=Ine,mdf_jr-ud-test_Case=Ine,mdf_jr-ud-train_Case=Ine,vep_vwt-ud-test_Case=Ine,fi_tdt-ud-train_Case=Ine,fi_tdt-ud-test_Case=Ine,fi_tdt-ud-dev_Case=Ine,myv_jr-ud-test_Case=Ine,myv_jr-ud-train_Case=Ine,kpv_ikdp-ud-test_Case=Ine,kpv_lattice-ud-test_Case=Ine,kpv_lattice-ud-train_Case=Ine,fi_pud-ud-test_Case=Ine,et_edt-ud-dev_Case=Ine,et_edt-ud-train_Case=Ine,et_edt-ud-test_Case=Ine,koi_uh-ud-train_Case=Ine,koi_uh-ud-test_Case=Ine,arr_tudet-ud-test_Case=Ine,krl_kkpp-ud-test_Case=Ine,eu_bdt-ud-train_Case=Ine,eu_bdt-ud-test_Case=Ine,eu_bdt-ud-dev_Case=Ine,fi_ftb-ud-dev_Case=Ine,fi_ftb-ud-train_Case=Ine,fi_ftb-ud-test_Case=Ine,ab_abnc-ud-test_Case=Ine
0,egy_ujaen-ud-test_Case=Lat,78.79562170577753,52.684596104237784,31.908369502707743,509.7234544338724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,167.6189328422888,73.31057222529367,111.95187458109946,1.0,1.0,1.0,260.7067317888052,1.0,80.94392112658578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,mdf_jr-ud-test_Case=Lat,60.48346881586737,39.087508661122584,26.38603781718185,483.57781173250703,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,142.7876372445823,51.46396797760546,88.05711530339586,34.677081768799404,34.677081768799404,34.677081768799404,230.3464781584472,34.677081768799404,59.14863670863257,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404
2,myv_jr-ud-test_Case=Lat,70.30090285443538,44.28143775926374,23.53630974520524,501.213222306511,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,159.05819211462003,64.77462772331629,103.40670548919232,9.717071966559976,9.717071966559976,9.717071966559976,253.03101433396665,9.717071966559976,72.36462226978696,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976
3,myv_jr-ud-train_Case=Lat,68.60557708096019,42.66045710668094,21.99585905406291,499.38314014507637,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,157.23372104342144,62.978616336836744,101.59120624546965,11.769480071652476,11.769480071652476,11.769480071652476,251.07527434701677,11.769480071652476,70.57415784674085,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476
4,sjo_xdt-ud-test_Case=Lat,78.532686268203,52.420053215984694,31.64425846284654,509.47921479928897,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,167.37032475422987,73.06203058018578,111.70376016375735,1.202211503854459,1.202211503854459,1.202211503854459,260.5176487543598,1.202211503854459,80.69114021017653,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459
5,eu_bdt-ud-train_Case=Lat,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,eu_bdt-ud-test_Case=Lat,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,eu_bdt-ud-dev_Case=Lat,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,fi_ftb-ud-dev_Case=Lat,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,fi_ftb-ud-train_Case=Lat,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
