,Treebank,fi_ood-ud-test_Case=Par,sah_yktdt-ud-test_Case=Par,sms_giellagas-ud-test_Case=Par,et_ewt-ud-train_Case=Par,et_ewt-ud-test_Case=Par,et_ewt-ud-dev_Case=Par,olo_kkpp-ud-test_Case=Par,olo_kkpp-ud-train_Case=Par,vep_vwt-ud-test_Case=Par,fi_tdt-ud-train_Case=Par,fi_tdt-ud-test_Case=Par,fi_tdt-ud-dev_Case=Par,ru_taiga-ud-train_Case=Par,ru_taiga-ud-dev_Case=Par,ru_taiga-ud-test_Case=Par,fi_pud-ud-test_Case=Par,et_edt-ud-dev_Case=Par,et_edt-ud-train_Case=Par,et_edt-ud-test_Case=Par,ru_syntagrus-ud-train_Case=Par,ru_syntagrus-ud-dev_Case=Par,ru_syntagrus-ud-test_Case=Par,ru_poetry-ud-dev_Case=Par,ru_poetry-ud-train_Case=Par,krl_kkpp-ud-test_Case=Par,eu_bdt-ud-train_Case=Par,eu_bdt-ud-test_Case=Par,eu_bdt-ud-dev_Case=Par,fi_ftb-ud-dev_Case=Par,fi_ftb-ud-train_Case=Par,fi_ftb-ud-test_Case=Par,ru_gsd-ud-dev_Case=Par,ru_gsd-ud-train_Case=Par
0,fi_ood-ud-test_Case=Par,0.0,5.245653844368626,10.881208844195129,38.46367047918804,33.42602817694454,20.99878686638909,128.92070121871927,10.881208844195129,10.881208844195129,7.8763717326887,7.846325209089061,6.260457398017985,36.95012224521683,10.881208844195129,10.881208844195129,11.01499958604121,80.81213004304604,69.52068484582367,71.06513361359262,75.2798350964787,10.881208844195129,10.881208844195129,10.881208844195129,5.957338154370003,24.47023470134204,18.37883504812742,7.050965885871889,1.5644898884378335,1.9938297951617758,1.4691210308794715,1.5397185929134312,10.881208844195129,10.881208844195129
1,sah_yktdt-ud-test_Case=Par,5.245653844368626,0.0,6.334035048845246,42.96766419759458,37.86042013425607,25.470963860835734,133.61556795523492,6.334035048845246,6.334035048845246,12.725928600505425,12.673255303985636,11.192450157932841,41.457448064250165,6.334035048845246,6.334035048845246,15.795798335143667,85.39841250357928,74.06726658186062,75.5739441412042,79.79486198998028,6.334035048845246,6.334035048845246,6.334035048845246,8.433267456923206,29.139494221018836,23.039192151635874,11.76605286406618,5.528452494346725,3.723057869737376,5.5072934837727505,5.648257623223546,6.334035048845246,6.334035048845246
2,sms_giellagas-ud-test_Case=Par,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
3,et_ewt-ud-train_Case=Par,38.46367047918804,42.96766419759458,49.174596926907114,0.0,5.292351082846048,17.558902715045576,91.14071965286509,49.174596926907114,49.174596926907114,30.680338711152043,30.73333255380154,32.297358225776584,22.444902227120664,49.174596926907114,49.174596926907114,27.61190311666516,42.539269303691654,31.276550610782625,32.81724134544572,53.419767831474886,49.174596926907114,49.174596926907114,49.174596926907114,39.30490652324889,15.15076297921089,20.957296249446088,31.838222492708518,38.122489076130904,39.927397790711524,38.066671824339956,37.73619856546102,49.174596926907114,49.174596926907114
4,et_ewt-ud-test_Case=Par,33.42602817694454,37.86042013425607,44.08588319352249,5.292351082846048,0.0,12.469471862587284,96.25206404953097,44.08588319352249,44.08588319352249,25.675472173192546,25.730777640901962,27.30114620145013,21.897773068829654,44.08588319352249,44.08588319352249,22.60796429140712,47.63130677847242,36.32620069883166,37.845115046483514,56.325761537172156,44.08588319352249,44.08588319352249,44.08588319352249,34.509142070277456,10.594532047173562,16.061870453942294,26.816507918685247,33.06907225498778,34.862313629135876,33.0084300315167,32.6677980623853,44.08588319352249,44.08588319352249
5,et_ewt-ud-dev_Case=Par,20.99878686638909,25.470963860835734,31.663385794952504,17.558902715045576,12.469471862587284,0.0,108.44754492380176,31.663385794952504,31.663385794952504,13.310791562649262,13.367064000744517,14.911975320310225,23.625621684941965,31.663385794952504,31.663385794952504,10.326678841330597,60.007210639386685,48.71381098659463,50.24705451669089,62.26170572671455,31.663385794952504,31.663385794952504,31.663385794952504,22.451503290425787,6.055677878479108,5.491868989697406,14.52101924797292,20.672499813053815,22.437774245519606,20.592312113155735,20.249370970591126,31.663385794952504,31.663385794952504
6,olo_kkpp-ud-test_Case=Par,128.92070121871927,133.61556795523492,139.7390425042336,91.14071965286509,96.25206404953097,108.44754492380176,0.0,139.7390425042336,139.7390425042336,121.11540328076234,121.14990466360261,122.74084481329608,100.00999950005,139.7390425042336,139.7390425042336,118.01528538298577,49.375792227887224,60.373372930230715,59.02619708357265,85.33170571364433,139.7390425042336,139.7390425042336,139.7390425042336,129.25169244539896,104.66831798650179,111.02470164337304,122.22094746809977,128.6105538290424,130.46932477023364,128.57790931257128,128.27460306554025,139.7390425042336,139.7390425042336
7,olo_kkpp-ud-train_Case=Par,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
8,vep_vwt-ud-test_Case=Par,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
9,fi_tdt-ud-train_Case=Par,7.8763717326887,12.725928600505425,18.711198078741774,30.680338711152043,25.675472173192546,13.310791562649262,121.11540328076234,18.711198078741774,18.711198078741774,0.0,0.5671090500964275,1.6965075406234091,30.743858155747425,18.711198078741774,18.711198078741774,3.2143666635710546,72.9742578328805,61.68992241405553,63.23665522298905,69.53533730473964,18.711198078741774,18.711198078741774,18.711198078741774,10.129004808961179,16.743272620565467,10.79963405883656,2.358997350837753,7.682535177197838,9.43125430477303,7.571524637106561,7.259630662708938,18.711198078741774,18.711198078741774
