,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,ess_sli-ud-test_Case=Equ,0.0,20.71231517720798
1,gub_tudet-ud-test_Case=Equ,1.0,21.494185260204677
2,egy_ujaen-ud-test_Case=Equ,1.0,21.494185260204677
3,ky_ktmu-ud-test_Case=Equ,1.0,21.494185260204677
4,tt_nmctt-ud-test_Case=Equ,1.0,21.494185260204677
5,tr_gb-ud-test_Case=Equ,1.0,21.494185260204677
6,ota_boun-ud-train_Case=Equ,1.0,21.494185260204677
7,ota_boun-ud-test_Case=Equ,1.0,21.494185260204677
8,qtd_sagt-ud-test_Case=Equ,1.0,21.494185260204677
9,qtd_sagt-ud-dev_Case=Equ,1.0,21.494185260204677
10,qtd_sagt-ud-train_Case=Equ,1.0,21.494185260204677
11,tr_imst-ud-train_Case=Equ,1.0,21.494185260204677
12,tr_imst-ud-dev_Case=Equ,1.0,21.494185260204677
13,tr_imst-ud-test_Case=Equ,1.0,21.494185260204677
14,tr_boun-ud-dev_Case=Equ,1.0,21.494185260204677
15,tr_boun-ud-test_Case=Equ,1.0,21.494185260204677
16,tr_boun-ud-train_Case=Equ,1.0,21.494185260204677
