,Treebank,hu_szeged-ud-dev_Case=Abs,hu_szeged-ud-test_Case=Abs,hu_szeged-ud-train_Case=Abs,ess_sli-ud-test_Case=Abs,hit_hittb-ud-test_Case=Abs,mr_ufal-ud-dev_Case=Abs,mr_ufal-ud-test_Case=Abs,mr_ufal-ud-train_Case=Abs,wbp_ufal-ud-test_Case=Abs,nhi_itml-ud-test_Case=Abs,azz_itml-ud-test_Case=Abs,eu_bdt-ud-train_Case=Abs,eu_bdt-ud-test_Case=Abs,eu_bdt-ud-dev_Case=Abs,gu_gujtb-ud-test_Case=Abs
0,es_gsd-ud-train_Case=Com,3.736684348102656,3.8794710796690013,3.851534697575399,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569,83.72275676302112,4.743416490252569,18.374868774201783,4.641257355638647,37.077510456626534,36.98935786273141,28.407330851819992,4.743416490252569
1,fi_ood-ud-test_Case=Com,1.5102952478032865,1.6676525683599077,1.6015894472043857,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,84.86459803710851,2.6457513110645907,19.494221999300834,5.288201902828538,38.363810129426035,38.27529633305175,29.665496178491072,2.6457513110645907
2,es_ancora-ud-train_Case=Com,8.118950386096765,8.30270505573958,8.27110891014925,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887,80.39900496896712,9.219544457292887,14.893034248795724,4.597445805717337,32.94106926672194,32.84777513563052,24.33494379699745,9.219544457292887
3,es_ancora-ud-test_Case=Com,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
4,es_ancora-ud-dev_Case=Com,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
5,sms_giellagas-ud-test_Case=Com,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
6,et_ewt-ud-train_Case=Com,8.705679070395764,8.857388711937647,8.817218459864902,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098,80.40549241113162,9.727331990547098,15.849679671179867,5.843065200281807,33.67390486819522,33.59273433481932,25.152317513325926,9.727331990547098
7,et_ewt-ud-test_Case=Com,6.480740698407861,6.630211507262291,6.592989043176742,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976,81.87588874036601,7.497106880006976,16.857812680855663,4.801001251119331,35.16986676028514,35.086494037026775,26.563520231741247,7.497106880006976
8,et_ewt-ud-dev_Case=Com,10.284385982708075,10.433899205402094,10.400709198011691,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483,79.60532811604264,11.28188777357483,15.57849548183008,7.197595324823697,32.941658020173904,32.85889337068481,24.517947913235137,11.28188777357483
9,ml_ufal-ud-test_Case=Com,10.07513098985864,10.2155757628085,10.188025225143766,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301,79.93434806139348,11.022703842524301,16.185460629913166,7.558554493535523,33.639417277948446,33.55974599339462,25.230811271719183,11.022703842524301
