,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,hu_szeged-ud-dev_Case=Ade,0.2709223500434883,0.3479322188623746,0.2559100801762261
1,hu_szeged-ud-test_Case=Ade,0.14661296408896107,0.2521260034508328,0.14140957192468775
2,hu_szeged-ud-train_Case=Ade,0.19228964777640867,0.25072673200097073,0.18976512448059524
3,fi_ood-ud-test_Case=Ade,0.5864572460499143,0.724619786264993,0.5980607779601104
4,et_ewt-ud-train_Case=Ade,0.6979339627961116,0.8388565120059579,0.7094414760151395
5,et_ewt-ud-test_Case=Ade,0.6792506839779566,0.8148559239084047,0.6906819562115847
6,et_ewt-ud-dev_Case=Ade,0.9898871366018839,1.121949657142854,1.0014148940990726
7,olo_kkpp-ud-test_Case=Ade,0.7956440694881851,0.9628892544694923,0.8071284434141323
8,vep_vwt-ud-test_Case=Ade,0.4683830868523998,0.6134082582109046,0.47860877345143943
9,fi_tdt-ud-train_Case=Ade,0.9236788384724142,1.073285589849331,0.9362976145141235
10,fi_tdt-ud-test_Case=Ade,0.9432887593261805,1.1038983176702803,0.956253120560926
11,fi_tdt-ud-dev_Case=Ade,0.9603749162924805,1.1102677234134295,0.972624455179802
12,fi_pud-ud-test_Case=Ade,1.181942283199121,1.334949790029252,1.1954442279214161
13,et_edt-ud-dev_Case=Ade,0.5756501499177331,0.7133111930528301,0.5868796181072327
14,et_edt-ud-train_Case=Ade,0.6074039706473603,0.7425570760153347,0.6186490973516638
15,et_edt-ud-test_Case=Ade,0.48413070053909546,0.6093525439975612,0.494542761468131
16,krl_kkpp-ud-test_Case=Ade,0.40503885225545927,0.559610271857252,0.4175843482289565
17,fi_ftb-ud-dev_Case=Ade,1.259531560972737,1.08869426309121,1.2452843148017878
18,fi_ftb-ud-train_Case=Ade,1.259531560972737,1.08869426309121,1.2452843148017878
19,fi_ftb-ud-test_Case=Ade,1.259531560972737,1.08869426309121,1.2452843148017878
