,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,hu_szeged-ud-dev_Case=Tra,0.4823265376162594,0.3657184709581949
1,hu_szeged-ud-test_Case=Tra,0.3908679799852857,0.40620192023179796
2,hu_szeged-ud-train_Case=Tra,0.40573664145874494,0.43863424398922607
3,fi_ood-ud-test_Case=Tra,2.2308920584384517,2.064158208133407
4,et_ewt-ud-train_Case=Tra,2.9472420714397387,2.7864834103074014
5,et_ewt-ud-test_Case=Tra,2.934276286286457,2.769587017029427
6,et_ewt-ud-dev_Case=Tra,4.228602179076307,4.07825790013334
7,gub_tudet-ud-test_Case=Tra,1.3743685418725535,1.5132745950421556
8,olo_kkpp-ud-test_Case=Tra,0.8192690730516788,0.6732498095970388
9,mdf_jr-ud-test_Case=Tra,2.806861632183215,2.6497641404472208
10,vep_vwt-ud-test_Case=Tra,2.6246692913372702,2.5079872407968904
11,fi_tdt-ud-train_Case=Tra,3.0722115962609586,2.909823479317757
12,fi_tdt-ud-test_Case=Tra,4.3669610090958955,4.202218349069267
13,fi_tdt-ud-dev_Case=Tra,3.4681535272950206,3.3077484789505993
14,myv_jr-ud-test_Case=Tra,4.578265417518026,4.423537718886686
15,myv_jr-ud-train_Case=Tra,10.957290824935797,10.794906206169648
16,kpv_ikdp-ud-test_Case=Tra,1.3743685418725535,1.5132745950421556
17,kpv_lattice-ud-test_Case=Tra,1.3743685418725535,1.5132745950421556
18,tpn_tudet-ud-test_Case=Tra,0.38134492639531303,0.22452401428534507
19,fi_pud-ud-test_Case=Tra,8.156301399853522,7.999943181616411
20,et_edt-ud-dev_Case=Tra,3.5069575343653736,3.339458559568359
21,et_edt-ud-train_Case=Tra,3.161791350734297,2.9934713153734496
22,et_edt-ud-test_Case=Tra,2.4710010105800055,2.3074973493947857
23,krl_kkpp-ud-test_Case=Tra,0.41573970964154905,0.3598696609044811
24,fi_ftb-ud-dev_Case=Tra,1.3743685418725535,1.5132745950421556
25,fi_ftb-ud-train_Case=Tra,1.3743685418725535,1.5132745950421556
26,fi_ftb-ud-test_Case=Tra,1.3743685418725535,1.5132745950421556
27,eme_tudet-ud-test_Case=Tra,1.3324997394204456,1.0770329614269007
28,aqz_tudet-ud-test_Case=Tra,1.3743685418725535,1.5132745950421556
